object,correct_location,predicted_location,location_choices,correct_prediction
gel,refrigerator,refrigerator,"['house', 'ir rooms', 'garbage', 'drawer', 'refrigerator']",True
gelatin box,home office,home office,"[""child's room"", 'sack', 'camp', 'floor', 'home office']",True
gin,bar,bar,"['basement', 'bedroom', 'bar', 'cat', 'jar']",True
glove,bathroom,case,"['hotel room', 'cellar', 'tea room', 'bathroom', 'case']",False
golf ball,kitchen,range,"['dwelling', 'kitchen', 'shell', 'range', 'automobile']",False
goose,oven,house,"['one of the classrooms', 'house', 'oven', 'purse', 'bag']",False
graphics card,home office,home office,"['home office', 'floor', 'bookshelf', 'one room flat', 'tin']",True
guard,kitchen,bathroom drawer,"['orchestra', 'den', 'bathroom drawer', 'dormroom', 'kitchen']",False
guinness,bar,bar,"['toaster', 'bar', 'dormroom', 'furniture', 'hamper']",True
gun,trunk,chest,"['dining room', 'microwave', 'chest', 'fridge', 'trunk']",False
hair color,storage room,storage room,"['den', 'storage room', 'cat', 'class room', 'loungeroom']",True
hair conditioner,utility room,utility room,"['delivery room', 'ir rooms', 'bus', 'utility room', 'palace']",True
hair dryer,bathroom,bathroom,"['lounge', 'toaster', 'dresser', 'bathroom', 'glass']",True
hair straightener,storage room,dwelling,"['storage room', 'castle', 'pitcher', 'tin', 'dwelling']",False
ham,refrigerator,refrigerator,"['kitchen or bathroom', 'refrigerator', 'drawer', 'bundle', 'board']",True
hammer,playroom,sack,"['sack', 'delivery room', 'guest room', 'playroom', 'refrigerator']",False
hand,pocket,children's room,"[""cash's room"", 'pocket', 'backyard', 'trap', ""children's room""]",False
hand bell,garage,family room,"['cabin', 'garage', 'study', 'boat', 'family room']",False
handbag,television room,sedan,"['motorbike', 'sedan', 'backpack', 'television room', 'cubicle']",False
handset,cradle,cradle,"['cradle', 'bathroom drawer', 'independent room', 'vault', 'every room']",True
handtowel,bathroom,bathroom,"['bathroom', 'orchestra', 'pantry room', 'library', 'side of the room']",True
handtowelholder,bathroom,bathroom,"['pod', 'bathroom', 'court', 'hotel room', 'grand ballroom']",True
harbor,boat,boat,"['dresser', 'container', 'boat', 'laundry room', 'dishwasher']",True
hard drive,utility room,room of the house,"['jacket', 'room of the house', 'utility room', 'bright room', 'backyard']",False
hard drive case,home office,home office,"['cup', 'butt', 'press', 'different room', 'home office']",True
hardware,house,drawer,"['every room', 'waiting room', 'house', 'hamper', 'drawer']",False
hat,closet,closet,"['closet', 'toaster', 'cellar', 'sedan', 'car']",True
headlight,car,car,"['mansion', 'side of the room', 'car', 'cruet', 'dining room']",True
headphone,television room,desk,"['desk', 'fridge', 'aquarium', 'dresser', 'television room']",False
heater,house,house,"['house', 'quiver', 'board', 'board', 'room of the house']",True
heavy duty gloves,lobby,box,"['bottle', 'oven', 'box', 'lobby', 'attic']",False
heavy master chef can,corridor,carton,"['carton', 'livingroom', 'corridor', 'hotel room', 'motorbike']",False
hedge,backyard,backyard,"['backyard', 'bathroom or kitchen', 'case', 'family room', 'furniture']",True
helmet,playroom,playroom,"['well', 'tank', 'playroom', 'bar', 'shaker']",True
herring,jar,jar,"['jar', 'lounge', 'chest', 'hive', 'class room']",True
herring fillets,playroom,none,"['box', 'kitchen or bathroom', 'broom closet', 'home', 'playroom']",False
holdall,closet,closet,"['cellar', 'closet', 'cellar', 'toolbox', 'hotel room']",True
honey,beehive,cruet,"['storage room', 'storage room', 'cruet', 'beehive', 'bag']",False
honey dipper,kitchen,kitchen,"['dwelling', 'fridge', 'backpack', 'container', 'kitchen']",True
horn,truck,engine,"['truck', 'engine', 'wallet', 'dormroom', ""cash's room""]",False
house,bedroom,home,"['family room', 'independent room', 'home', 'orchestra', 'bedroom']",False
houseplant,living room,living room,"['sink', 'freezer', ""child's bedroom"", 'living room', 'purse']",True
icecream,freezer,refrigerator,"['delivery room', 'bathroom', 'freezer', 'court', 'refrigerator']",False
incontinence pads,garage,package,"['hive', 'table', 'package', 'garage', 'plate']",False
ingredient,kitchen,kitchen,"['art classroom', 'television room', 'numerous modern washrooms', 'kitchen', 'every room']",True
ink cartridge,home office,home office,"['hospital drug storeroom', 'home office', 'waiting room', 'garbage', 'bathroom drawer']",True
instant camera,closet,bright room,"['schoolroom', 'bright room', 'lamp', 'nest', 'closet']",False
invitation card,utility room,press,"['utility room', 'press', 'quiver', 'teapot', 'sofa']",False
ipod,apartment,apartment,"['fridge', 'delivery room', 'apartment', 'broom closet', 'bathroom drawer']",True
jack,box,box,"['box', 'loft', 'breadbox', 'tank', 'pantry']",True
jacket,suitcase,storage room,"['suitcase', 'pantry', 'storage room', 'storage room', 'icebox']",False
jam,jar,kitchen,"['childs room', 'guest room', 'kitchen', 'jar', 'garbage']",False
jar,childs room,bookshelf,"['washer', ' middle of the room', 'childs room', 'cat', 'bookshelf']",False
jean,closet,closet,"['carton', 'livin room', 'toaster', 'bathtub', 'closet']",True
jenga,corridor,bright room,"['bath', 'dresser', 'bright room', 'handbag', 'corridor']",False
jewelry,box,box,"['box', 'pantry', 'bike', 'bicycle', 'breadbox']",True
jewelry box,childs room,bike,"['childs room', 'bike', 'refrigerator', 'dumpster', 'loungeroom']",False
john,prostitute's bedroom,music room,"['attic', 'music room', 'one of the classrooms', ""prostitute's bedroom"", 'safe']",False
joist,basement,basement,"['spoon', ' middle of the room', 'wallet', 'stand', 'basement']",True
journal,library,library,"['music room', 'library', 'aquarium', 'toolbox', 'cat']",True
juice,refrigerator,refrigerator,"['hive', 'bathtub', 'refrigerator', 'court', 'bowl']",True
jukebox,bar,bar,"['bar', 'handbag', ""prostitute's bedroom"", 'hamper', 'lamp']",True
junk,cellar,cellar,"['shell', 'one of the classrooms', 'bank', 'cellar', 'separate room']",True
kettle,kitchen,kitchen,"['kitchen', 'bag', 'backyard', 'card room', 'basement']",True
keyboard,exercise room,teenager's bedroom,"[""teenager's bedroom"", 'waiting room', 'one room flat', 'exercise room', 'ambulance']",False
keychain,living room,cabinet,"['toaster', 'living room', 'cabinet', 'pitcher', 'utility room']",False
kitchen,home,home,"['childs room', 'quiver', 'home', 'keg', 'suitcase']",True
kitchenette,hotel room,hotel room,"['band room', 'bathroom cabinet', 'bus', 'hotel room', 'pitcher']",True
knife,kitchen,kitchen,"['chamber', 'package', 'shaker', ' middle of the room', 'kitchen']",True
knife block,television room,room of the house,"['icebox', 'room of the house', 'press', 'garbage', 'television room']",False
labeling tape,home office,home office,"['attic', 'delivery room', 'castle', 'home office', 'camp']",True
ladle,kitchen,kitchen,"['home', 'machine', 'breadbox', ""child's room"", 'kitchen']",True
lamb,oven,bed,"['drawer', 'bus', 'bed', 'bathtub', 'oven']",False
lame,loft,loft,"['aquarium', 'loft', 'shelf', 'backyard', 'bay']",True
lamp,bedroom,bedroom,"['wallet', 'bedroom', ""children's room"", 'refrigerator', 'sink']",True
lantern,home office,art classroom,"['home office', 'art classroom', ""cash's room"", 'side of the room', 'card room']",False
laptop,bedroom,loungeroom,"['bedroom', 'bathroom and kitchen', 'loungeroom', 'microwave', 'one room flat']",False
laptop cover,home office,home office,"['dishwasher', 'home office', 'bay', 'pot', 'foyer']",True
laptop stand,lobby,cabin,"['cabin', 'breadbox', 'lobby', 'toaster', 'trunk']",False
large marker,bedroom,case,"['locker', 'belfry', 'barrel', 'bedroom', 'case']",False
lasagna,plate,plate,"['dresser', 'pitcher', 'motel room', 'home office', 'plate']",True
laundry,cellar,apartment,"['apartment', 'cellar', 'family room', 'every room', 'bank']",False
laundry box,garage,garage,"['garage', 'dumpster', 'backpack', 'microwave', 'sink']",True
laundryhamper,bedroom,bedroom,"['storage room', 'bedroom', 'boat', 'handbag', 'anor room']",True
laxative,television room,hamper,"['can', 'hamper', 'bus', 'art classroom', 'television room']",False
lego duplo,lobby,art classroom,"['shell', 'art classroom', 'cat', 'lobby', 'microwave']",False
lemon,corridor,table,"['corridor', 'bus', 'table', 'sedan', 'head']",False
letter holder,exercise room,exercise room,"['exercise room', 'microwave', 'lamp', 'wallet', 'automobile']",True
lettuce,kitchen,kitchen,"['handbag', 'shoe', 'kitchen', 'shell', 'way']",True
library,room,room,"['lounge', 'cat', ""teenager's bedroom"", 'room', 'laundry room']",True
lid,drawer,drawer,"['bundle', 'carton', 'band room', 'drawer', 'foyer']",True
lifeboat,boat,boat,"['nest', 'lounge', 'sack', 'tin', 'boat']",True
light,attic,apartment,"['spoon', 'dresser', 'machine', 'apartment', 'attic']",False
light bulb,garage,one of the classrooms,"['bunk', 'garage', 'one of the classrooms', 'belfry', 'pitcher']",False
lightswitch,bathroom,corridor,"['class room', 'spoon', 'corridor', 'bathroom', 'dwelling']",False
lime squeezer,television room,television room,"['purse', 'safe', 'television room', 'trunk', 'numerous modern washrooms']",True
linoleum,house,house,"['carton', 'exercise room', 'safe', 'house', 'toolbox']",True
lip,can,drawer,"['teapot', 'drawer', 'fridge', 'can', 'delivery room']",False
lipstick,bathroom,bathroom,"['bike', 'living rooms', 'aquarium', 'beehive', 'bathroom']",True
liquor,bar,bar,"[""child's bedroom"", 'bathroom', 'bunk', 'foyer', 'bar']",True
loaf,fridge,fridge,"['microwave', 'toolbox', 'fridge', 'small room', 'stove']",True
lobster,tank,tank,"['tank', 'table', 'loft', 'bath', 'floor']",True
loft,apartment,garage,"['apartment', 'drawer', 'bathroom and kitchen', 'lamp', 'garage']",False
lotion,cabinet,none,"['bathroom and kitchen', 'cabinet', 'ir rooms', ""teenager's bedroom"", 'utility room']",False
lunch,backpack,refrigerator,"['shell', 'refrigerator', 'sack', 'backpack', 'castle']",False
lunch bag,kitchen,kitchen,"[""child's bedroom"", 'bedroom drawer', 'kitchen', 'package', 'camp']",True
lunch box,closet,foyer,"['wallet', 'delivery room', 'closet', 'master bedroom', 'foyer']",False
magazine,table,table,"['orchestra', 'table', 'bike', 'playroom', 'shell']",True
magnet,fridge,fridge,"['dishwasher', 'hospital drug storeroom', 'deck', 'freezer', 'fridge']",True
magnifying glass,dining room,dining room,"['quiver', 'bowl', 'basket', 'camp', 'dining room']",True
mail,fridge,stand,"['fridge', 'dresser', 'shoe', 'stand', 'hamper']",False
mailbox,garden,parlor,"['bar', 'parlor', ""men's restroom"", 'aquarium', 'garden']",False
mainsail,boat,boat,"['every room', 'bike', 'hatbox', 'boat', 'ir rooms']",True
makeup,purse,purse,"['library', 'car', 'belfry', 'purse', 'garden']",True
marshmallow,oven,art classroom,"['hive', 'oven', 'delivery room', 'side of the room', 'art classroom']",False
mascara,dining room,chamber,"['house', 'dining room', 'chamber', ""cash's room"", 'refrigerator']",False
mast,boat,boat,"['bathroom drawer', 'vault', 'backyard', 'boat', 'box']",True
master chef can,bedroom,den,"['tea room', 'bedroom', 'bathroom cabinet', 'bath', 'den']",False
mat,house,child's bedroom,"['house', 'pot', 'stand', ""child's bedroom"", 'restroom']",False
match,backpack,backpack,"['bathtub', 'backpack', 'one of the classrooms', 'aquarium', 'shaker']",True
mattress,bed,bed,"['bicycle', 'bed', 'attic', 'garage', 'guest room']",True
mayo,jar,icebox,"['bedroom drawer', 'jar', 'icebox', 'basement', 'art classroom']",False
mayonnaise,jar,jar,"['different room', 'home office', 'jar', 'lounge', 'closet']",True
measuring tape,bedroom,bedroom,"['way', 'range', 'shaker', 'bedroom', 'ir rooms']",True
meatloaf,oven,oven,"['sink', 'oven', 'glass', 'packet', 'master bedroom']",True
medicine,garage,study,"['garage', 'backpack', 'cabin', ""child's bedroom"", 'study']",False
memory,pantry,attic,"['pantry', 'lobby', 'dresser', 'attic', 'stand']",False
meringue,oven,tea room,"['bar', 'oven', 'tea room', 'mansion', 'spoon']",False
mess,table,cabinet,"['table', 'cabinet', 'hatbox', 'waiting room', 'chest']",False
metronome,class room,class room,"['jar', 'dimly lit room', 'hotel room', 'small room', 'class room']",True
microwave,kitchen,kitchen,"['handbag', ""teenager's bedroom"", 'livingroom', 'furniture', 'kitchen']",True
milk,bottle,bottle,"['bottle', 'microwave', 'jar', 'basement', 'garage']",True
milk fror,dining room,freezer,"['vault', 'ballroom', 'range', 'freezer', 'dining room']",False
mini soccer ball,kitchen,teenager's bedroom,"['hospital drug storeroom', 'ir rooms', ""teenager's bedroom"", 'kitchen', 'classroom']",False
mint,refrigerator,refrigerator,"['refrigerator', 'cat', 'bar', 'bundle', 'belfry']",True
mirror,bedroom,bedroom,"['purse', 'home', 'stove', 'bedroom', 'bike']",True
mit,bed,locker,"['locker', 'pitcher', 'container', 'bed', 'bundle']",False
moistener,purse,purse,"['pot', 'purse', 'pod', 'packet', 'garage']",True
mold,breadbox,hospital drug storeroom,"['breadbox', 'freezer', 'small room', 'hospital drug storeroom', 'stove']",False
monitor,desk,desk,"['broom closet', 'separate room', 'sedan', 'desk', 'motel room']",True
moonshine,jar,jar,"['jar', 'loft', 'livingroom', 'freezer', 'safe']",True
mop,apartment,apartment,"['camp', 'grand ballroom', 'motorbike', 'apartment', 'master bedroom']",True
morboard,exercise room,band room,"['band room', 'basement', 'shelf', 'exercise room', 'stand']",False
mouse,kitchen,family room,"['stove', 'kitchen', 'breadbox', 'family room', 'boot']",False
mouse pad,playroom,motel room,"['playroom', 'motel room', 'shaker', 'dishwasher', 'suitcase']",False
mousepad,desk,desk,"['court', 'desk', 'ambulance', 'dormroom', 'machine']",True
movie dvd,pantry room,music room,"['room of the house', 'music room', 'dresser', 'toolbox', 'pantry room']",False
muffin,oven,package,"['package', 'bike', 'hive', ""children's room"", 'oven']",False
mug,kitchen,kitchen,"['basket', 'most rooms', 'kitchen', 'breadbox', 'purse']",True
mule,pitcher,separate room,"['pitcher', 'separate room', 'den', 'safe', ' middle of the room']",False
multiport hub,storage room,parlor,"['laundry room', 'backpack', 'parlor', 'basement', 'storage room']",False
museum,castle,independent room,"['castle', 'restroom', 'independent room', 'court', 'range']",False
mustard bottle,playroom,fridge,"['playroom', 'press', 'fridge', 'bicycle', 'library']",False
nail,cabinet,cellar,"['cellar', 'cabinet', 'most rooms', 'dimly lit room', 'livingroom']",False
napkin,table,table,"[""men's restroom"", ""child's room"", 'spoon', 'table', 'bedroom drawer']",True
neck rest,playroom,bath,"['teapot', 'bath', 'study', 'sack', 'playroom']",False
neckwear,closet,closet,"['closet', 'hive', 'garden', 'home', 'bright room']",True
net,boat,boat,"['bathroom cabinet', 'boat', ' middle of the room', 'bedroom drawer', 'way']",True
netting,backpack,backpack,"['sink', 'jar', 'kitchen or bathroom', 'bottle', 'backpack']",True
newspaper,living room,living room,"['living room', 'bay', 'attic', 'washer', 'restroom']",True
nine hole peg test,bathroom,machine,"['bag', 'bathroom', 'foyer', 'machine', 'chamber']",False
nintendo switch,garage,sofa,"['sofa', 'garage', 'boot', 'orchestra', 'trap']",False
notebook,package,room,"['shaker', 'room', 'package', 'bus', 'room']",False
oil,car,car,"['bathroom drawer', 'different room', 'car', 'loungeroom', 'suitcase']",True
ointment,jar,every bedroom,"['every bedroom', 'jar', 'backpack', 'room of the house', 'can']",False
olive,refrigerator,refrigerator,"['storage room', 'lounge', 'toaster', 'master bedroom', 'refrigerator']",True
orange,playroom,drawer,"['playroom', 'ir rooms', 'tank', 'drawer', 'tank']",False
organiser,desk,desk,"['plate', 'safe', 'castle', 'engine', 'desk']",True
ottoman,living room,living room,"['living room', 'art classroom', 'loft', 'keg', 'sink']",True
outfit,closet,closet,"['hive', 'art classroom', 'stand', 'closet', 'dwelling']",True
oven,stove,place,"['kitchen or bathroom', 'motorbike', 'place', 'trunk', 'stove']",False
pad,bathroom drawer,bathroom drawer,"['lounge', 'can', ""cash's room"", 'floor', 'bathroom drawer']",True
padlock,utility room,utility room,"['one of the classrooms', 'keg', 'trap', 'utility room', 'bundle']",True
paint,can,can,"['cradle', 'dimly lit room', 'can', 'press', 'bottle']",True
paint bottle set,exercise room,study,"['car', 'sack', 'study', 'separate room', 'exercise room']",False
paint maker,pantry room,broom closet,"['pantry room', 'pitcher', 'study', 'camp', 'broom closet']",False
painting,living room,living room,"['anor room', 'refrigerator', 'bag', 'bar', 'living room']",True
pajama,suitcase,closet,"['purse', 'carton', 'closet', 'suitcase', 'bath']",False
pan,kitchen,kitchen,"['butt', 'freezer', 'class room', 'foyer', 'kitchen']",True
pantry,kitchen,kitchen,"['mansion', 'bar', 'pitcher', 'kitchen', 'purse']",True
paper,suitcase,storage room,"['kitchen', 'suitcase', 'microwave', 'bathtub', 'storage room']",False
paper bag,exercise room,person's living room,"['tank', 'exercise room', 'aquarium', ""person's living room"", 'pocket']",False
paperclip,cabinet,cabinet,"['apartment', 'hall', 'ir rooms', 'cabinet', 'bedroom']",True
papertowelroll,kitchen,kitchen,"['one room flat', 'table', 'laundry room', 'kitchen', 'bag']",True
paperweight,desk,desk,"['desk', 'room', 'dishwasher', 'library', ""person's living room""]",True
parchment sheet,pantry room,handbag,"['sedan', 'handbag', 'barrel', 'pantry room', 'belfry']",False
parsley,plate,kitchen,"['kitchen', 'sedan', 'childs room', 'spoon', 'plate']",False
pasta,pantry,pantry,"['bedroom drawer', 'pantry', 'mansion', 'bank', 'basket']",True
paste,cabinet,cabinet,"['way', 'cabinet', 'teapot', 'anor room', 'room']",True
pastry,tin,table,"['chamber', 'pot', 'table', 'shaker', 'tin']",False
pea,freezer,freezer,"['sedan', 'bathroom cabinet', 'restroom', 'bottle', 'freezer']",True
peach,exercise room,hotel room,"['shaker', 'hotel room', 'every bedroom', 'exercise room', 'bookshelf']",False
pear,bathroom,apartment,"['bathroom', 'washer', 'wardrobe', ""children's room"", 'apartment']",False
pedal,car,car,"['cubicle', 'bathroom and kitchen', 'fridge', 'car', 'pantry']",True
peg and hammer toy,utility room,person's living room,"[""person's living room"", 'lamp', 'foyer', 'separate room', 'utility room']",False
pen,living room,most rooms,"['most rooms', 'place', 'card room', 'motorbike', 'living room']",False
pencil,bedroom,basket,"['bedroom', 'basket', 'washer', 'butt', 'toaster']",False
pencil case,lobby,room of the house,"['lobby', 'room of the house', 'home', 'boot', 'teapot']",False
pepper,oven,bar,"['parlor', 'furniture', 'bar', 'oven', 'package']",False
peppermint,kitchen,icebox,"['sink', 'bathroom cabinet', 'icebox', 'loungeroom', 'kitchen']",False
peppershaker,kitchen,kitchen,"['backpack', 'backpack', 'small room', 'kitchen', 'trunk']",True
pepsi,fridge,fridge,"['bicycle', 'pan', 'shoe', 'belfry', 'fridge']",True
pepsi can pack,garage,bar,"['bar', 'garage', 'plate', 'different room', 'bus']",False
perfume,cabinet,cabinet,"['living room', 'bunk', 'cabinet', 'basket', 'room']",True
pesto,jar,jar,"['deck', 'restroom', 'jar', 'beehive', 'ambulance']",True
pet food supplement,television room,different room,"['independent room', 'lamp', 'different room', 'television room', 'sedan']",False
phillips screwdriver,kitchen,kitchen,"['board', 'hatbox', 'hall', 'bathroom cabinet', 'kitchen']",True
phone,pocket,pocket,"['pocket', 'trap', 'pantry room', 'bunk', 'kitchen or bathroom']",True
phone armband case,dining room,loungeroom,"['loungeroom', 'bowl', ""prostitute's bedroom"", 'dining room', 'dimly lit room']",False
phone stand,television room,television room,"['board', 'one of the classrooms', 'schoolroom', 'butt', 'television room']",True
photo,cabinet,cabinet,"['bunk', 'house', 'shell', 'cabinet', 'dresser']",True
photocopier,library,library,"['board', 'study', 'class room', 'drawer', 'library']",True
photograph,home,bedroom,"['home', 'ballroom', 'delivery room', 'corridor', 'bedroom']",False
piccalilli,jar,jar,"['jar', 'bookshelf', 'bar', ""child's bedroom"", 'sink']",True
picture frame,television room,television room,"[' middle of the room', 'anor room', 'press', 'hive', 'television room']",True
pie,oven,oven,"['press', 'music room', ' middle of the room', 'oven', 'bathroom and kitchen']",True
pill,bottle,bathroom drawer,"['bathroom drawer', 'pantry', 'bottle', 'bath', 'one of the classrooms']",False
pillow,bedroom,bedroom,"['bedroom', 'hall', 'belfry', 'bath', 'different room']",True
pillowcase,bedroom,bedroom,"['floor', 'sofa', 'beehive', 'band room', 'bedroom']",True
pineapple,jar,jar,"['belfry', 'car', 'locker', 'jar', 'bedroom']",True
pirate,boat,boat,"['boat', 'bank', ' middle of the room', 'teapot', 'cellar']",True
pit,backyard,backyard,"['deck', 'shaker', 'classroom', 'backyard', 'purse']",True
pitcher base,garage,garage,"['bright room', 'quiver', 'garage', 'cubicle', 'basement']",True
pizza,oven,oven,"['oven', 'bedroom drawer', 'shoe', 'bathroom and kitchen', 'grand ballroom']",True
plant,living room,living room,"['den', 'living room', 'backpack', 'cellar', 'ambulance']",True
plant container,utility room,independent room,"['utility room', ""teenager's bedroom"", 'drawer', 'mansion', 'independent room']",False
plant saucer,kitchen,kitchen,"['suitcase', 'boat', 'kitchen', 'grand ballroom', 'art classroom']",True
plate,living room,chest,"['bag', 'living room', 'chest', 'bunk', 'suitcase']",False
platter,cabinet,cabinet,"['cabinet', 'bath', 'breadbox', 'range', 'bathroom drawer']",True
plum,corridor,lounge,"['board', 'castle', 'hall', 'lounge', 'corridor']",False
plumbing,house,house,"['house', 'ir rooms', 'livingroom', 'pot', 'toaster']",True
plunger,bathroom,bathroom,"['bathroom', 'washer', 'dwelling', 'dimly lit room', 'bathroom drawer']",True
popsicle,freezer,freezer,"['beehive', 'press', 'box', 'carton', 'freezer']",True
pork,oven,oven,"['oven', 'storage room', 'truck', 'loft', 'corridor']",True
portable speaker,closet,ballroom,"['wardrobe', 'closet', 'ballroom', 'bowl', 'icebox']",False
poster,bedroom,bedroom,"['toolbox', 'engine', 'head', 'bedroom', 'toolbox']",True
pot,kitchen,kitchen,"['kitchen', 'dungeon', 'spoon', 'bathroom cabinet', 'sink']",True
potato,kitchen,kitchen,"['bathroom drawer', 'kitchen', 'basket', 'bundle', 'barrel']",True
potpourri,drawer,livingroom,"['engine', 'way', 'head', 'livingroom', 'drawer']",False
potted meat can,pantry room,pantry room,"['kitchen or bathroom', 'pantry room', 'board', 'motorbike', 'trunk']",True
pottery,chamber,chamber,"['chamber', 'cat', 'dwelling', 'master bedroom', 'ballroom']",True
pouch,pantry,bag,"['bag', 'pantry', 'pitcher', 'dishwasher', 'house']",False
power drill,childs room,bag,"['floor', 'bag', 'pan', 'childs room', 'board']",False
prawn,oven,stove,"['oven', 'shaker', 'bathroom cabinet', 'stove', 'hall']",False
presentation,way,dining room,"['way', 'belfry', 'bay', 'dining room', 'backpack']",False
preserve,jar,jar,"['side of the room', 'jar', 'lobby', 'garage', 'tea room']",True
pressure cooker,exercise room,plate,"['locker', 'exercise room', 'belfry', 'music room', 'plate']",False
pretzel,oven,table,"['head', 'master bedroom', 'oven', 'table', 'schoolroom']",False
propellor,boat,boat,"[""children's room"", ""prostitute's bedroom"", 'place', 'tea room', 'boat']",True
prow,boat,boat,"['card room', 'carton', 'pot', 'boat', 'home']",True
pudding,container,container,"['bay', 'bike', 'furniture', 'kitchen or bathroom', 'container']",True
pudding box,bathroom,drawer,"['bright room', 'band room', 'spoon', 'bathroom', 'drawer']",False
pump,boat,boat,"['mailbox', 'house', 'container', 'truck', 'boat']",True
puzzle game,childs room,case,"['case', 'restroom', 'childs room', 'dumpster', 'every room']",False
pyjama,bedroom,bedroom,"['bright room', 'aquarium', 'bedroom', 'shaker', 'machine']",True
quilt,trunk,trunk,"['trunk', 'pot', 'cellar', 'shelf', 'cubicle']",True
rack,oven,independent room,"['independent room', 'oven', 'pod', 'sofa', 'house']",False
racquetball,pantry room,shelf,"['pantry room', 'briefcase', ""children's room"", 'master bedroom', 'shelf']",False
radiator,apartment,bath,"['apartment', 'shell', 'bath', 'den', 'package']",False
radio,bedroom,bedroom,"['place', 'teapot', 'bedroom', 'automobile', 'cabinet']",True
rafter,attic,attic,"['attic', 'safe', 'board', 'garage', 'range']",True
rag,cabinet,cabinet,"['anor room', 'apartment', 'independent room', 'cabinet', 'purse']",True
raincoat,backpack,backpack,"['library', 'backpack', 'toolbox', 'bike', 'machine']",True
ramekin,kitchen,kitchen,"['room of the house', 'kitchen or bathroom', 'one of the classrooms', 'kitchen', 'box']",True
reader,library,library,"['spoon', 'garden', 'library', 'can', 'basket']",True
reference,library,library,"['keg', 'cat', 'barrel', 'library', 'study']",True
refrigerator,home,home,"[' middle of the room', 'home', 'briefcase', 'locker', 'cabinet']",True
remote control,living room,living room,"['trunk', 'living room', 'bay', 'floor', 'oven']",True
remotecontrol,bedroom,room,"['spoon', 'room', 'bedroom', 'motorbike', 'one room flat']",False
residence,home,home,"['bathroom and kitchen', ""prostitute's bedroom"", 'home', 'garden', 'bathroom']",True
restroom,library,none,"['case', 'bathroom and kitchen', 'library', 'corridor', 'laundry room']",False
rib,refrigerator,refrigerator,"[""person's living room"", 'refrigerator', 'boot', 'cruet', 'hive']",True
ribbon,bath,purse,"['boat', 'purse', 'exercise room', 'bath', 'bunk']",False
rice,refrigerator,refrigerator,"['refrigerator', 'shoe', 'bag', 'pod', 'cat']",True
rmal laminator,playroom,one room flat,"['pot', 'playroom', 'one room flat', 'oven', 'wardrobe']",False
roast,oven,refrigerator,"['refrigerator', 'oven', 'fridge', 'bottle', 'pocket']",False
robe,suitcase,dormroom,"['one room flat', 'library', 'package', 'suitcase', 'dormroom']",False
rod,engine,engine,"['tank', 'engine', 'desk', 'washer', 'bath']",True
roll,breadbox,box,"['box', 'breadbox', 'shaker', 'toolbox', 'orchestra']",False
rolodex,desk,desk,"[""cash's room"", 'aquarium', 'case', 'desk', 'trunk']",True
romaine,refrigerator,refrigerator,"['loungeroom', 'refrigerator', 'hall', 'microwave', 'shaker']",True
rook,castle,castle,"['lounge', 'bundle', 'ballroom', 'cruet', 'castle']",True
room,apartment,apartment,"['garden', 'cabin', 'living room', 'apartment', 'nest']",True
roomdecor,living room,living room,"['cruet', 'teapot', 'closet', 'living room', 'container']",True
rope,boat,boat,"['library', 'boat', 'packet', 'playroom', 'garbage']",True
rose,garden,garden,"['garden', 'backpack', 'suitcase', 'jar', 'bus']",True
rotisserie,oven,oven,"['handbag', 'box', ""child's bedroom"", 'oven', 'card room']",True
router,corridor,corridor,"[""child's room"", 'carton', 'corridor', 'dungeon', ""child's room""]",True
row,table,table,"['table', ' middle of the room', 'bedroom', 'package', 'hall']",True
rubiks cube,exercise room,home,"['home', 'exercise room', 'pan', 'nest', 'dishwasher']",False
rudder,boat,boat,"['machine', 'playroom', 'shaker', 'boat', 'bathroom and kitchen']",True
rug,table,most rooms,"['aquarium', 'wardrobe', 'shoe', 'most rooms', 'table']",False
rule,classroom,classroom,"['pot', 'delivery room', 'ir rooms', 'jacket', 'classroom']",True
ruler,cabinet,cabinet,"['nest', 'bathroom or kitchen', 'cabinet', 'carton', 'every room']",True
sachet,drawer,drawer,"[' middle of the room', 'motel room', 'ambulance', 'deck', 'drawer']",True
safe,living room,home office,"['living room', 'castle', 'home office', 'bottle', 'freezer']",False
salad,refrigerator,refrigerator,"['lamp', 'dining room', 'backyard', 'dining room', 'refrigerator']",True
salmon,oven,oven,"['room', 'library', 'place', 'oven', 'deck']",True
salt,cabinet,kitchen,"['camp', 'fridge', 'cabinet', 'kitchen', 'garbage']",False
salt shaker,childs room,icebox,"['childs room', 'dungeon', 'place', 'icebox', 'grand ballroom']",False
saltshaker,kitchen,kitchen,"['room of the house', 'hospital drug storeroom', 'kitchen', 'lamp', 'bottle']",True
sander,cabinet,cabinet,"['shell', 'way', 'cabinet', 'machine', 'bunk']",True
sandwich,plate,plate,"[""child's bedroom"", 'corridor', 'glass', 'camp', 'plate']",True
sanitary pads,bathroom,bathroom,"['hospital drug storeroom', 'garden', 'bathroom', 'box', 'room of the house']",True
sauce,plate,pitcher,"['automobile', 'pitcher', 'plate', 'table', 'palace']",False
saucepan,cabinet,pantry room,"['cellar', 'sedan', 'pantry room', 'playroom', 'cabinet']",False
saucer,kitchen,kitchen,"['camp', 'delivery room', 'bathtub', 'kitchen', 'nest']",True
saute pan,exercise room,press,"['trap', 'hall', 'bed', 'exercise room', 'press']",False
