task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
creating ventilation,slit,knife blade,trowel,"['knife blade', 'barong', 'electric hammer', 'trowel', 'countertop']",False
cutting open food objects,slit,blade,blade,"['blade', 'broadax', 'alarmclock', 'pen', 'armchair']",True
sanding surfaces,smoothen,steel wool pad,steel wool pad,"['pot', 'thinning shear', 'screw wrench', 'steel wool pad', 'lochaber ax']",True
ironing clothes,smoothen,abrading stone,none of the given tools are suitable for ironing,"['abrading stone', 'coal shovel', 'wood chisel', 'twist bit', 'dogbed']",False
polishing furniture,smoothen,abrader,abrader,"['bur', 'book', 'blunt file', 'chain tong', 'abrader']",True
repairing electronics,solder,soldering iron,soldering iron,"['rasp', 'keyboard', 'spokeshave', 'instant noodle', 'soldering iron']",True
making jewelery,solder,soldering iron,soldering iron,"['crosscut saw', 'kitchen knife', 'bath tub basin', 'instant noodle', 'soldering iron']",True
fixing plumbing,solder,soldering iron,spade bit,"['garden tool', 'soldering iron', 'bread knife', 'spray bottle', 'spade bit']",False
applying spreads on bread,spread,palette knife,palette knife,"['palette knife', 'hunting knife', 'abrader', 'counterbore', 'chain saw']",True
spreading icing on a cake,spread,pointing trowel,pestle,"[""plumber's snake"", 'break seal', 'pestle', 'pointing trowel', 'stamp']",False
distributing cleaning products,spread,tableknife,pump type plier,"['tableknife', 'laptop', 'hook wrench', 'pump type plier', 'fork']",False
organizing documents,staple,stapler,stapler,"['gouge', 'crank', 'khukurus', 'stapler', 'dado plane']",True
repairing books,staple,stapler,glue stick,"['glue stick', 'stapler', 'lancet', 'carriage wrench', 'scauper']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['power tool', 'toothpick', 'showerdoor', 'hand shovel', 'pencil']",True
storing fruits and vegetables,store,box,box,"['box', 'winebottle', 'metal box', 'razorblade', 'spreader']",True
storing clean utensils,store,desk,desk,"[""croupier's rake"", 'palette knife', 'dumbell', 'paper cutter', 'desk']",True
packing books for house shifting,store,dresser,none of the given tools seem suitable for packing books,"['axe', 'handstamp', 'dresser', 'thinning shear', 'claw hatchet']",False
keeping sporting equipment,store,box,box,"['straight razor', 'ottoman', 'showercurtain', 'box', 'circular saw']",True
storing important documents,store,dresser,ottoman,"['trench knife', 'clasp knife', 'ottoman', 'dresser', 'book']",False
storing cereal box,store,box,box,"['dumbbell', 'box', 'food cup', 'die', 'toiletpaperhanger']",True
keeping dirty clothes,store,dresser,dresser,"['cap', 'shovel', 'hand tool', ""bricklayer's hammer"", 'dresser']",True
storing dog treats,store,desk,sidetable,"['clipper', 'sidetable', 'hand drill', 'desk', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['backsaw', 'portable saw', 'dirk', 'soapbar', 'shelving unit']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['food bag', 'wire stripper', 'pruning saw', 'alligator wrench', 'garden tool']",True
supporting a laptop,support,footstool,footstool,"['neolith', 'socket wrench', 'footstool', 'round file', 'die']",True
displaying a statue,support,side table,side table,"['side table', 'wateringcan', 'painting', 'battle ax', 'bayonet']",True
eating dinner,support,stool,stool,"['jigsaw', 'compass saw', 'bed', 'stool', 'spade bit']",True
packing soil,tamp,stemmer,scraper,"['scraper', 'countertop', 'scrubbrush', 'stemmer', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'tamp', 'circular saw', 'rat tail file', 'pincer']",True
setting tiles,tamp,stemmer,"not applicable, the task requires more context or a","['adjustable wrench', 'crosscut saw', 'bolt cutter', 'crank handle', 'stemmer']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'cell phone', 'stiletto', 'bevel', 'die']",True
managing schedules,time,watch,watch,"['tennisracket', 'egg', 'dumbbell', 'portable saw', 'watch']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['trap and drain auger', 'paper box', 'pruning knife', 'cigar cutter', 'food jar']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['expansion bit', 'trap and drain auger', 'folding saw', 'spraybottle', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['spoon', 'plunger', 'keyhole saw', 'watering can', 'cd']",True
washing dishes,wash,keyhole saw,none of the given tools are suitable for washing dishes,"['bit', 'side table', 'keyhole saw', 'dumbell', 'shaver']",False
washing a fruit before cutting,wash,bandsaw,none of the given tools are suitable for washing a,"['posthole digger', 'hammer', 'sparkplug wrench', 'shiv', 'bandsaw']",False
washing your face,wash,compass saw,none of the given tools are suitable for washing your,"['firmer chisel', 'paper cutter', 'compass saw', 'parang', 'circular saw']",False
doing laundry,wash,compass saw,none of the given tools are suitable for doing laundry,"['pin wrench', 'monkey wrench', 'burin', 'showercurtain', 'compass saw']",False
cleaning dishes,wash,stamping machine,footstool,"['plexor.n.wn.medicine', 'ball', 'footstool', 'stamping machine', 'jack']",False
cleaning a surface,wipe,butter knife,butter knife,"['sofa', 'nailfile', 'butter knife', 'stoveburner', 'dog bed']",True
removing stains,wipe,butter knife,butter knife,"['stool', 'bradawl', 'slouse', 'hatchet', 'butter knife']",True
wiping a surface clean,wipe,case knife,trowel,"['case knife', 'jackscrew', 'shelvingunit', 'trowel', 'sandblaster']",False
storing food,wrap,ball,pallet,"['ball', 'pallet', 'dry battery', 'awl', 'parer']",False
protecting items,wrap,water bottle,stillson wrench,"['garbagecan', 'trepan', 'stillson wrench', 'water bottle', 'two handed saw']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['burr', 'alligator wrench', 'hand mower', 'wire stripper', 'beading plane']",True
loosening bolts,wrench,brace wrench,brace wrench,"['brace wrench', 'circular saw', 'television', 'spade bit', 'crank']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['box wrench', 'surgical knife', 'stiletto', 'bathtubbasin', 'monkey wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['palette knife', 'paper box', 'pin wrench', 'glass cutter', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'candle', 'spud', 'alarmclock', 'desktop']",True
keeping a journal,write,pencil,pencil,"['pencil', 'scoop', 'cross bit', 'saltshaker', 'pipe wrench']",True
labelling items,write,pencil,pencil,"[""carpenter's mallet"", 'garbagebag', 'pencil', 'garden tool', 'coffee machine']",True
writing a letter,write,laptop,laptop,"['soda can', 'toilet paper', 'can opener', 'laptop', 'spade']",True
