task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['abrader', 'book', 'blunt file', 'chain tong', 'bur']",True
repairing electronics,solder,soldering iron,soldering iron,"['instant noodle', 'spokeshave', 'soldering iron', 'keyboard', 'rasp']",True
making jewelery,solder,soldering iron,soldering iron,"['crosscut saw', 'instant noodle', 'bath tub basin', 'soldering iron', 'kitchen knife']",True
fixing plumbing,solder,soldering iron,spade bit,"['bread knife', 'soldering iron', 'garden tool', 'spray bottle', 'spade bit']",False
applying spreads on bread,spread,palette knife,palette knife,"['hunting knife', 'palette knife', 'chain saw', 'abrader', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['pointing trowel', ""plumber's snake"", 'break seal', 'stamp', 'pestle']",True
distributing cleaning products,spread,tableknife,fork,"['laptop', 'tableknife', 'pump type plier', 'fork', 'hook wrench']",False
organizing documents,staple,stapler,stapler,"['khukurus', 'dado plane', 'stapler', 'crank', 'gouge']",True
repairing books,staple,stapler,glue stick,"['stapler', 'scauper', 'lancet', 'carriage wrench', 'glue stick']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['hand shovel', 'power tool', 'showerdoor', 'pencil', 'toothpick']",True
storing fruits and vegetables,store,box,metal box,"['winebottle', 'razorblade', 'box', 'spreader', 'metal box']",False
storing clean utensils,store,desk,desk,"['palette knife', 'desk', 'dumbell', ""croupier's rake"", 'paper cutter']",True
packing books for house shifting,store,dresser,dresser,"['axe', 'handstamp', 'claw hatchet', 'dresser', 'thinning shear']",True
keeping sporting equipment,store,box,box,"['showercurtain', 'straight razor', 'ottoman', 'circular saw', 'box']",True
storing important documents,store,dresser,dresser,"['ottoman', 'dresser', 'book', 'clasp knife', 'trench knife']",True
storing cereal box,store,box,box,"['food cup', 'die', 'toiletpaperhanger', 'box', 'dumbbell']",True
keeping dirty clothes,store,dresser,dresser,"['cap', ""bricklayer's hammer"", 'dresser', 'shovel', 'hand tool']",True
storing dog treats,store,desk,sidetable,"['clipper', 'sidetable', 'hand drill', 'tennisracket', 'desk']",False
organizing items,store,shelving unit,shelving unit,"['soapbar', 'dirk', 'shelving unit', 'portable saw', 'backsaw']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['wire stripper', 'garden tool', 'pruning saw', 'food bag', 'alligator wrench']",True
supporting a laptop,support,footstool,footstool,"['die', 'neolith', 'socket wrench', 'footstool', 'round file']",True
displaying a statue,support,side table,side table,"['battle ax', 'side table', 'bayonet', 'painting', 'wateringcan']",True
eating dinner,support,stool,stool,"['compass saw', 'spade bit', 'stool', 'jigsaw', 'bed']",True
packing soil,tamp,stemmer,scraper,"['scrubbrush', 'stemmer', 'countertop', 'creditcard', 'scraper']",False
preparing coffee in a filter,tamp,tamp,tamp,"['tamp', 'remote control', 'circular saw', 'pincer', 'rat tail file']",True
setting tiles,tamp,stemmer,adjustable wrench,"['crank handle', 'bolt cutter', 'crosscut saw', 'stemmer', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['bevel', 'die', 'stiletto', 'cell phone', 'plastic box']",True
managing schedules,time,watch,watch,"['tennisracket', 'watch', 'portable saw', 'egg', 'dumbbell']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['cigar cutter', 'paper box', 'food jar', 'pruning knife', 'trap and drain auger']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['expansion bit', 'spraybottle', 'folding saw', 'trap and drain auger', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['spoon', 'keyhole saw', 'plunger', 'watering can', 'cd']",True
washing dishes,wash,keyhole saw,keyhole saw,"['shaver', 'bit', 'dumbell', 'side table', 'keyhole saw']",True
washing a fruit before cutting,wash,bandsaw,hammer,"['sparkplug wrench', 'shiv', 'posthole digger', 'bandsaw', 'hammer']",False
washing your face,wash,compass saw,firmer chisel,"['compass saw', 'paper cutter', 'circular saw', 'parang', 'firmer chisel']",False
doing laundry,wash,compass saw,showercurtain,"['monkey wrench', 'pin wrench', 'compass saw', 'burin', 'showercurtain']",False
cleaning dishes,wash,stamping machine,jack,"['footstool', 'stamping machine', 'plexor.n.wn.medicine', 'ball', 'jack']",False
cleaning a surface,wipe,butter knife,butter knife,"['sofa', 'nailfile', 'dog bed', 'stoveburner', 'butter knife']",True
removing stains,wipe,butter knife,butter knife,"['bradawl', 'slouse', 'stool', 'butter knife', 'hatchet']",True
wiping a surface clean,wipe,case knife,case knife,"['trowel', 'jackscrew', 'shelvingunit', 'case knife', 'sandblaster']",True
storing food,wrap,ball,pallet,"['awl', 'dry battery', 'ball', 'parer', 'pallet']",False
protecting items,wrap,water bottle,garbagecan,"['trepan', 'two handed saw', 'water bottle', 'stillson wrench', 'garbagecan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['alligator wrench', 'beading plane', 'burr', 'wire stripper', 'hand mower']",True
loosening bolts,wrench,brace wrench,brace wrench,"['crank', 'brace wrench', 'television', 'spade bit', 'circular saw']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['stiletto', 'box wrench', 'surgical knife', 'monkey wrench', 'bathtubbasin']",True
changing bicycle components,wrench,box wrench,pin wrench,"['box wrench', 'palette knife', 'glass cutter', 'pin wrench', 'paper box']",False
making a shopping list,write,desktop,desktop,"['spud', 'candle', 'alarmclock', 'dog wrench', 'desktop']",True
keeping a journal,write,pencil,pencil,"['pipe wrench', 'saltshaker', 'cross bit', 'pencil', 'scoop']",True
labelling items,write,pencil,pencil,"['pencil', 'garbagebag', 'garden tool', 'coffee machine', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['toilet paper', 'can opener', 'soda can', 'laptop', 'spade']",True
