task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
repairing electronics,solder,soldering iron,soldering iron,"['instant noodle', 'spokeshave', 'soldering iron', 'keyboard', 'rasp']",True
making jewelery,solder,soldering iron,soldering iron,"['bath tub basin', 'soldering iron', 'kitchen knife', 'instant noodle', 'crosscut saw']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spray bottle', 'soldering iron', 'spade bit', 'bread knife', 'garden tool']",True
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'abrader', 'palette knife', 'counterbore', 'hunting knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"[""plumber's snake"", 'stamp', 'pointing trowel', 'break seal', 'pestle']",True
distributing cleaning products,spread,tableknife,laptop,"['tableknife', 'pump type plier', 'hook wrench', 'fork', 'laptop']",False
organizing documents,staple,stapler,stapler,"['stapler', 'dado plane', 'gouge', 'crank', 'khukurus']",True
repairing books,staple,stapler,glue stick,"['carriage wrench', 'stapler', 'scauper', 'lancet', 'glue stick']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['pencil', 'showerdoor', 'power tool', 'toothpick', 'hand shovel']",True
storing fruits and vegetables,store,box,box,"['spreader', 'box', 'winebottle', 'metal box', 'razorblade']",True
storing clean utensils,store,desk,palette knife,"[""croupier's rake"", 'paper cutter', 'desk', 'dumbell', 'palette knife']",False
packing books for house shifting,store,dresser,claw hatchet,"['handstamp', 'dresser', 'thinning shear', 'claw hatchet', 'axe']",False
keeping sporting equipment,store,box,box,"['straight razor', 'box', 'showercurtain', 'ottoman', 'circular saw']",True
storing important documents,store,dresser,dresser,"['clasp knife', 'trench knife', 'ottoman', 'dresser', 'book']",True
storing cereal box,store,box,box,"['dumbbell', 'box', 'die', 'toiletpaperhanger', 'food cup']",True
keeping dirty clothes,store,dresser,dresser,"['cap', 'shovel', ""bricklayer's hammer"", 'hand tool', 'dresser']",True
storing dog treats,store,desk,sidetable,"['sidetable', 'tennisracket', 'clipper', 'desk', 'hand drill']",False
organizing items,store,shelving unit,shelving unit,"['soapbar', 'portable saw', 'backsaw', 'shelving unit', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['pruning saw', 'alligator wrench', 'garden tool', 'food bag', 'wire stripper']",True
supporting a laptop,support,footstool,footstool,"['round file', 'footstool', 'die', 'socket wrench', 'neolith']",True
displaying a statue,support,side table,side table,"['bayonet', 'painting', 'side table', 'wateringcan', 'battle ax']",True
eating dinner,support,stool,stool,"['bed', 'jigsaw', 'stool', 'compass saw', 'spade bit']",True
packing soil,tamp,stemmer,scraper,"['countertop', 'scraper', 'creditcard', 'scrubbrush', 'stemmer']",False
preparing coffee in a filter,tamp,tamp,tamp,"['tamp', 'circular saw', 'pincer', 'remote control', 'rat tail file']",True
setting tiles,tamp,stemmer,stemmer,"['adjustable wrench', 'stemmer', 'bolt cutter', 'crosscut saw', 'crank handle']",True
telling the time,time,cell phone,cell phone,"['plastic box', 'die', 'bevel', 'stiletto', 'cell phone']",True
managing schedules,time,watch,watch,"['egg', 'watch', 'dumbbell', 'tennisracket', 'portable saw']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['pruning knife', 'cigar cutter', 'food jar', 'trap and drain auger', 'paper box']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['folding saw', 'spraybottle', 'trap and drain auger', 'expansion bit', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['cd', 'keyhole saw', 'plunger', 'spoon', 'watering can']",True
washing dishes,wash,keyhole saw,keyhole saw,"['side table', 'bit', 'shaver', 'dumbell', 'keyhole saw']",True
washing a fruit before cutting,wash,bandsaw,none,"['shiv', 'bandsaw', 'sparkplug wrench', 'hammer', 'posthole digger']",False
washing your face,wash,compass saw,none,"['firmer chisel', 'circular saw', 'parang', 'compass saw', 'paper cutter']",False
doing laundry,wash,compass saw,showercurtain,"['compass saw', 'monkey wrench', 'showercurtain', 'pin wrench', 'burin']",False
cleaning dishes,wash,stamping machine,footstool,"['stamping machine', 'footstool', 'jack', 'plexor.n.wn.medicine', 'ball']",False
cleaning a surface,wipe,butter knife,butter knife,"['butter knife', 'nailfile', 'stoveburner', 'sofa', 'dog bed']",True
removing stains,wipe,butter knife,butter knife,"['stool', 'butter knife', 'slouse', 'hatchet', 'bradawl']",True
wiping a surface clean,wipe,case knife,case knife,"['trowel', 'sandblaster', 'shelvingunit', 'jackscrew', 'case knife']",True
storing food,wrap,ball,pallet,"['pallet', 'dry battery', 'parer', 'awl', 'ball']",False
protecting items,wrap,water bottle,garbagecan,"['stillson wrench', 'water bottle', 'two handed saw', 'trepan', 'garbagecan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'beading plane', 'alligator wrench', 'burr', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['television', 'circular saw', 'spade bit', 'crank', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['bathtubbasin', 'monkey wrench', 'box wrench', 'surgical knife', 'stiletto']",True
changing bicycle components,wrench,box wrench,pin wrench,"['box wrench', 'glass cutter', 'paper box', 'pin wrench', 'palette knife']",False
making a shopping list,write,desktop,desktop,"['candle', 'desktop', 'dog wrench', 'spud', 'alarmclock']",True
keeping a journal,write,pencil,pencil,"['saltshaker', 'pencil', 'cross bit', 'pipe wrench', 'scoop']",True
labelling items,write,pencil,pencil,"['garbagebag', 'coffee machine', ""carpenter's mallet"", 'pencil', 'garden tool']",True
writing a letter,write,laptop,laptop,"['can opener', 'toilet paper', 'spade', 'soda can', 'laptop']",True
