object,pred_locations,rr,ap@1,ap@3,ap@5,rec@1,rec@3,rec@5
dishtowel,"['kitchen', 'laundry room', 'bathroom', 'dining area']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.05555555555555555,0.1111111111111111,0.1111111111111111
dishwasher,"['kitchen', 'laundry room', 'utility room', 'garage']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
dispensing closure,"['kitchen', 'bathroom', 'laundry room', 'garage', '']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
document,"['home office', 'desk', 'filing cabinet', 'bookshelf']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dog bowl,"['kitchen', 'laundry room', 'mudroom', 'garage', '']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
dog chew toy,"['living room', 'bedroom', 'playroom', 'backyard', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
dogbed,"['living room', 'bedroom', 'laundry room', 'hallway', '']",1.0,1.0,1.0,1.0,0.5,1.0,1.0
dollhouse toy,"['playroom', ""child's bedroom"", 'living room', '']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
donut,"['kitchen counter', 'kitchen table', 'pantry', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
door,"['entryway', 'hallway', 'bedroom', 'living room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
doughnut,"['kitchen counter', 'kitchen table', 'pantry', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drawer,"['bedroom dresser', 'kitchen', 'bathroom', 'closet', '']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.2222222222222222,0.2222222222222222
dress,"['closet', 'bedroom', 'laundry room', 'dresser']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
dresser,"['bedroom', 'closet', 'hallway', 'attic', 'garage']",1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
dressing,"['kitchen', 'pantry', 'dining room', 'refrigerator', '']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
drill,"['garage', 'workshop', 'basement', 'storage closet', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
drink,"['kitchen', 'dining room', 'living room', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drink coaster,"['coffee table', 'living room side table', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
driveway,"['outside the house', 'garage', 'front yard', 'sidewalk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
drum,"['basement', 'garage', 'living room', 'bedroom', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
dryer,"['laundry room', 'basement', 'garage', 'utility room']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
duck,"['bathroom', 'bedroom', 'living room', 'kitchen', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
duct,"['attic', 'basement', 'garage', 'closets', 'behind']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
duct tape,"['garage', 'toolbox', 'basement', 'workshop', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
dumbbell,"['home gym', 'bedroom', 'closet', 'garage', 'basement']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
dumbbell rack,"['basement', 'garage', 'home gym', 'bedroom', '']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.11764705882352941
dungeon,"['basement', 'attic', 'garage', 'backyard', 'living']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
dustbin,"['kitchen', 'bathroom', 'bedroom', 'office', 'hallway']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
dustpan and brush,"['broom closet', 'laundry room', 'garage', 'storage']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
dutch oven,"['kitchen', 'cupboard', 'pantry', 'dining room', 'storage']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
duvet,"['bedroom', 'linen closet', 'laundry room', 'storage']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
easter basket,"['living room', 'dining room', 'kitchen', 'entryway']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
edible,"['kitchen', 'pantry', 'dining room', 'refrigerator', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
egg,"['kitchen', 'refrigerator', 'pantry', 'cupboard', 'dining']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
eggplant,"['kitchen', 'pantry', 'refrigerator', 'garden', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electric heater,"['living room', 'bedroom', 'basement', 'garage', 'attic']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
electric toothbrush,"['bathroom countertop', 'bathroom cabinet', 'bedroom dresser']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electronic adapter,"['behind the tv', 'on a desk', 'in a']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
electronic cable,"['behind the tv', 'under the computer desk', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
elevator,"['entry hall', 'foyer', 'staircase landing', 'rarely in']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
emperor,"['none', 'living room', 'bedroom', 'office', 'hallway']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
encyclopedia,"['home office', 'living room', 'bedroom', 'study', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
engraving,"['living room', 'dining room', 'hallway', 'bedroom', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
envelope,"['mailbox', 'desk', 'office', 'kitchen counter', '']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
face moisturizer,"['bathroom', 'bedroom', 'closet', 'dressing table']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
faucet,"['kitchen', 'bathroom', 'laundry room', 'outdoor patio/g']",1.0,1.0,1.0,1.0,0.2,0.4,0.4
fiberglass,"['attic', 'garage', 'basement', 'insulation areas behind']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
figurine,"['living room', 'bedroom', 'shelf', 'mantle', 'display']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
file sorter,"['home office', 'study', 'desk', 'closet', 'storage']",1.0,1.0,1.0,0.75,0.058823529411764705,0.058823529411764705,0.11764705882352941
film,"['living room', 'home office', 'bedroom', 'attic', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fingerpaint,"['art room', 'playroom', 'kitchen table', 'child']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
fire,"['fireplace', 'kitchen', 'backyard', 'garage', 'living']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
firearm,"['basement', 'garage', 'closet', 'nightstand', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fireplace,"['living room', 'family room', 'den', 'basement', '']",1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.4444444444444444
fish,"['aquarium', 'kitchen', 'dining room', 'refrigerator', '']",1.0,1.0,1.0,0.75,0.25,0.25,0.5
fitness tracker wristband,"['nightstand', 'dresser', 'closet', 'bathroom counter', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
flag,"['living room', 'backyard', 'garage', 'attic', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
flashlight,"['drawer', 'closet', 'garage', 'basement', 'nightstand']",0.5,0.0,0.5833333333333333,0.5833333333333333,0.0,0.10526315789473684,0.10526315789473684
flat screwdriver,"['toolbox', 'garage', 'workshop', 'storage closet', 'kitchen']",0.5,0.0,0.5,0.25,0.0,0.058823529411764705,0.11764705882352941
floor,"['living room', 'bedroom', 'hallway', 'kitchen', 'bathroom']",1.0,1.0,1.0,0.6875,0.25,0.5,0.75
floorlamp,"['living room', 'bedroom', 'hallway', 'study', 'dining']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
flour,"['kitchen', 'pantry', 'cupboard', 'dining room', '']",1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
foam brick,"['playroom', ""child's bedroom"", 'living room', '']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
folder,"['home office', 'desk', 'bookshelf', 'filing cabinet']",1.0,1.0,1.0,1.0,0.05,0.05,0.05
fondant,"['kitchen', 'pantry', 'dining room', 'cupboard', '']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
food,"['kitchen', 'pantry', 'dining room', 'refrigerator', '']",1.0,1.0,1.0,0.9166666666666666,0.05,0.1,0.15
foot,"['feet of beds', 'floors', 'stairs', 'hall']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
footstool,"['living room', 'bedroom', 'family room', 'den', '']",1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.5
foresail,"['nautical decoration room', 'attic', 'garage', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fork,"['kitchen drawer', 'kitchen table', 'dishwasher', 'silver']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
form,"['office', 'desk', 'filing cabinet', 'drawer', 'shelf']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
foundation,"['basement', 'garage', 'closet', 'bathroom', 'bedroom']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
foyer,"['entryway', 'front hall', 'hallway', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
frame,"['living room', 'bedroom', 'hallway', 'office', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
freezer,"['kitchen', 'garage', 'basement', 'outdoor shed', 'pantry']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
fridge,"['kitchen', 'dining room', 'garage', 'outdoor patio or']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
frosting,"['kitchen', 'pantry', 'refrigerator', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fruit,"['kitchen counter', 'kitchen table', 'refrigerator', 'dining']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666
fruit snack,"['kitchen counter', 'pantry', 'cupboard', 'dining table']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
fur,"['carpet', 'upholstery', 'clothing', 'bedding', 'furniture']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
furnace,"['basement', 'garage', 'utility room', 'closet', '']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
furniture,"['living room', 'bedroom', 'dining room', 'kitchen', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
galley,"['kitchen', 'dining room', 'living room', 'basement', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garage,"['detached building adjacent to the house', 'attached building']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbage,"['kitchen', 'garage', 'bathroom', 'outdoor trash cans']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbagebag,"['kitchen', 'pantry', 'bathroom', 'laundry room', '']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
garbagecan,"['kitchen', 'garage', 'bathroom', 'outdoor areas', '']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.25,0.5,0.5
garlic,"['kitchen', 'pantry', 'refrigerator', 'dining room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
garment,"['closet', 'bedroom', 'laundry room', 'dresser', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
garter,"['laundry room', 'bedroom', 'closet', 'dresser drawer']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gas,"['kitchen', 'garage', 'basement', 'outdoor grill area']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gate,"['entrance', 'backyard', 'driveway', 'porch']",0.5,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333
gauze,"['medicine cabinet', 'bathroom', 'first aid kit', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gear,"['garage', 'toolbox', 'closet', 'attic', 'basement']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gel,"['bathroom', 'shower', 'bedroom', 'kitchen', 'gym']",1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
gelatin box,"['pantry', 'kitchen cabinet', 'cupboard', 'refrigerator', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gin,"['kitchen', 'dining room', 'bar', 'living room']",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
glove,"['closet', 'laundry room', 'garage', 'entryway']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.05263157894736842,0.10526315789473684,0.10526315789473684
golf ball,"['garage', 'closet', 'attic', 'living room', '']",1.0,1.0,1.0,0.9166666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
goose,"['farm', 'backyard', 'kitchen', 'dining room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
graphics card,"['home office', 'study', 'bedroom', 'living room', '']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
guard,"['basement', 'garage', 'closet', 'attic', 'bedroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
guinness,"['refrigerator', 'kitchen counter', 'pantry', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
gun,"['basement', 'garage', 'closet', 'nightstand', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.125,0.125
hair color,"['bathroom', 'bedroom', 'closet', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hair conditioner,"['bathroom', 'shower', 'bathtub', 'bedroom', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.17647058823529413
hair dryer,"['bathroom', 'bedroom', 'closet', 'laundry room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
hair straightener,"['bathroom', 'bedroom', 'closet', 'dressing room']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
ham,"['kitchen', 'refrigerator', 'pantry', 'dining room']",0.5,0.0,0.5,0.5,0.0,0.5,0.5
hammer,"['garage', 'toolbox', 'basement', 'workshop', 'closet']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
hand,"['human body', 'bedside table', 'couch', 'kitchen counter']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
hand bell,"['dining table', 'living room', 'entryway', '']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
handbag,"['entryway', 'closet', 'bedroom', 'living room', '']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.11764705882352941,0.17647058823529413
handset,"['living room', 'bedroom', 'kitchen', 'hallway', 'office']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
handtowel,"['bathroom', 'kitchen', 'laundry room', 'bedroom', '']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
handtowelholder,"['bathroom', 'kitchen', 'laundry room', 'bedroom']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
harbor,"['none', 'outdoor areas near a body of water', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
hard drive,"['home office', 'desk', 'computer room', 'study', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
hard drive case,"['home office', 'desk', 'computer room', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
hardware,"['garage', 'toolbox', 'workshop', 'storage closet', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
hat,"['entryway', 'closet', 'bedroom', 'living room', '']",0.5,0.0,0.5833333333333333,0.6388888888888888,0.0,0.08695652173913043,0.13043478260869565
headlight,"['garage', 'driveway', 'backyard', 'street in front']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
headphone,"['living room', 'bedroom', 'home office', 'desk', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
heater,"['living room', 'bedroom', 'basement', 'garage', 'hallway']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy duty gloves,"['garage', 'shed', 'laundry room', 'basement', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
heavy master chef can,"['kitchen', 'pantry', 'dining room', 'garage', 'storage']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
hedge,"['garden', 'backyard', 'front yard', 'patio', '']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
helmet,"['garage', 'closet', 'storage room', 'entryway']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
herring,"['kitchen', 'pantry', 'refrigerator', 'cupboard', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
herring fillets,"['freezer', 'refrigerator', 'pantry', 'kitchen counter', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
holdall,"['entryway', 'closet', 'bedroom', 'laundry room', '']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
honey,"['kitchen', 'pantry', 'dining room', 'cupboard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
honey dipper,"['kitchen', 'pantry', 'dining room', 'cupboard']",1.0,1.0,0.8333333333333333,0.8333333333333333,0.058823529411764705,0.11764705882352941,0.11764705882352941
horn,"['living room', 'music room', 'garage', 'storage room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,"['front yard', 'backyard', 'driveway', 'street', 'neighborhood']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
houseplant,"['living room', 'bedroom', 'kitchen', 'hallway', 'office']",1.0,1.0,1.0,1.0,0.25,0.75,0.75
icecream,"['freezer', 'refrigerator', 'kitchen countertops', 'dining table']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
incontinence pads,"['bathroom', 'bedroom', 'laundry room', 'closet']",1.0,1.0,1.0,0.6666666666666666,0.058823529411764705,0.11764705882352941,0.17647058823529413
ingredient,"['kitchen', 'pantry', 'dining room', 'refrigerator', 'cupboard']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
ink cartridge,"['home office', 'study', 'desk drawer', 'storage closet']",1.0,1.0,1.0,1.0,0.058823529411764705,0.058823529411764705,0.058823529411764705
instant camera,"['living room', 'bedroom', 'home office', 'closet', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.23529411764705882
invitation card,"['mailbox', 'kitchen counter', 'refrigerator', 'living room coffee']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ipod,"['living room', 'bedroom', 'home office', 'kitchen', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jack,"['garage', 'toolbox', 'basement', 'closet', 'attic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacket,"['closet', 'entryway', 'bedroom', 'laundry room']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
jam,"['kitchen', 'pantry', 'dining room', 'refrigerator']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
jar,"['kitchen', 'pantry', 'cupboard', 'dining room', '']",1.0,1.0,1.0,0.9166666666666666,0.043478260869565216,0.08695652173913043,0.13043478260869565
jean,"['closet', 'bedroom', 'laundry room', 'dresser']",1.0,1.0,1.0,1.0,0.25,0.5,0.5
jenga,"['living room', 'family room', 'game room', 'bedroom']",1.0,1.0,1.0,0.5,0.058823529411764705,0.058823529411764705,0.11764705882352941
jewelry,"['bedroom dresser', 'nightstand', 'closet', 'bathroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
jewelry box,"['dresser', 'bedroom closet', 'nightstand', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
john,"['living room', 'bedroom', 'kitchen', 'bathroom', 'backyard']",0.25,0.0,0.0,0.25,0.0,0.0,0.25
joist,"['attic', 'basement', 'garage', 'crawlspace']",0.5,0.0,0.0,0.0,0.0,0.0,0.0
journal,"['nightstand', 'bedroom', 'home office', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
juice,"['refrigerator', 'kitchen counter', 'dining table']",1.0,1.0,1.0,1.0,0.5,0.5,0.5
jukebox,"['living room', 'game room', 'basement', 'garage', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
junk,"['attic', 'garage', 'basement', 'closet', 'desk']",1.0,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,0.2857142857142857
kettle,"['kitchen', 'countertops', 'cabinets', 'pantry', 'dining room']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
keyboard,"['home office', 'study', 'living room', 'bedroom', '']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
keychain,"['key hook near entrance', 'dresser', 'nightstand', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitchen,"['kitchen', 'dining room', 'pantry', 'hallway', 'living']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
kitchenette,"['studio apartment', 'small house', 'apartment', 'condominium', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2
knife,"['kitchen drawer', 'kitchen counter', 'dining table', 'silver']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
knife block,"['kitchen countertop', 'kitchen island', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
labeling tape,"['office', 'desk', 'storage closet', 'garage', 'workshop']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
ladle,"['kitchen', 'pantry', 'dining room', 'cupboard', 'drawer']",1.0,1.0,1.0,0.5,0.5,0.5,0.5
lamb,"['kitchen', 'dining room', 'backyard', 'living room']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lame,"['i\'m assuming you meant to say ""lamp""']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lamp,"['living room', 'bedroom', 'hallway', 'study', 'dining']",1.0,1.0,1.0,1.0,0.045454545454545456,0.09090909090909091,0.09090909090909091
lantern,"['porch', 'patio', 'living room', 'backyard', '']",0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.058823529411764705,0.058823529411764705
laptop,"['home office', 'bedroom', 'living room', 'kitchen', '']",1.0,1.0,1.0,1.0,0.05555555555555555,0.16666666666666666,0.2222222222222222
laptop cover,"['home office', 'bedroom', 'living room', 'desk', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
laptop stand,"['home office', 'desk', 'bedroom', 'living room', '']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
large marker,"['office', 'desk', 'craft room', 'playroom', '']",0.25,0.0,0.0,0.25,0.0,0.0,0.058823529411764705
lasagna,"['kitchen', 'refrigerator', 'oven', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
laundry,"['laundry room', 'bedroom', 'bathroom', 'hallway closet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
laundry box,"['bedroom', 'laundry room', 'closet', 'bathroom', '']",1.0,1.0,0.8333333333333333,0.8055555555555555,0.058823529411764705,0.11764705882352941,0.17647058823529413
laundryhamper,"['bedroom', 'bathroom', 'laundry room', 'closet', '']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
laxative,"['medicine cabinet', 'bathroom cabinet', 'kitchen cabinet', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lego duplo,"['playroom', 'living room', ""child's bedroom"", '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
lemon,"['kitchen', 'dining room', 'pantry', 'refrigerator']",1.0,1.0,1.0,0.6666666666666666,0.05263157894736842,0.10526315789473684,0.15789473684210525
letter holder,"['entryway', 'kitchen counter', 'office', 'living room']",0.25,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
lettuce,"['kitchen', 'refrigerator', 'pantry', 'dining table', '']",1.0,1.0,1.0,1.0,1.0,1.0,1.0
library,"['study', 'home office', 'living room', 'bedroom', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lid,"['kitchen', 'pantry', 'cabinets', 'drawers', 'countertops']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lifeboat,"['garage', 'attic', 'basement', 'backyard', 'living']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
light,"['living room', 'bedroom', 'kitchen', 'hallway', 'bathroom']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
light bulb,"['lamp', 'ceiling fixture', 'table lamp', 'floor']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lightswitch,"['walls near doors', 'hallways', 'bedrooms', 'living']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lime squeezer,"['kitchen countertop', 'kitchen drawer', 'dining table', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
linoleum,"['kitchen', 'bathroom', 'laundry room', 'hallway', '']",1.0,1.0,1.0,1.0,0.25,0.25,0.25
lip,"['face', 'mouth', 'bathroom mirror', 'bedroom', 'living']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lipstick,"['bathroom', 'bedroom', 'purse or handbag', '']",1.0,1.0,1.0,1.0,0.05263157894736842,0.10526315789473684,0.10526315789473684
liquor,"['kitchen', 'dining room', 'living room', 'bar']",0.25,0.0,0.0,0.0,0.0,0.0,0.0
loaf,"['kitchen counter', 'pantry', 'kitchen table', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lobster,"['kitchen', 'dining room', 'pantry', 'freezer', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
loft,"['attic', 'garage', 'storage room', 'basement', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lotion,"['bathroom', 'bedroom', 'closet', 'dresser', 'night']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunch,"['kitchen', 'dining room', 'refrigerator', 'pantry', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunch bag,"['kitchen counter', 'kitchen table', 'pantry', 'refrigerator']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
lunch box,"['kitchen', 'dining room', 'pantry', 'cupboard', '']",1.0,1.0,1.0,1.0,0.058823529411764705,0.11764705882352941,0.11764705882352941
magazine,"['living room', 'coffee table', 'bedroom', 'bathroom', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnet,"['refrigerator', 'kitchen cabinets', 'office desk']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnifying glass,"['study', 'home office', 'desk drawer', 'bookshelf']",0.5,0.0,0.5,0.5,0.0,0.058823529411764705,0.058823529411764705
mail,"['mailbox', 'entryway table', 'kitchen counter', 'office']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mailbox,"['front entrance', 'porch', 'foyer', 'living room', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mainsail,"['garage', 'attic', 'storage room', 'backyard', '']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
makeup,"['bathroom', 'bedroom', 'closet', 'dresser']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
marshmallow,"['kitchen', 'pantry', 'cupboard', 'refrigerator', 'dining']",0.0,0.0,0.0,0.0,0.0,0.0,0.0
mascara,"['bathroom', 'bedroom', 'closet', 'purse or hand']",1.0,1.0,1.0,1.0,0.058823529411764705,0.17647058823529413,0.17647058823529413
