task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
ironing clothes,smoothen,abrading stone,coal shovel,"['abrading stone', 'wood chisel', 'dogbed', 'coal shovel', 'twist bit']",False
polishing furniture,smoothen,abrader,abrader,"['bur', 'blunt file', 'book', 'abrader', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['rasp', 'keyboard', 'soldering iron', 'instant noodle', 'spokeshave']",True
making jewelery,solder,soldering iron,soldering iron,"['soldering iron', 'kitchen knife', 'crosscut saw', 'bath tub basin', 'instant noodle']",True
fixing plumbing,solder,soldering iron,soldering iron,"['bread knife', 'garden tool', 'soldering iron', 'spade bit', 'spray bottle']",True
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'hunting knife', 'abrader', 'counterbore', 'palette knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"[""plumber's snake"", 'pointing trowel', 'stamp', 'pestle', 'break seal']",True
distributing cleaning products,spread,tableknife,pump type plier,"['laptop', 'tableknife', 'pump type plier', 'hook wrench', 'fork']",False
organizing documents,staple,stapler,stapler,"['dado plane', 'khukurus', 'stapler', 'gouge', 'crank']",True
repairing books,staple,stapler,glue stick,"['carriage wrench', 'scauper', 'lancet', 'glue stick', 'stapler']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['showerdoor', 'pencil', 'power tool', 'toothpick', 'hand shovel']",True
storing fruits and vegetables,store,box,box,"['winebottle', 'razorblade', 'metal box', 'box', 'spreader']",True
storing clean utensils,store,desk,desk,"['paper cutter', ""croupier's rake"", 'palette knife', 'dumbbell', 'desk']",True
packing books for house shifting,store,dresser,dresser,"['thinning shear', 'dresser', 'claw hatchet', 'handstamp', 'axe']",True
keeping sporting equipment,store,box,box,"['straight razor', 'circular saw', 'ottoman', 'box', 'showercurtain']",True
storing important documents,store,dresser,dresser,"['trench knife', 'book', 'dresser', 'clasp knife', 'ottoman']",True
storing cereal box,store,box,box,"['box', 'food cup', 'die', 'toiletpaperhanger', 'dumbbell']",True
keeping dirty clothes,store,dresser,dresser,"['shovel', ""bricklayer's hammer"", 'cap', 'dresser', 'hand tool']",True
storing dog treats,store,desk,sidetable,"['desk', 'sidetable', 'clipper', 'hand drill', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['backsaw', 'portable saw', 'soapbar', 'dirk', 'shelving unit']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['garden tool', 'alligator wrench', 'food bag', 'wire stripper', 'pruning saw']",True
supporting a laptop,support,footstool,footstool,"['die', 'footstool', 'neolith', 'socket wrench', 'round file']",True
displaying a statue,support,side table,side table,"['painting', 'side table', 'battle ax', 'bayonet', 'wateringcan']",True
eating dinner,support,stool,stool,"['jigsaw', 'spade bit', 'compass saw', 'bed', 'stool']",True
packing soil,tamp,stemmer,scraper,"['countertop', 'scrubbrush', 'scraper', 'stemmer', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['tamp', 'remote control', 'pincer', 'circular saw', 'rat tail file']",True
setting tiles,tamp,stemmer,crosscut saw,"['adjustable wrench', 'crosscut saw', 'stemmer', 'bolt cutter', 'crank handle']",False
telling the time,time,cell phone,cell phone,"['stiletto', 'plastic box', 'cell phone', 'bevel', 'die']",True
managing schedules,time,watch,watch,"['dumbbell', 'tennisracket', 'portable saw', 'egg', 'watch']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['food jar', 'pruning knife', 'cigar cutter', 'paper box', 'trap and drain auger']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'folding saw', 'burr', 'expansion bit', 'trap and drain auger']",True
cleaning pipes,unclog,plunger,plunger,"['plunger', 'spoon', 'keyhole saw', 'watering can', 'cd']",True
washing dishes,wash,keyhole saw,shaver,"['dumbbell', 'side table', 'keyhole saw', 'bit', 'shaver']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['hammer', 'sparkplug wrench', 'posthole digger', 'bandsaw', 'shiv']",False
washing your face,wash,compass saw,parang,"['paper cutter', 'firmer chisel', 'compass saw', 'parang', 'circular saw']",False
doing laundry,wash,compass saw,pin wrench,"['burin', 'monkey wrench', 'compass saw', 'showercurtain', 'pin wrench']",False
cleaning dishes,wash,stamping machine,jack,"['footstool', 'stamping machine', 'jack', 'ball', 'plexor.n.wn.medicine']",False
cleaning a surface,wipe,butter knife,stoveburner,"['stoveburner', 'nailfile', 'sofa', 'dog bed', 'butter knife']",False
removing stains,wipe,butter knife,butter knife,"['stool', 'butter knife', 'slouse', 'bradawl', 'hatchet']",True
wiping a surface clean,wipe,case knife,trowel,"['case knife', 'shelvingunit', 'trowel', 'sandblaster', 'jackscrew']",False
storing food,wrap,ball,pallet,"['parer', 'ball', 'awl', 'dry battery', 'pallet']",False
protecting items,wrap,water bottle,garbage can,"['water bottle', 'stillson wrench', 'trepan', 'two handed saw', 'garbage can']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'alligator wrench', 'beading plane', 'wire stripper', 'burr']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'crank', 'brace wrench', 'circular saw', 'television']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['bathtubbasin', 'surgical knife', 'stiletto', 'monkey wrench', 'box wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['paper box', 'glass cutter', 'pin wrench', 'box wrench', 'palette knife']",True
making a shopping list,write,desktop,desktop,"['desktop', 'dog wrench', 'spud', 'alarmclock', 'candle']",True
keeping a journal,write,pencil,pencil,"['pencil', 'cross bit', 'scoop', 'pipe wrench', 'saltshaker']",True
labelling items,write,pencil,pencil,"['garden tool', ""carpenter's mallet"", 'garbagebag', 'pencil', 'coffee machine']",True
writing a letter,write,laptop,laptop,"['toilet paper', 'can opener', 'soda can', 'laptop', 'spade']",True
