task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['abrader', 'blunt file', 'book', 'bur', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['rasp', 'keyboard', 'spokeshave', 'soldering iron', 'instant noodle']",True
making jewelery,solder,soldering iron,soldering iron,"['kitchen knife', 'soldering iron', 'crosscut saw', 'instant noodle', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['soldering iron', 'spade bit', 'spray bottle', 'garden tool', 'bread knife']",True
applying spreads on bread,spread,palette knife,palette knife,"['abrader', 'chain saw', 'hunting knife', 'palette knife', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['stamp', ""plumber's snake"", 'break seal', 'pointing trowel', 'pestle']",True
distributing cleaning products,spread,tableknife,fork,"['hook wrench', 'pump type plier', 'fork', 'laptop', 'tableknife']",False
organizing documents,staple,stapler,stapler,"['dado plane', 'khukurus', 'stapler', 'gouge', 'crank']",True
repairing books,staple,stapler,glue stick,"['scauper', 'lancet', 'glue stick', 'stapler', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'showerdoor', 'hand shovel', 'power tool', 'pencil']",True
storing fruits and vegetables,store,box,box,"['spreader', 'box', 'winebottle', 'razorblade', 'metal box']",True
storing clean utensils,store,desk,desk,"['palette knife', ""croupier's rake"", 'desk', 'paper cutter', 'dumbbell']",True
packing books for house shifting,store,dresser,handstamp,"['axe', 'dresser', 'thinning shear', 'claw hatchet', 'handstamp']",False
keeping sporting equipment,store,box,box,"['box', 'ottoman', 'circular saw', 'showercurtain', 'straight razor']",True
storing important documents,store,dresser,dresser,"['book', 'trench knife', 'clasp knife', 'dresser', 'ottoman']",True
storing cereal box,store,box,box,"['food cup', 'toiletpaperhanger', 'box', 'die', 'dumbbell']",True
keeping dirty clothes,store,dresser,dresser,"['dresser', 'hand tool', ""bricklayer's hammer"", 'shovel', 'cap']",True
storing dog treats,store,desk,sidetable,"['sidetable', 'desk', 'hand drill', 'clipper', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['soapbar', 'portable saw', 'dirk', 'shelving unit', 'backsaw']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['pruning saw', 'alligator wrench', 'wire stripper', 'garden tool', 'food bag']",True
supporting a laptop,support,footstool,footstool,"['footstool', 'socket wrench', 'neolith', 'round file', 'die']",True
displaying a statue,support,side table,side table,"['painting', 'side table', 'battle ax', 'wateringcan', 'bayonet']",True
eating dinner,support,stool,stool,"['compass saw', 'jigsaw', 'spade bit', 'bed', 'stool']",True
packing soil,tamp,stemmer,scraper,"['stemmer', 'scraper', 'countertop', 'scrubbrush', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['pincer', 'circular saw', 'rat tail file', 'tamp', 'remote control']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'bolt cutter', 'stemmer', 'adjustable wrench', 'crank handle']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'stiletto', 'bevel', 'die', 'cell phone']",True
managing schedules,time,watch,watch,"['dumbbell', 'egg', 'portable saw', 'watch', 'tennisracket']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['paper box', 'food jar', 'trap and drain auger', 'cigar cutter', 'pruning knife']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['expansion bit', 'trap and drain auger', 'folding saw', 'spraybottle', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['watering can', 'keyhole saw', 'plunger', 'cd', 'spoon']",True
washing dishes,wash,keyhole saw,keyhole saw,"['dumbbell', 'shaver', 'bit', 'side table', 'keyhole saw']",True
washing a fruit before cutting,wash,bandsaw,shiv,"['sparkplug wrench', 'shiv', 'posthole digger', 'hammer', 'bandsaw']",False
washing your face,wash,compass saw,paper cutter,"['compass saw', 'circular saw', 'parang', 'paper cutter', 'firmer chisel']",False
doing laundry,wash,compass saw,monkey wrench,"['monkey wrench', 'compass saw', 'pin wrench', 'showercurtain', 'burin']",False
cleaning dishes,wash,stamping machine,footstool,"['jack', 'stamping machine', 'plexor.n.wn.medicine', 'ball', 'footstool']",False
cleaning a surface,wipe,butter knife,butter knife,"['nailfile', 'butter knife', 'sofa', 'dog bed', 'stoveburner']",True
removing stains,wipe,butter knife,butter knife,"['butter knife', 'stool', 'bradawl', 'hatchet', 'slouse']",True
wiping a surface clean,wipe,case knife,trowel,"['jackscrew', 'shelvingunit', 'sandblaster', 'trowel', 'case knife']",False
storing food,wrap,ball,pallet,"['dry battery', 'pallet', 'ball', 'awl', 'parer']",False
protecting items,wrap,water bottle,garbage can,"['water bottle', 'trepan', 'garbage can', 'two handed saw', 'stillson wrench']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['alligator wrench', 'beading plane', 'burr', 'hand mower', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'television', 'circular saw', 'crank', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['surgical knife', 'box wrench', 'monkey wrench', 'stiletto', 'bathtubbasin']",True
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'palette knife', 'paper box', 'pin wrench', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['alarmclock', 'dog wrench', 'desktop', 'spud', 'candle']",True
keeping a journal,write,pencil,pencil,"['pipe wrench', 'pencil', 'scoop', 'cross bit', 'saltshaker']",True
labelling items,write,pencil,pencil,"['coffee machine', 'garden tool', ""carpenter's mallet"", 'garbagebag', 'pencil']",True
writing a letter,write,laptop,laptop,"['toilet paper', 'soda can', 'laptop', 'can opener', 'spade']",True
