task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
ironing clothes,smoothen,abrading stone,coal shovel,"['coal shovel', 'dogbed', 'twist bit', 'wood chisel', 'abrading stone']",False
polishing furniture,smoothen,abrader,abrader,"['blunt file', 'book', 'chain tong', 'abrader', 'bur']",True
repairing electronics,solder,soldering iron,soldering iron,"['soldering iron', 'keyboard', 'instant noodle', 'rasp', 'spokeshave']",True
making jewelery,solder,soldering iron,soldering iron,"['instant noodle', 'crosscut saw', 'kitchen knife', 'soldering iron', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['garden tool', 'soldering iron', 'spray bottle', 'spade bit', 'bread knife']",True
applying spreads on bread,spread,palette knife,palette knife,"['palette knife', 'abrader', 'chain saw', 'counterbore', 'hunting knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['break seal', 'pestle', ""plumber's snake"", 'pointing trowel', 'stamp']",True
distributing cleaning products,spread,tableknife,laptop,"['laptop', 'tableknife', 'fork', 'pump type plier', 'hook wrench']",False
organizing documents,staple,stapler,stapler,"['crank', 'khukurus', 'dado plane', 'stapler', 'gouge']",True
repairing books,staple,stapler,glue stick,"['lancet', 'stapler', 'glue stick', 'scauper', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['power tool', 'toothpick', 'hand shovel', 'showerdoor', 'pencil']",True
storing fruits and vegetables,store,box,box,"['razorblade', 'box', 'metal box', 'spreader', 'winebottle']",True
storing clean utensils,store,desk,desk,"['desk', 'paper cutter', ""croupier's rake"", 'palette knife', 'dumbell']",True
packing books for house shifting,store,dresser,handstamp,"['dresser', 'thinning shear', 'axe', 'claw hatchet', 'handstamp']",False
keeping sporting equipment,store,box,box,"['circular saw', 'box', 'showercurtain', 'straight razor', 'ottoman']",True
storing important documents,store,dresser,dresser,"['book', 'ottoman', 'dresser', 'clasp knife', 'trench knife']",True
storing cereal box,store,box,box,"['food cup', 'die', 'toiletpaperhanger', 'box', 'dumbbell']",True
keeping dirty clothes,store,dresser,dresser,"['shovel', ""bricklayer's hammer"", 'dresser', 'hand tool', 'cap']",True
storing dog treats,store,desk,sidetable,"['clipper', 'tennisracket', 'sidetable', 'desk', 'hand drill']",False
organizing items,store,shelving unit,shelving unit,"['shelving unit', 'soapbar', 'portable saw', 'backsaw', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['food bag', 'pruning saw', 'garden tool', 'wire stripper', 'alligator wrench']",True
supporting a laptop,support,footstool,footstool,"['footstool', 'die', 'socket wrench', 'round file', 'neolith']",True
displaying a statue,support,side table,side table,"['bayonet', 'side table', 'painting', 'wateringcan', 'battle ax']",True
eating dinner,support,stool,stool,"['spade bit', 'compass saw', 'stool', 'bed', 'jigsaw']",True
packing soil,tamp,stemmer,scraper,"['scraper', 'creditcard', 'stemmer', 'countertop', 'scrubbrush']",False
preparing coffee in a filter,tamp,tamp,tamp,"['rat tail file', 'tamp', 'remote control', 'pincer', 'circular saw']",True
setting tiles,tamp,stemmer,adjustable wrench,"['stemmer', 'crosscut saw', 'crank handle', 'bolt cutter', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'bevel', 'cell phone', 'die', 'stiletto']",True
managing schedules,time,watch,watch,"['portable saw', 'watch', 'dumbbell', 'tennisracket', 'egg']",True
clearing the drain,unclog,trap and drain auger,none,"['cigar cutter', 'paper box', 'food jar', 'pruning knife', 'trap and drain auger']",False
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['folding saw', 'trap and drain auger', 'spraybottle', 'expansion bit', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'watering can', 'plunger', 'spoon', 'cd']",True
washing dishes,wash,keyhole saw,side table,"['keyhole saw', 'shaver', 'dumbell', 'bit', 'side table']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['posthole digger', 'hammer', 'bandsaw', 'shiv', 'sparkplug wrench']",False
washing your face,wash,compass saw,paper cutter,"['firmer chisel', 'paper cutter', 'parang', 'compass saw', 'circular saw']",False
doing laundry,wash,compass saw,monkey wrench,"['monkey wrench', 'showercurtain', 'compass saw', 'pin wrench', 'burin']",False
cleaning dishes,wash,stamping machine,footstool,"['jack', 'stamping machine', 'ball', 'plexor.n.wn.medicine', 'footstool']",False
cleaning a surface,wipe,butter knife,butter knife,"['stoveburner', 'dog bed', 'nailfile', 'sofa', 'butter knife']",True
removing stains,wipe,butter knife,butter knife,"['hatchet', 'stool', 'slouse', 'bradawl', 'butter knife']",True
wiping a surface clean,wipe,case knife,trowel,"['case knife', 'sandblaster', 'jackscrew', 'trowel', 'shelvingunit']",False
storing food,wrap,ball,pallet,"['ball', 'dry battery', 'pallet', 'parer', 'awl']",False
protecting items,wrap,water bottle,stillson wrench,"['two handed saw', 'garbagecan', 'water bottle', 'stillson wrench', 'trepan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'wire stripper', 'beading plane', 'alligator wrench', 'burr']",True
loosening bolts,wrench,brace wrench,brace wrench,"['crank', 'brace wrench', 'circular saw', 'television', 'spade bit']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['box wrench', 'bathtubbasin', 'stiletto', 'surgical knife', 'monkey wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'paper box', 'palette knife', 'pin wrench', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['candle', 'desktop', 'spud', 'alarmclock', 'dog wrench']",True
keeping a journal,write,pencil,pencil,"['scoop', 'pipe wrench', 'cross bit', 'saltshaker', 'pencil']",True
labelling items,write,pencil,pencil,"['garbagebag', 'coffee machine', 'pencil', 'garden tool', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['toilet paper', 'spade', 'soda can', 'laptop', 'can opener']",True
