task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'book', 'blunt file', 'abrader', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['keyboard', 'spokeshave', 'instant noodle', 'rasp', 'soldering iron']",True
making jewelery,solder,soldering iron,soldering iron,"['kitchen knife', 'instant noodle', 'soldering iron', 'crosscut saw', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['garden tool', 'spray bottle', 'soldering iron', 'spade bit', 'bread knife']",True
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'palette knife', 'hunting knife', 'abrader', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['stamp', 'pestle', 'break seal', ""plumber's snake"", 'pointing trowel']",True
distributing cleaning products,spread,tableknife,pump type plier,"['laptop', 'pump type plier', 'fork', 'tableknife', 'hook wrench']",False
organizing documents,staple,stapler,stapler,"['crank', 'gouge', 'dado plane', 'khukurus', 'stapler']",True
repairing books,staple,stapler,glue stick,"['carriage wrench', 'scauper', 'stapler', 'glue stick', 'lancet']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['pencil', 'showerdoor', 'power tool', 'hand shovel', 'toothpick']",True
storing fruits and vegetables,store,box,box,"['razorblade', 'box', 'winebottle', 'spreader', 'metal box']",True
storing clean utensils,store,desk,desk,"['desk', 'palette knife', ""croupier's rake"", 'paper cutter', 'dumbbell']",True
packing books for house shifting,store,dresser,dresser,"['thinning shear', 'axe', 'dresser', 'handstamp', 'claw hatchet']",True
keeping sporting equipment,store,box,box,"['showercurtain', 'circular saw', 'ottoman', 'box', 'straight razor']",True
storing important documents,store,dresser,dresser,"['clasp knife', 'book', 'ottoman', 'dresser', 'trench knife']",True
storing cereal box,store,box,box,"['food cup', 'toiletpaperhanger', 'die', 'dumbbell', 'box']",True
keeping dirty clothes,store,dresser,dresser,"['hand tool', 'dresser', ""bricklayer's hammer"", 'cap', 'shovel']",True
storing dog treats,store,desk,sidetable,"['clipper', 'hand drill', 'desk', 'sidetable', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['backsaw', 'portable saw', 'shelving unit', 'soapbar', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['wire stripper', 'garden tool', 'pruning saw', 'alligator wrench', 'food bag']",True
supporting a laptop,support,footstool,footstool,"['die', 'round file', 'socket wrench', 'footstool', 'neolith']",True
displaying a statue,support,side table,side table,"['painting', 'wateringcan', 'bayonet', 'side table', 'battle ax']",True
eating dinner,support,stool,bed,"['bed', 'stool', 'jigsaw', 'compass saw', 'spade bit']",False
packing soil,tamp,stemmer,scraper,"['scraper', 'stemmer', 'creditcard', 'countertop', 'scrubbrush']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'circular saw', 'rat tail file', 'tamp', 'pincer']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'stemmer', 'bolt cutter', 'crank handle', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['stiletto', 'cell phone', 'plastic box', 'die', 'bevel']",True
managing schedules,time,watch,watch,"['tennisracket', 'egg', 'dumbbell', 'portable saw', 'watch']",True
clearing the drain,unclog,trap and drain auger,none,"['pruning knife', 'paper box', 'cigar cutter', 'food jar', 'trap and drain auger']",False
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['folding saw', 'expansion bit', 'trap and drain auger', 'burr', 'spraybottle']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'watering can', 'spoon', 'plunger', 'cd']",True
washing dishes,wash,keyhole saw,side table,"['keyhole saw', 'dumbbell', 'shaver', 'side table', 'bit']",False
washing a fruit before cutting,wash,bandsaw,bandsaw,"['bandsaw', 'shiv', 'sparkplug wrench', 'posthole digger', 'hammer']",True
washing your face,wash,compass saw,paper cutter,"['paper cutter', 'firmer chisel', 'parang', 'circular saw', 'compass saw']",False
doing laundry,wash,compass saw,none,"['pin wrench', 'compass saw', 'showercurtain', 'burin', 'monkey wrench']",False
cleaning dishes,wash,stamping machine,ball,"['jack', 'footstool', 'plexor.n.wn.medicine', 'ball', 'stamping machine']",False
cleaning a surface,wipe,butter knife,butter knife,"['nailfile', 'butter knife', 'sofa', 'dog bed', 'stoveburner']",True
removing stains,wipe,butter knife,slouse,"['stool', 'hatchet', 'butter knife', 'bradawl', 'slouse']",False
wiping a surface clean,wipe,case knife,trowel,"['shelvingunit', 'trowel', 'case knife', 'jackscrew', 'sandblaster']",False
storing food,wrap,ball,pallet,"['dry battery', 'awl', 'parer', 'ball', 'pallet']",False
protecting items,wrap,water bottle,garbage can,"['water bottle', 'garbage can', 'stillson wrench', 'trepan', 'two handed saw']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['beading plane', 'burr', 'alligator wrench', 'wire stripper', 'hand mower']",True
loosening bolts,wrench,brace wrench,brace wrench,"['circular saw', 'crank', 'spade bit', 'television', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['box wrench', 'surgical knife', 'stiletto', 'bathtubbasin', 'monkey wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['pin wrench', 'glass cutter', 'paper box', 'palette knife', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['alarmclock', 'dog wrench', 'candle', 'spud', 'desktop']",True
keeping a journal,write,pencil,pencil,"['saltshaker', 'cross bit', 'pipe wrench', 'pencil', 'scoop']",True
labelling items,write,pencil,pencil,"['coffee machine', 'garden tool', ""carpenter's mallet"", 'pencil', 'garbagebag']",True
writing a letter,write,laptop,laptop,"['soda can', 'laptop', 'spade', 'toilet paper', 'can opener']",True
