task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'abrader', 'blunt file', 'book', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['keyboard', 'soldering iron', 'instant noodle', 'spokeshave', 'rasp']",True
making jewelery,solder,soldering iron,soldering iron,"['instant noodle', 'kitchen knife', 'crosscut saw', 'soldering iron', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spray bottle', 'spade bit', 'soldering iron', 'garden tool', 'bread knife']",True
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'abrader', 'palette knife', 'counterbore', 'hunting knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['break seal', 'stamp', ""plumber's snake"", 'pointing trowel', 'pestle']",True
distributing cleaning products,spread,tableknife,pump type plier,"['fork', 'tableknife', 'laptop', 'hook wrench', 'pump type plier']",False
organizing documents,staple,stapler,stapler,"['crank', 'gouge', 'stapler', 'dado plane', 'khukurus']",True
repairing books,staple,stapler,glue stick,"['stapler', 'scauper', 'carriage wrench', 'lancet', 'glue stick']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['showerdoor', 'power tool', 'hand shovel', 'pencil', 'toothpick']",True
storing fruits and vegetables,store,box,box,"['box', 'razorblade', 'metal box', 'winebottle', 'spreader']",True
storing clean utensils,store,desk,desk,"[""croupier's rake"", 'palette knife', 'dumbbell', 'paper cutter', 'desk']",True
packing books for house shifting,store,dresser,dresser,"['thinning shear', 'handstamp', 'dresser', 'axe', 'claw hatchet']",True
keeping sporting equipment,store,box,box,"['box', 'showercurtain', 'ottoman', 'straight razor', 'circular saw']",True
storing important documents,store,dresser,dresser,"['clasp knife', 'book', 'dresser', 'trench knife', 'ottoman']",True
storing cereal box,store,box,box,"['food cup', 'dumbbell', 'box', 'die', 'toiletpaperhanger']",True
keeping dirty clothes,store,dresser,dresser,"[""bricklayer's hammer"", 'shovel', 'cap', 'dresser', 'hand tool']",True
storing dog treats,store,desk,sidetable,"['sidetable', 'hand drill', 'desk', 'clipper', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['dirk', 'portable saw', 'backsaw', 'soapbar', 'shelving unit']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['wire stripper', 'garden tool', 'alligator wrench', 'food bag', 'pruning saw']",True
supporting a laptop,support,footstool,footstool,"['neolith', 'die', 'socket wrench', 'footstool', 'round file']",True
displaying a statue,support,side table,side table,"['painting', 'bayonet', 'wateringcan', 'battle ax', 'side table']",True
eating dinner,support,stool,stool,"['spade bit', 'bed', 'stool', 'compass saw', 'jigsaw']",True
packing soil,tamp,stemmer,scraper,"['countertop', 'scraper', 'scrubbrush', 'stemmer', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'tamp', 'rat tail file', 'pincer', 'circular saw']",True
setting tiles,tamp,stemmer,stemmer,"['bolt cutter', 'adjustable wrench', 'stemmer', 'crosscut saw', 'crank handle']",True
telling the time,time,cell phone,cell phone,"['die', 'stiletto', 'cell phone', 'plastic box', 'bevel']",True
managing schedules,time,watch,watch,"['portable saw', 'egg', 'dumbbell', 'tennisracket', 'watch']",True
clearing the drain,unclog,trap and drain auger,pruning knife,"['pruning knife', 'food jar', 'trap and drain auger', 'paper box', 'cigar cutter']",False
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['burr', 'expansion bit', 'spraybottle', 'folding saw', 'trap and drain auger']",True
cleaning pipes,unclog,plunger,plunger,"['cd', 'watering can', 'plunger', 'keyhole saw', 'spoon']",True
washing dishes,wash,keyhole saw,side table,"['shaver', 'side table', 'dumbbell', 'bit', 'keyhole saw']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['posthole digger', 'hammer', 'bandsaw', 'sparkplug wrench', 'shiv']",False
washing your face,wash,compass saw,paper cutter,"['parang', 'firmer chisel', 'circular saw', 'compass saw', 'paper cutter']",False
doing laundry,wash,compass saw,none,"['pin wrench', 'monkey wrench', 'burin', 'showercurtain', 'compass saw']",False
cleaning dishes,wash,stamping machine,footstool,"['footstool', 'stamping machine', 'plexor.n.wn.medicine', 'jack', 'ball']",False
cleaning a surface,wipe,butter knife,butter knife,"['dog bed', 'nailfile', 'butter knife', 'stoveburner', 'sofa']",True
removing stains,wipe,butter knife,butter knife,"['stool', 'bradawl', 'butter knife', 'slouse', 'hatchet']",True
wiping a surface clean,wipe,case knife,trowel,"['sandblaster', 'jackscrew', 'shelvingunit', 'case knife', 'trowel']",False
storing food,wrap,ball,pallet,"['parer', 'dry battery', 'ball', 'pallet', 'awl']",False
protecting items,wrap,water bottle,garbage can,"['garbage can', 'water bottle', 'two handed saw', 'trepan', 'stillson wrench']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'beading plane', 'alligator wrench', 'burr', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'crank', 'television', 'circular saw', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,box wrench,"['bathtubbasin', 'box wrench', 'surgical knife', 'stiletto', 'monkey wrench']",False
changing bicycle components,wrench,box wrench,box wrench,"['paper box', 'box wrench', 'palette knife', 'pin wrench', 'glass cutter']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'spud', 'desktop', 'alarmclock', 'candle']",True
keeping a journal,write,pencil,pencil,"['saltshaker', 'pencil', 'pipe wrench', 'cross bit', 'scoop']",True
labelling items,write,pencil,pencil,"['pencil', 'garbagebag', 'garden tool', 'coffee machine', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['spade', 'toilet paper', 'can opener', 'laptop', 'soda can']",True
