task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'book', 'chain tong', 'blunt file', 'abrader']",True
repairing electronics,solder,soldering iron,soldering iron,"['keyboard', 'soldering iron', 'rasp', 'spokeshave', 'instant noodle']",True
making jewelery,solder,soldering iron,soldering iron,"['instant noodle', 'kitchen knife', 'bath tub basin', 'crosscut saw', 'soldering iron']",True
fixing plumbing,solder,soldering iron,spade bit,"['garden tool', 'spade bit', 'bread knife', 'soldering iron', 'spray bottle']",False
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'hunting knife', 'palette knife', 'counterbore', 'abrader']",True
spreading icing on a cake,spread,pointing trowel,pestle,"['break seal', 'pointing trowel', ""plumber's snake"", 'pestle', 'stamp']",False
distributing cleaning products,spread,tableknife,pump type plier,"['laptop', 'pump type plier', 'hook wrench', 'tableknife', 'fork']",False
organizing documents,staple,stapler,stapler,"['khukurus', 'stapler', 'crank', 'dado plane', 'gouge']",True
repairing books,staple,stapler,glue stick,"['carriage wrench', 'scauper', 'stapler', 'glue stick', 'lancet']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'power tool', 'pencil', 'hand shovel', 'showerdoor']",True
storing fruits and vegetables,store,box,box,"['winebottle', 'razorblade', 'metal box', 'spreader', 'box']",True
storing clean utensils,store,desk,desk,"['palette knife', 'desk', 'dumbbell', ""croupier's rake"", 'paper cutter']",True
packing books for house shifting,store,dresser,dresser,"['handstamp', 'thinning shear', 'claw hatchet', 'dresser', 'axe']",True
keeping sporting equipment,store,box,box,"['circular saw', 'ottoman', 'box', 'showercurtain', 'straight razor']",True
storing important documents,store,dresser,dresser,"['ottoman', 'book', 'dresser', 'clasp knife', 'trench knife']",True
storing cereal box,store,box,box,"['food cup', 'dumbbell', 'box', 'die', 'toiletpaperhanger']",True
keeping dirty clothes,store,dresser,dresser,"['shovel', 'cap', ""bricklayer's hammer"", 'hand tool', 'dresser']",True
storing dog treats,store,desk,sidetable,"['clipper', 'sidetable', 'desk', 'tennisracket', 'hand drill']",False
organizing items,store,shelving unit,shelving unit,"['portable saw', 'backsaw', 'shelving unit', 'dirk', 'soapbar']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['pruning saw', 'wire stripper', 'garden tool', 'alligator wrench', 'food bag']",True
supporting a laptop,support,footstool,footstool,"['round file', 'neolith', 'die', 'socket wrench', 'footstool']",True
displaying a statue,support,side table,side table,"['painting', 'wateringcan', 'bayonet', 'side table', 'battle ax']",True
eating dinner,support,stool,stool,"['compass saw', 'jigsaw', 'spade bit', 'stool', 'bed']",True
packing soil,tamp,stemmer,scraper,"['creditcard', 'scraper', 'stemmer', 'scrubbrush', 'countertop']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'pincer', 'rat tail file', 'tamp', 'circular saw']",True
setting tiles,tamp,stemmer,stemmer,"['stemmer', 'crank handle', 'bolt cutter', 'crosscut saw', 'adjustable wrench']",True
telling the time,time,cell phone,cell phone,"['plastic box', 'die', 'bevel', 'stiletto', 'cell phone']",True
managing schedules,time,watch,watch,"['tennisracket', 'dumbbell', 'watch', 'egg', 'portable saw']",True
clearing the drain,unclog,trap and drain auger,none,"['food jar', 'cigar cutter', 'paper box', 'trap and drain auger', 'pruning knife']",False
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['burr', 'folding saw', 'trap and drain auger', 'spraybottle', 'expansion bit']",True
cleaning pipes,unclog,plunger,plunger,"['spoon', 'watering can', 'cd', 'plunger', 'keyhole saw']",True
washing dishes,wash,keyhole saw,shaver,"['shaver', 'dumbbell', 'keyhole saw', 'side table', 'bit']",False
washing a fruit before cutting,wash,bandsaw,sparkplug wrench,"['sparkplug wrench', 'shiv', 'bandsaw', 'posthole digger', 'hammer']",False
washing your face,wash,compass saw,paper cutter,"['parang', 'firmer chisel', 'compass saw', 'circular saw', 'paper cutter']",False
doing laundry,wash,compass saw,monkey wrench,"['pin wrench', 'burin', 'compass saw', 'monkey wrench', 'showercurtain']",False
cleaning dishes,wash,stamping machine,jack,"['jack', 'plexor.n.wn.medicine', 'footstool', 'ball', 'stamping machine']",False
cleaning a surface,wipe,butter knife,butter knife,"['nailfile', 'butter knife', 'stoveburner', 'dog bed', 'sofa']",True
removing stains,wipe,butter knife,butter knife,"['stool', 'bradawl', 'slouse', 'butter knife', 'hatchet']",True
wiping a surface clean,wipe,case knife,case knife,"['jackscrew', 'shelvingunit', 'sandblaster', 'case knife', 'trowel']",True
storing food,wrap,ball,parer,"['pallet', 'ball', 'awl', 'dry battery', 'parer']",False
protecting items,wrap,water bottle,garbage can,"['two handed saw', 'water bottle', 'garbage can', 'stillson wrench', 'trepan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'burr', 'alligator wrench', 'beading plane', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'brace wrench', 'circular saw', 'television', 'crank']",True
adjusting fixtures,wrench,monkey wrench,box wrench,"['stiletto', 'surgical knife', 'bathtubbasin', 'box wrench', 'monkey wrench']",False
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'paper box', 'pin wrench', 'palette knife', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['alarmclock', 'spud', 'candle', 'desktop', 'dog wrench']",True
keeping a journal,write,pencil,pencil,"['cross bit', 'pencil', 'scoop', 'saltshaker', 'pipe wrench']",True
labelling items,write,pencil,pencil,"[""carpenter's mallet"", 'coffee machine', 'garbagebag', 'garden tool', 'pencil']",True
writing a letter,write,laptop,laptop,"['laptop', 'can opener', 'spade', 'soda can', 'toilet paper']",True
