task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['abrader', 'chain tong', 'blunt file', 'book', 'bur']",True
repairing electronics,solder,soldering iron,soldering iron,"['soldering iron', 'instant noodle', 'spokeshave', 'keyboard', 'rasp']",True
making jewelery,solder,soldering iron,soldering iron,"['crosscut saw', 'soldering iron', 'bath tub basin', 'kitchen knife', 'instant noodle']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spade bit', 'garden tool', 'soldering iron', 'bread knife', 'spray bottle']",True
applying spreads on bread,spread,palette knife,palette knife,"['abrader', 'palette knife', 'chain saw', 'hunting knife', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['pestle', 'stamp', 'break seal', ""plumber's snake"", 'pointing trowel']",True
distributing cleaning products,spread,tableknife,pump type plier,"['hook wrench', 'tableknife', 'laptop', 'fork', 'pump type plier']",False
organizing documents,staple,stapler,stapler,"['stapler', 'crank', 'gouge', 'dado plane', 'khukurus']",True
repairing books,staple,stapler,glue stick,"['stapler', 'glue stick', 'lancet', 'scauper', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['pencil', 'power tool', 'hand shovel', 'showerdoor', 'toothpick']",True
storing fruits and vegetables,store,box,box,"['box', 'razorblade', 'metal box', 'spreader', 'winebottle']",True
storing clean utensils,store,desk,desk,"['paper cutter', 'palette knife', 'desk', 'dumbbell', ""croupier's rake""]",True
packing books for house shifting,store,dresser,dresser,"['handstamp', 'claw hatchet', 'dresser', 'axe', 'thinning shear']",True
keeping sporting equipment,store,box,box,"['box', 'ottoman', 'straight razor', 'circular saw', 'showercurtain']",True
storing important documents,store,dresser,dresser,"['dresser', 'clasp knife', 'book', 'ottoman', 'trench knife']",True
storing cereal box,store,box,box,"['food cup', 'die', 'dumbbell', 'toiletpaperhanger', 'box']",True
keeping dirty clothes,store,dresser,dresser,"['hand tool', 'cap', 'dresser', 'shovel', ""bricklayer's hammer""]",True
storing dog treats,store,desk,desk,"['hand drill', 'sidetable', 'tennisracket', 'desk', 'clipper']",True
organizing items,store,shelving unit,shelving unit,"['backsaw', 'portable saw', 'shelving unit', 'dirk', 'soapbar']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['food bag', 'wire stripper', 'alligator wrench', 'garden tool', 'pruning saw']",True
supporting a laptop,support,footstool,footstool,"['neolith', 'round file', 'socket wrench', 'die', 'footstool']",True
displaying a statue,support,side table,side table,"['bayonet', 'side table', 'painting', 'wateringcan', 'battle ax']",True
eating dinner,support,stool,stool,"['stool', 'spade bit', 'bed', 'jigsaw', 'compass saw']",True
packing soil,tamp,stemmer,scraper,"['scraper', 'countertop', 'stemmer', 'creditcard', 'scrubbrush']",False
preparing coffee in a filter,tamp,tamp,tamp,"['circular saw', 'pincer', 'rat tail file', 'tamp', 'remote control']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'bolt cutter', 'adjustable wrench', 'crank handle', 'stemmer']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'die', 'cell phone', 'stiletto', 'bevel']",True
managing schedules,time,watch,watch,"['dumbbell', 'portable saw', 'egg', 'tennisracket', 'watch']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['trap and drain auger', 'food jar', 'cigar cutter', 'pruning knife', 'paper box']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['burr', 'spraybottle', 'trap and drain auger', 'folding saw', 'expansion bit']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'plunger', 'cd', 'spoon', 'watering can']",True
washing dishes,wash,keyhole saw,shaver,"['side table', 'bit', 'keyhole saw', 'shaver', 'dumbbell']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['posthole digger', 'hammer', 'sparkplug wrench', 'shiv', 'bandsaw']",False
washing your face,wash,compass saw,paper cutter,"['compass saw', 'circular saw', 'paper cutter', 'parang', 'firmer chisel']",False
doing laundry,wash,compass saw,pin wrench,"['compass saw', 'showercurtain', 'monkey wrench', 'burin', 'pin wrench']",False
cleaning dishes,wash,stamping machine,none,"['plexor.n.wn.medicine', 'stamping machine', 'ball', 'footstool', 'jack']",False
cleaning a surface,wipe,butter knife,butter knife,"['butter knife', 'nailfile', 'stoveburner', 'dog bed', 'sofa']",True
removing stains,wipe,butter knife,slouse,"['stool', 'bradawl', 'slouse', 'butter knife', 'hatchet']",False
wiping a surface clean,wipe,case knife,trowel,"['shelvingunit', 'case knife', 'jackscrew', 'sandblaster', 'trowel']",False
storing food,wrap,ball,parer,"['pallet', 'dry battery', 'ball', 'awl', 'parer']",False
protecting items,wrap,water bottle,garbage can,"['garbage can', 'two handed saw', 'water bottle', 'stillson wrench', 'trepan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'wire stripper', 'burr', 'alligator wrench', 'beading plane']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'brace wrench', 'crank', 'television', 'circular saw']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['surgical knife', 'bathtubbasin', 'monkey wrench', 'box wrench', 'stiletto']",True
changing bicycle components,wrench,box wrench,box wrench,"['pin wrench', 'glass cutter', 'paper box', 'box wrench', 'palette knife']",True
making a shopping list,write,desktop,desktop,"['spud', 'dog wrench', 'candle', 'desktop', 'alarmclock']",True
keeping a journal,write,pencil,pencil,"['cross bit', 'pipe wrench', 'scoop', 'saltshaker', 'pencil']",True
labelling items,write,pencil,pencil,"['garden tool', 'garbagebag', ""carpenter's mallet"", 'coffee machine', 'pencil']",True
writing a letter,write,laptop,laptop,"['toilet paper', 'spade', 'soda can', 'laptop', 'can opener']",True
