task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
repairing electronics,solder,soldering iron,soldering iron,"['keyboard', 'spokeshave', 'rasp', 'instant noodle', 'soldering iron']",True
making jewelery,solder,soldering iron,soldering iron,"['soldering iron', 'instant noodle', 'kitchen knife', 'bath tub basin', 'crosscut saw']",True
fixing plumbing,solder,soldering iron,spade bit,"['garden tool', 'bread knife', 'soldering iron', 'spade bit', 'spray bottle']",False
applying spreads on bread,spread,palette knife,palette knife,"['counterbore', 'palette knife', 'hunting knife', 'chain saw', 'abrader']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"[""plumber's snake"", 'pointing trowel', 'break seal', 'pestle', 'stamp']",True
distributing cleaning products,spread,tableknife,pump type plier,"['fork', 'hook wrench', 'tableknife', 'pump type plier', 'laptop']",False
organizing documents,staple,stapler,stapler,"['stapler', 'gouge', 'dado plane', 'khukurus', 'crank']",True
repairing books,staple,stapler,glue stick,"['glue stick', 'lancet', 'stapler', 'scauper', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'hand shovel', 'power tool', 'pencil', 'showerdoor']",True
storing fruits and vegetables,store,box,metal box,"['metal box', 'spreader', 'box', 'winebottle', 'razorblade']",False
storing clean utensils,store,desk,desk,"[""croupier's rake"", 'paper cutter', 'desk', 'dumbbell', 'palette knife']",True
packing books for house shifting,store,dresser,dresser,"['dresser', 'axe', 'handstamp', 'claw hatchet', 'thinning shear']",True
keeping sporting equipment,store,box,box,"['showercurtain', 'ottoman', 'straight razor', 'box', 'circular saw']",True
storing important documents,store,dresser,dresser,"['dresser', 'ottoman', 'trench knife', 'clasp knife', 'book']",True
storing cereal box,store,box,box,"['dumbbell', 'die', 'food cup', 'box', 'toiletpaperhanger']",True
keeping dirty clothes,store,dresser,dresser,"[""bricklayer's hammer"", 'cap', 'dresser', 'shovel', 'hand tool']",True
storing dog treats,store,desk,sidetable,"['hand drill', 'sidetable', 'tennisracket', 'clipper', 'desk']",False
organizing items,store,shelving unit,shelving unit,"['soapbar', 'dirk', 'shelving unit', 'portable saw', 'backsaw']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['alligator wrench', 'wire stripper', 'garden tool', 'food bag', 'pruning saw']",True
supporting a laptop,support,footstool,footstool,"['neolith', 'round file', 'die', 'socket wrench', 'footstool']",True
displaying a statue,support,side table,side table,"['wateringcan', 'side table', 'battle ax', 'bayonet', 'painting']",True
eating dinner,support,stool,stool,"['stool', 'bed', 'spade bit', 'jigsaw', 'compass saw']",True
packing soil,tamp,stemmer,scraper,"['creditcard', 'countertop', 'scraper', 'scrubbrush', 'stemmer']",False
preparing coffee in a filter,tamp,tamp,tamp,"['pincer', 'rat tail file', 'circular saw', 'remote control', 'tamp']",True
setting tiles,tamp,stemmer,crosscut saw,"['bolt cutter', 'crosscut saw', 'crank handle', 'stemmer', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['die', 'stiletto', 'bevel', 'cell phone', 'plastic box']",True
managing schedules,time,watch,watch,"['dumbbell', 'tennisracket', 'watch', 'egg', 'portable saw']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['pruning knife', 'cigar cutter', 'trap and drain auger', 'food jar', 'paper box']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'folding saw', 'expansion bit', 'trap and drain auger', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['cd', 'plunger', 'spoon', 'keyhole saw', 'watering can']",True
washing dishes,wash,keyhole saw,none,"['bit', 'keyhole saw', 'side table', 'shaver', 'dumbbell']",False
washing a fruit before cutting,wash,bandsaw,none,"['posthole digger', 'shiv', 'hammer', 'bandsaw', 'sparkplug wrench']",False
washing your face,wash,compass saw,none,"['parang', 'firmer chisel', 'circular saw', 'paper cutter', 'compass saw']",False
doing laundry,wash,compass saw,none,"['monkey wrench', 'burin', 'pin wrench', 'showercurtain', 'compass saw']",False
cleaning dishes,wash,stamping machine,none,"['footstool', 'plexor.n.wn.medicine', 'jack', 'stamping machine', 'ball']",False
cleaning a surface,wipe,butter knife,butter knife,"['sofa', 'dog bed', 'nailfile', 'butter knife', 'stoveburner']",True
removing stains,wipe,butter knife,bradawl,"['butter knife', 'hatchet', 'slouse', 'stool', 'bradawl']",False
wiping a surface clean,wipe,case knife,none,"['case knife', 'trowel', 'sandblaster', 'jackscrew', 'shelvingunit']",False
storing food,wrap,ball,pallet,"['pallet', 'ball', 'parer', 'awl', 'dry battery']",False
protecting items,wrap,water bottle,garbage can,"['stillson wrench', 'garbage can', 'two handed saw', 'water bottle', 'trepan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['beading plane', 'burr', 'hand mower', 'alligator wrench', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['circular saw', 'television', 'spade bit', 'brace wrench', 'crank']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['monkey wrench', 'stiletto', 'surgical knife', 'box wrench', 'bathtubbasin']",True
changing bicycle components,wrench,box wrench,box wrench,"['pin wrench', 'palette knife', 'paper box', 'glass cutter', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['alarmclock', 'dog wrench', 'desktop', 'spud', 'candle']",True
keeping a journal,write,pencil,pencil,"['saltshaker', 'scoop', 'cross bit', 'pipe wrench', 'pencil']",True
labelling items,write,pencil,pencil,"['coffee machine', 'pencil', 'garden tool', 'garbagebag', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['toilet paper', 'spade', 'can opener', 'laptop', 'soda can']",True
