task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
fixing plumbing,solder,soldering iron,soldering iron,"['spade bit', 'soldering iron', 'bread knife', 'garden tool', 'spray bottle']",True
applying spreads on bread,spread,palette knife,palette knife,"['abrader', 'palette knife', 'counterbore', 'chain saw', 'hunting knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['pointing trowel', 'break seal', ""plumber's snake"", 'pestle', 'stamp']",True
distributing cleaning products,spread,tableknife,none,"['tableknife', 'pump type plier', 'laptop', 'hook wrench', 'fork']",False
organizing documents,staple,stapler,stapler,"['crank', 'stapler', 'khukurus', 'gouge', 'dado plane']",True
repairing books,staple,stapler,glue stick,"['carriage wrench', 'glue stick', 'stapler', 'lancet', 'scauper']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'showerdoor', 'hand shovel', 'power tool', 'pencil']",True
storing fruits and vegetables,store,box,box,"['winebottle', 'metal box', 'razorblade', 'box', 'spreader']",True
storing clean utensils,store,desk,croupier's rake,"['desk', 'dumbbell', 'palette knife', 'paper cutter', ""croupier's rake""]",False
packing books for house shifting,store,dresser,none,"['claw hatchet', 'dresser', 'thinning shear', 'axe', 'handstamp']",False
keeping sporting equipment,store,box,box,"['straight razor', 'showercurtain', 'box', 'ottoman', 'circular saw']",True
storing important documents,store,dresser,dresser,"['trench knife', 'ottoman', 'dresser', 'book', 'clasp knife']",True
storing cereal box,store,box,box,"['dumbbell', 'box', 'die', 'toiletpaperhanger', 'food cup']",True
keeping dirty clothes,store,dresser,dresser,"['dresser', ""bricklayer's hammer"", 'hand tool', 'cap', 'shovel']",True
storing dog treats,store,desk,none,"['tennisracket', 'clipper', 'hand drill', 'sidetable', 'desk']",False
organizing items,store,shelving unit,shelving unit,"['soapbar', 'backsaw', 'shelving unit', 'portable saw', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['wire stripper', 'alligator wrench', 'pruning saw', 'food bag', 'garden tool']",True
supporting a laptop,support,footstool,footstool,"['die', 'socket wrench', 'round file', 'footstool', 'neolith']",True
displaying a statue,support,side table,side table,"['painting', 'battle ax', 'side table', 'wateringcan', 'bayonet']",True
eating dinner,support,stool,none,"['jigsaw', 'bed', 'stool', 'compass saw', 'spade bit']",False
packing soil,tamp,stemmer,scraper,"['stemmer', 'scraper', 'creditcard', 'countertop', 'scrubbrush']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'rat tail file', 'circular saw', 'tamp', 'pincer']",True
setting tiles,tamp,stemmer,none,"['crosscut saw', 'crank handle', 'adjustable wrench', 'bolt cutter', 'stemmer']",False
telling the time,time,cell phone,cell phone,"['bevel', 'stiletto', 'cell phone', 'plastic box', 'die']",True
managing schedules,time,watch,watch,"['tennisracket', 'egg', 'watch', 'portable saw', 'dumbbell']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['paper box', 'pruning knife', 'food jar', 'cigar cutter', 'trap and drain auger']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['folding saw', 'spraybottle', 'expansion bit', 'trap and drain auger', 'burr']",True
cleaning pipes,unclog,plunger,none,"['cd', 'keyhole saw', 'spoon', 'watering can', 'plunger']",False
washing dishes,wash,keyhole saw,none,"['dumbbell', 'shaver', 'side table', 'bit', 'keyhole saw']",False
washing a fruit before cutting,wash,bandsaw,none,"['shiv', 'sparkplug wrench', 'hammer', 'posthole digger', 'bandsaw']",False
washing your face,wash,compass saw,none,"['parang', 'firmer chisel', 'compass saw', 'paper cutter', 'circular saw']",False
doing laundry,wash,compass saw,none,"['burin', 'monkey wrench', 'pin wrench', 'showercurtain', 'compass saw']",False
cleaning dishes,wash,stamping machine,ball,"['ball', 'jack', 'footstool', 'stamping machine', 'plexor.n.wn.medicine']",False
cleaning a surface,wipe,butter knife,butter knife,"['stoveburner', 'nailfile', 'butter knife', 'sofa', 'dog bed']",True
removing stains,wipe,butter knife,butter knife,"['butter knife', 'slouse', 'stool', 'bradawl', 'hatchet']",True
wiping a surface clean,wipe,case knife,none,"['trowel', 'shelvingunit', 'jackscrew', 'sandblaster', 'case knife']",False
storing food,wrap,ball,pallet,"['pallet', 'dry battery', 'parer', 'awl', 'ball']",False
protecting items,wrap,water bottle,garbage can,"['two handed saw', 'trepan', 'water bottle', 'stillson wrench', 'garbage can']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['burr', 'beading plane', 'alligator wrench', 'hand mower', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['crank', 'television', 'spade bit', 'circular saw', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,box wrench,"['bathtubbasin', 'monkey wrench', 'surgical knife', 'stiletto', 'box wrench']",False
changing bicycle components,wrench,box wrench,box wrench,"['palette knife', 'box wrench', 'glass cutter', 'paper box', 'pin wrench']",True
making a shopping list,write,desktop,desktop,"['spud', 'candle', 'dog wrench', 'alarmclock', 'desktop']",True
keeping a journal,write,pencil,pencil,"['scoop', 'pencil', 'saltshaker', 'cross bit', 'pipe wrench']",True
labelling items,write,pencil,pencil,"['pencil', 'garbagebag', 'coffee machine', 'garden tool', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['toilet paper', 'soda can', 'laptop', 'spade', 'can opener']",True
