task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
applying spreads on bread,spread,palette knife,palette knife,"['hunting knife', 'chain saw', 'palette knife', 'abrader', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pestle,"[""plumber's snake"", 'break seal', 'pointing trowel', 'pestle', 'stamp']",False
distributing cleaning products,spread,tableknife,none,"['tableknife', 'pump type plier', 'laptop', 'fork', 'hook wrench']",False
organizing documents,staple,stapler,none,"['gouge', 'khukurus', 'dado plane', 'stapler', 'crank']",False
repairing books,staple,stapler,glue stick,"['lancet', 'glue stick', 'stapler', 'scauper', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['power tool', 'showerdoor', 'pencil', 'hand shovel', 'toothpick']",True
storing fruits and vegetables,store,box,box,"['box', 'winebottle', 'metal box', 'spreader', 'razorblade']",True
storing clean utensils,store,desk,none,"['desk', 'paper cutter', 'dumbbell', 'palette knife', ""croupier's rake""]",False
packing books for house shifting,store,dresser,none,"['thinning shear', 'axe', 'handstamp', 'dresser', 'claw hatchet']",False
keeping sporting equipment,store,box,box,"['showercurtain', 'box', 'ottoman', 'straight razor', 'circular saw']",True
storing important documents,store,dresser,dresser,"['dresser', 'book', 'ottoman', 'clasp knife', 'trench knife']",True
storing cereal box,store,box,toiletpaperhanger,"['box', 'toiletpaperhanger', 'dumbbell', 'die', 'food cup']",False
keeping dirty clothes,store,dresser,dresser,"['shovel', 'cap', 'hand tool', ""bricklayer's hammer"", 'dresser']",True
storing dog treats,store,desk,desk,"['tennisracket', 'hand drill', 'sidetable', 'desk', 'clipper']",True
organizing items,store,shelving unit,shelving unit,"['shelving unit', 'soapbar', 'backsaw', 'dirk', 'portable saw']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['alligator wrench', 'wire stripper', 'pruning saw', 'garden tool', 'food bag']",True
supporting a laptop,support,footstool,footstool,"['round file', 'die', 'footstool', 'socket wrench', 'neolith']",True
displaying a statue,support,side table,side table,"['painting', 'battle ax', 'side table', 'bayonet', 'wateringcan']",True
eating dinner,support,stool,stool,"['jigsaw', 'compass saw', 'spade bit', 'stool', 'bed']",True
packing soil,tamp,stemmer,scraper,"['creditcard', 'stemmer', 'countertop', 'scrubbrush', 'scraper']",False
preparing coffee in a filter,tamp,tamp,none,"['rat tail file', 'tamp', 'circular saw', 'remote control', 'pincer']",False
setting tiles,tamp,stemmer,crosscut saw,"['bolt cutter', 'crosscut saw', 'adjustable wrench', 'crank handle', 'stemmer']",False
telling the time,time,cell phone,cell phone,"['cell phone', 'die', 'plastic box', 'bevel', 'stiletto']",True
managing schedules,time,watch,none,"['dumbbell', 'portable saw', 'watch', 'tennisracket', 'egg']",False
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['cigar cutter', 'pruning knife', 'paper box', 'food jar', 'trap and drain auger']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'trap and drain auger', 'folding saw', 'expansion bit', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'plunger', 'watering can', 'cd', 'spoon']",True
washing dishes,wash,keyhole saw,none,"['side table', 'bit', 'keyhole saw', 'shaver', 'dumbbell']",False
washing a fruit before cutting,wash,bandsaw,none,"['posthole digger', 'sparkplug wrench', 'hammer', 'bandsaw', 'shiv']",False
washing your face,wash,compass saw,none,"['circular saw', 'parang', 'firmer chisel', 'paper cutter', 'compass saw']",False
doing laundry,wash,compass saw,none,"['burin', 'showercurtain', 'pin wrench', 'compass saw', 'monkey wrench']",False
cleaning dishes,wash,stamping machine,none,"['plexor.n.wn.medicine', 'stamping machine', 'ball', 'jack', 'footstool']",False
cleaning a surface,wipe,butter knife,none,"['sofa', 'butter knife', 'stoveburner', 'dog bed', 'nailfile']",False
removing stains,wipe,butter knife,butter knife,"['bradawl', 'hatchet', 'slouse', 'stool', 'butter knife']",True
wiping a surface clean,wipe,case knife,none,"['jackscrew', 'case knife', 'shelvingunit', 'trowel', 'sandblaster']",False
storing food,wrap,ball,pallet,"['awl', 'parer', 'ball', 'dry battery', 'pallet']",False
protecting items,wrap,water bottle,garbage can,"['trepan', 'stillson wrench', 'two handed saw', 'water bottle', 'garbage can']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['wire stripper', 'beading plane', 'burr', 'alligator wrench', 'hand mower']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'television', 'brace wrench', 'crank', 'circular saw']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['stiletto', 'surgical knife', 'monkey wrench', 'box wrench', 'bathtubbasin']",True
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'paper box', 'pin wrench', 'palette knife', 'box wrench']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'alarmclock', 'spud', 'desktop', 'candle']",True
keeping a journal,write,pencil,pencil,"['scoop', 'saltshaker', 'cross bit', 'pencil', 'pipe wrench']",True
labelling items,write,pencil,pencil,"['pencil', 'garden tool', 'coffee machine', ""carpenter's mallet"", 'garbagebag']",True
writing a letter,write,laptop,laptop,"['soda can', 'laptop', 'toilet paper', 'spade', 'can opener']",True
