object,correct_location,predicted_location,location_choices,correct_prediction
gel,refrigerator,refrigerator,"['refrigerator', 'house', 'garbage', 'ir rooms', 'drawer']",True
gelatin box,home office,none,"['home office', 'floor', 'sack', ""child's room"", 'camp']",False
gin,bar,bar,"['bar', 'cat', 'jar', 'bedroom', 'basement']",True
glove,bathroom,case,"['case', 'cellar', 'hotel room', 'tea room', 'bathroom']",False
golf ball,kitchen,automobile,"['kitchen', 'range', 'dwelling', 'automobile', 'shell']",False
goose,oven,house,"['bag', 'purse', 'oven', 'one of the classrooms', 'house']",False
graphics card,home office,home office,"['bookshelf', 'tin', 'floor', 'home office', 'one room flat']",True
guard,kitchen,den,"['kitchen', 'dormroom', 'bathroom drawer', 'orchestra', 'den']",False
guinness,bar,bar,"['toaster', 'furniture', 'dormroom', 'hamper', 'bar']",True
gun,trunk,chest,"['microwave', 'trunk', 'fridge', 'dining room', 'chest']",False
hair color,storage room,storage room,"['den', 'loungeroom', 'cat', 'class room', 'storage room']",True
hair conditioner,utility room,utility room,"['palace', 'bus', 'utility room', 'ir rooms', 'delivery room']",True
hair dryer,bathroom,bathroom,"['glass', 'toaster', 'bathroom', 'dresser', 'lounge']",True
hair straightener,storage room,storage room,"['storage room', 'castle', 'tin', 'dwelling', 'pitcher']",True
ham,refrigerator,refrigerator,"['bundle', 'drawer', 'refrigerator', 'kitchen or bathroom', 'board']",True
hammer,playroom,playroom,"['guest room', 'delivery room', 'sack', 'playroom', 'refrigerator']",True
hand,pocket,pocket,"[""cash's room"", 'pocket', 'backyard', ""children's room"", 'trap']",True
hand bell,garage,study,"['garage', 'family room', 'cabin', 'boat', 'study']",False
handbag,television room,sedan,"['cubicle', 'motorbike', 'sedan', 'backpack', 'television room']",False
handset,cradle,every room,"['every room', 'vault', 'bathroom drawer', 'independent room', 'cradle']",False
handtowel,bathroom,bathroom,"['library', 'side of the room', 'orchestra', 'pantry room', 'bathroom']",True
handtowelholder,bathroom,bathroom,"['bathroom', 'hotel room', 'court', 'pod', 'grand ballroom']",True
harbor,boat,boat,"['laundry room', 'dishwasher', 'boat', 'dresser', 'container']",True
hard drive,utility room,utility room,"['room of the house', 'backyard', 'jacket', 'utility room', 'bright room']",True
hard drive case,home office,home office,"['cup', 'home office', 'press', 'butt', 'different room']",True
hardware,house,drawer,"['waiting room', 'drawer', 'every room', 'hamper', 'house']",False
hat,closet,closet,"['sedan', 'closet', 'toaster', 'cellar', 'car']",True
headlight,car,car,"['mansion', 'cruet', 'dining room', 'side of the room', 'car']",True
headphone,television room,dresser,"['fridge', 'desk', 'television room', 'aquarium', 'dresser']",False
heater,house,room of the house,"['quiver', 'board', 'room of the house', 'house', 'board']",False
heavy duty gloves,lobby,box,"['box', 'bottle', 'attic', 'oven', 'lobby']",False
heavy master chef can,corridor,carton,"['livingroom', 'motorbike', 'carton', 'corridor', 'hotel room']",False
hedge,backyard,backyard,"['case', 'bathroom or kitchen', 'backyard', 'family room', 'furniture']",True
helmet,playroom,playroom,"['playroom', 'tank', 'well', 'bar', 'shaker']",True
herring,jar,jar,"['chest', 'hive', 'class room', 'lounge', 'jar']",True
herring fillets,playroom,none,"['kitchen or bathroom', 'broom closet', 'box', 'home', 'playroom']",False
holdall,closet,closet,"['toolbox', 'cellar', 'closet', 'cellar', 'hotel room']",True
honey,beehive,cruet,"['beehive', 'storage room', 'storage room', 'cruet', 'bag']",False
honey dipper,kitchen,kitchen,"['container', 'backpack', 'fridge', 'kitchen', 'dwelling']",True
horn,truck,truck,"['dormroom', 'wallet', 'truck', ""cash's room"", 'engine']",True
house,bedroom,home,"['bedroom', 'home', 'orchestra', 'independent room', 'family room']",False
houseplant,living room,living room,"['freezer', 'purse', ""child's bedroom"", 'living room', 'sink']",True
icecream,freezer,freezer,"['refrigerator', 'court', 'delivery room', 'bathroom', 'freezer']",True
incontinence pads,garage,package,"['package', 'table', 'garage', 'plate', 'hive']",False
ingredient,kitchen,kitchen,"['art classroom', 'television room', 'kitchen', 'every room', 'numerous modern washrooms']",True
ink cartridge,home office,home office,"['garbage', 'home office', 'waiting room', 'hospital drug storeroom', 'bathroom drawer']",True
instant camera,closet,bright room,"['schoolroom', 'closet', 'bright room', 'nest', 'lamp']",False
invitation card,utility room,press,"['sofa', 'quiver', 'teapot', 'press', 'utility room']",False
ipod,apartment,apartment,"['broom closet', 'apartment', 'fridge', 'delivery room', 'bathroom drawer']",True
jack,box,loft,"['breadbox', 'box', 'pantry', 'loft', 'tank']",False
jacket,suitcase,storage room,"['pantry', 'suitcase', 'storage room', 'storage room', 'icebox']",False
jam,jar,kitchen,"['childs room', 'kitchen', 'jar', 'guest room', 'garbage']",False
jar,childs room,bookshelf,"['cat', 'washer', 'bookshelf', 'childs room', ' middle of the room']",False
jean,closet,closet,"['livin room', 'bathtub', 'closet', 'toaster', 'carton']",True
jenga,corridor,bright room,"['bath', 'dresser', 'bright room', 'corridor', 'handbag']",False
jewelry,box,box,"['breadbox', 'bike', 'pantry', 'box', 'bicycle']",True
jewelry box,childs room,loungeroom,"['childs room', 'bike', 'dumpster', 'loungeroom', 'refrigerator']",False
john,prostitute's bedroom,safe,"['safe', ""prostitute's bedroom"", 'one of the classrooms', 'music room', 'attic']",False
joist,basement,basement,"['wallet', 'spoon', ' middle of the room', 'stand', 'basement']",True
journal,library,library,"['library', 'music room', 'toolbox', 'cat', 'aquarium']",True
juice,refrigerator,refrigerator,"['hive', 'bowl', 'court', 'refrigerator', 'bathtub']",True
jukebox,bar,bar,"['bar', 'hamper', 'lamp', ""prostitute's bedroom"", 'handbag']",True
junk,cellar,cellar,"['one of the classrooms', 'cellar', 'separate room', 'shell', 'bank']",True
kettle,kitchen,kitchen,"['basement', 'backyard', 'card room', 'bag', 'kitchen']",True
keyboard,exercise room,teenager's bedroom,"[""teenager's bedroom"", 'waiting room', 'exercise room', 'ambulance', 'one room flat']",False
keychain,living room,cabinet,"['utility room', 'living room', 'toaster', 'pitcher', 'cabinet']",False
kitchen,home,childs room,"['suitcase', 'home', 'quiver', 'childs room', 'keg']",False
kitchenette,hotel room,hotel room,"['hotel room', 'bus', 'pitcher', 'bathroom cabinet', 'band room']",True
knife,kitchen,kitchen,"[' middle of the room', 'package', 'kitchen', 'shaker', 'chamber']",True
knife block,television room,press,"['garbage', 'icebox', 'press', 'television room', 'room of the house']",False
labeling tape,home office,home office,"['delivery room', 'camp', 'attic', 'castle', 'home office']",True
ladle,kitchen,kitchen,"['breadbox', ""child's room"", 'home', 'kitchen', 'machine']",True
lamb,oven,bed,"['bed', 'bus', 'drawer', 'bathtub', 'oven']",False
lame,loft,loft,"['loft', 'backyard', 'bay', 'aquarium', 'shelf']",True
lamp,bedroom,bedroom,"['bedroom', 'sink', 'wallet', 'refrigerator', ""children's room""]",True
lantern,home office,home office,"['card room', ""cash's room"", 'side of the room', 'art classroom', 'home office']",True
laptop,bedroom,bedroom,"['microwave', 'loungeroom', 'bathroom and kitchen', 'one room flat', 'bedroom']",True
laptop cover,home office,home office,"['home office', 'foyer', 'pot', 'dishwasher', 'bay']",True
laptop stand,lobby,cabin,"['trunk', 'cabin', 'breadbox', 'lobby', 'toaster']",False
large marker,bedroom,case,"['case', 'locker', 'barrel', 'bedroom', 'belfry']",False
lasagna,plate,plate,"['plate', 'dresser', 'home office', 'pitcher', 'motel room']",True
laundry,cellar,cellar,"['bank', 'apartment', 'family room', 'cellar', 'every room']",True
laundry box,garage,garage,"['backpack', 'garage', 'dumpster', 'microwave', 'sink']",True
laundryhamper,bedroom,storage room,"['handbag', 'anor room', 'boat', 'storage room', 'bedroom']",False
laxative,television room,can,"['hamper', 'television room', 'art classroom', 'can', 'bus']",False
lego duplo,lobby,art classroom,"['lobby', 'shell', 'cat', 'microwave', 'art classroom']",False
lemon,corridor,table,"['head', 'sedan', 'corridor', 'table', 'bus']",False
letter holder,exercise room,lamp,"['automobile', 'lamp', 'wallet', 'exercise room', 'microwave']",False
lettuce,kitchen,kitchen,"['shoe', 'way', 'kitchen', 'handbag', 'shell']",True
library,room,lounge,"['lounge', ""teenager's bedroom"", 'cat', 'room', 'laundry room']",False
lid,drawer,drawer,"['carton', 'foyer', 'bundle', 'band room', 'drawer']",True
lifeboat,boat,boat,"['sack', 'nest', 'boat', 'tin', 'lounge']",True
light,attic,attic,"['dresser', 'machine', 'apartment', 'spoon', 'attic']",True
light bulb,garage,garage,"['bunk', 'one of the classrooms', 'pitcher', 'garage', 'belfry']",True
lightswitch,bathroom,corridor,"['corridor', 'class room', 'dwelling', 'spoon', 'bathroom']",False
lime squeezer,television room,trunk,"['safe', 'television room', 'purse', 'trunk', 'numerous modern washrooms']",False
linoleum,house,toolbox,"['toolbox', 'carton', 'house', 'safe', 'exercise room']",False
lip,can,drawer,"['delivery room', 'can', 'teapot', 'fridge', 'drawer']",False
lipstick,bathroom,bathroom,"['bathroom', 'living rooms', 'bike', 'aquarium', 'beehive']",True
liquor,bar,bar,"['bunk', ""child's bedroom"", 'bar', 'bathroom', 'foyer']",True
loaf,fridge,fridge,"['small room', 'fridge', 'stove', 'toolbox', 'microwave']",True
lobster,tank,tank,"['table', 'tank', 'floor', 'bath', 'loft']",True
loft,apartment,apartment,"['lamp', 'garage', 'apartment', 'drawer', 'bathroom and kitchen']",True
lotion,cabinet,none,"['bathroom and kitchen', 'ir rooms', 'utility room', 'cabinet', ""teenager's bedroom""]",False
lunch,backpack,sack,"['sack', 'refrigerator', 'castle', 'shell', 'backpack']",False
lunch bag,kitchen,kitchen,"['kitchen', 'bedroom drawer', 'package', 'camp', ""child's bedroom""]",True
lunch box,closet,foyer,"['wallet', 'closet', 'master bedroom', 'foyer', 'delivery room']",False
magazine,table,table,"['bike', 'playroom', 'shell', 'table', 'orchestra']",True
magnet,fridge,fridge,"['fridge', 'deck', 'hospital drug storeroom', 'dishwasher', 'freezer']",True
magnifying glass,dining room,camp,"['quiver', 'basket', 'bowl', 'camp', 'dining room']",False
mail,fridge,stand,"['fridge', 'hamper', 'shoe', 'dresser', 'stand']",False
mailbox,garden,garden,"['bar', 'garden', ""men's restroom"", 'parlor', 'aquarium']",True
mainsail,boat,boat,"['bike', 'boat', 'hatbox', 'ir rooms', 'every room']",True
makeup,purse,purse,"['belfry', 'library', 'purse', 'car', 'garden']",True
marshmallow,oven,side of the room,"['oven', 'side of the room', 'hive', 'delivery room', 'art classroom']",False
mascara,dining room,cash's room,"[""cash's room"", 'dining room', 'refrigerator', 'house', 'chamber']",False
mast,boat,boat,"['boat', 'backyard', 'vault', 'bathroom drawer', 'box']",True
master chef can,bedroom,bathroom cabinet,"['tea room', 'bath', 'bedroom', 'bathroom cabinet', 'den']",False
mat,house,child's bedroom,"['restroom', 'house', 'stand', ""child's bedroom"", 'pot']",False
match,backpack,shaker,"['backpack', 'one of the classrooms', 'shaker', 'aquarium', 'bathtub']",False
mattress,bed,guest room,"['garage', 'guest room', 'bed', 'attic', 'bicycle']",False
mayo,jar,icebox,"['icebox', 'bedroom drawer', 'jar', 'basement', 'art classroom']",False
mayonnaise,jar,jar,"['lounge', 'closet', 'home office', 'jar', 'different room']",True
measuring tape,bedroom,range,"['range', 'way', 'bedroom', 'shaker', 'ir rooms']",False
meatloaf,oven,oven,"['sink', 'master bedroom', 'oven', 'packet', 'glass']",True
medicine,garage,study,"[""child's bedroom"", 'study', 'garage', 'cabin', 'backpack']",False
memory,pantry,dresser,"['dresser', 'lobby', 'attic', 'stand', 'pantry']",False
meringue,oven,tea room,"['bar', 'mansion', 'spoon', 'tea room', 'oven']",False
mess,table,waiting room,"['cabinet', 'hatbox', 'chest', 'waiting room', 'table']",False
metronome,class room,class room,"['hotel room', 'dimly lit room', 'jar', 'class room', 'small room']",True
microwave,kitchen,kitchen,"['livingroom', 'handbag', 'furniture', 'kitchen', ""teenager's bedroom""]",True
milk,bottle,bottle,"['jar', 'garage', 'bottle', 'microwave', 'basement']",True
milk fror,dining room,freezer,"['range', 'ballroom', 'dining room', 'vault', 'freezer']",False
mini soccer ball,kitchen,teenager's bedroom,"['kitchen', 'classroom', ""teenager's bedroom"", 'ir rooms', 'hospital drug storeroom']",False
mint,refrigerator,bar,"['bundle', 'refrigerator', 'cat', 'belfry', 'bar']",False
mirror,bedroom,bedroom,"['bedroom', 'stove', 'purse', 'bike', 'home']",True
mit,bed,bundle,"['bed', 'bundle', 'container', 'pitcher', 'locker']",False
moistener,purse,packet,"['garage', 'packet', 'pod', 'pot', 'purse']",False
mold,breadbox,hospital drug storeroom,"['freezer', 'breadbox', 'stove', 'hospital drug storeroom', 'small room']",False
monitor,desk,desk,"['sedan', 'broom closet', 'motel room', 'desk', 'separate room']",True
moonshine,jar,safe,"['loft', 'freezer', 'jar', 'safe', 'livingroom']",False
mop,apartment,apartment,"['camp', 'motorbike', 'grand ballroom', 'apartment', 'master bedroom']",True
morboard,exercise room,band room,"['shelf', 'band room', 'exercise room', 'basement', 'stand']",False
mouse,kitchen,kitchen,"['stove', 'breadbox', 'kitchen', 'boot', 'family room']",True
mouse pad,playroom,playroom,"['dishwasher', 'shaker', 'motel room', 'playroom', 'suitcase']",True
mousepad,desk,desk,"['ambulance', 'machine', 'court', 'desk', 'dormroom']",True
movie dvd,pantry room,music room,"['dresser', 'room of the house', 'pantry room', 'toolbox', 'music room']",False
muffin,oven,oven,"['hive', 'oven', ""children's room"", 'bike', 'package']",True
mug,kitchen,kitchen,"['basket', 'kitchen', 'purse', 'most rooms', 'breadbox']",True
mule,pitcher,separate room,"[' middle of the room', 'separate room', 'den', 'safe', 'pitcher']",False
multiport hub,storage room,storage room,"['laundry room', 'backpack', 'basement', 'parlor', 'storage room']",True
museum,castle,independent room,"['restroom', 'court', 'castle', 'independent room', 'range']",False
mustard bottle,playroom,fridge,"['bicycle', 'press', 'playroom', 'fridge', 'library']",False
nail,cabinet,cabinet,"['livingroom', 'dimly lit room', 'cellar', 'cabinet', 'most rooms']",True
napkin,table,men's restroom,"[""men's restroom"", 'bedroom drawer', ""child's room"", 'spoon', 'table']",False
neck rest,playroom,study,"['playroom', 'sack', 'study', 'teapot', 'bath']",False
neckwear,closet,closet,"['closet', 'hive', 'bright room', 'home', 'garden']",True
net,boat,boat,"[' middle of the room', 'boat', 'bedroom drawer', 'bathroom cabinet', 'way']",True
netting,backpack,backpack,"['jar', 'sink', 'backpack', 'kitchen or bathroom', 'bottle']",True
newspaper,living room,living room,"['washer', 'bay', 'restroom', 'living room', 'attic']",True
nine hole peg test,bathroom,chamber,"['machine', 'bag', 'bathroom', 'foyer', 'chamber']",False
nintendo switch,garage,sofa,"['garage', 'trap', 'orchestra', 'boot', 'sofa']",False
notebook,package,room,"['package', 'room', 'shaker', 'room', 'bus']",False
oil,car,car,"['car', 'loungeroom', 'suitcase', 'bathroom drawer', 'different room']",True
ointment,jar,jar,"['jar', 'backpack', 'room of the house', 'can', 'every bedroom']",True
olive,refrigerator,refrigerator,"['toaster', 'master bedroom', 'refrigerator', 'storage room', 'lounge']",True
orange,playroom,none,"['drawer', 'tank', 'ir rooms', 'playroom', 'tank']",False
organiser,desk,desk,"['desk', 'safe', 'castle', 'plate', 'engine']",True
ottoman,living room,living room,"['loft', 'living room', 'keg', 'art classroom', 'sink']",True
outfit,closet,closet,"['dwelling', 'hive', 'art classroom', 'closet', 'stand']",True
oven,stove,none,"['trunk', 'stove', 'kitchen or bathroom', 'motorbike', 'place']",False
pad,bathroom drawer,bathroom drawer,"['floor', 'bathroom drawer', ""cash's room"", 'lounge', 'can']",True
padlock,utility room,utility room,"['one of the classrooms', 'bundle', 'trap', 'keg', 'utility room']",True
paint,can,can,"['press', 'can', 'dimly lit room', 'cradle', 'bottle']",True
paint bottle set,exercise room,separate room,"['car', 'sack', 'separate room', 'exercise room', 'study']",False
paint maker,pantry room,study,"['study', 'broom closet', 'pitcher', 'camp', 'pantry room']",False
painting,living room,living room,"['refrigerator', 'living room', 'bar', 'bag', 'anor room']",True
pajama,suitcase,closet,"['suitcase', 'bath', 'closet', 'carton', 'purse']",False
pan,kitchen,kitchen,"['class room', 'butt', 'foyer', 'kitchen', 'freezer']",True
pantry,kitchen,kitchen,"['pitcher', 'mansion', 'kitchen', 'bar', 'purse']",True
paper,suitcase,storage room,"['kitchen', 'storage room', 'microwave', 'suitcase', 'bathtub']",False
paper bag,exercise room,person's living room,"['pocket', 'exercise room', ""person's living room"", 'tank', 'aquarium']",False
paperclip,cabinet,cabinet,"['hall', 'apartment', 'ir rooms', 'cabinet', 'bedroom']",True
papertowelroll,kitchen,kitchen,"['bag', 'one room flat', 'table', 'kitchen', 'laundry room']",True
paperweight,desk,desk,"[""person's living room"", 'dishwasher', 'library', 'desk', 'room']",True
parchment sheet,pantry room,pantry room,"['pantry room', 'barrel', 'handbag', 'belfry', 'sedan']",True
parsley,plate,kitchen,"['plate', 'kitchen', 'spoon', 'childs room', 'sedan']",False
pasta,pantry,pantry,"['pantry', 'basket', 'mansion', 'bank', 'bedroom drawer']",True
paste,cabinet,cabinet,"['anor room', 'room', 'way', 'teapot', 'cabinet']",True
pastry,tin,tin,"['chamber', 'tin', 'table', 'pot', 'shaker']",True
pea,freezer,freezer,"['bathroom cabinet', 'bottle', 'sedan', 'restroom', 'freezer']",True
peach,exercise room,bookshelf,"['shaker', 'every bedroom', 'exercise room', 'bookshelf', 'hotel room']",False
pear,bathroom,apartment,"['washer', ""children's room"", 'wardrobe', 'bathroom', 'apartment']",False
pedal,car,car,"['cubicle', 'fridge', 'bathroom and kitchen', 'car', 'pantry']",True
peg and hammer toy,utility room,separate room,"[""person's living room"", 'foyer', 'separate room', 'lamp', 'utility room']",False
pen,living room,card room,"['card room', 'motorbike', 'most rooms', 'place', 'living room']",False
pencil,bedroom,basket,"['basket', 'butt', 'bedroom', 'toaster', 'washer']",False
pencil case,lobby,room of the house,"['lobby', 'boot', 'home', 'teapot', 'room of the house']",False
pepper,oven,bar,"['parlor', 'furniture', 'bar', 'package', 'oven']",False
peppermint,kitchen,bathroom cabinet,"['icebox', 'sink', 'bathroom cabinet', 'kitchen', 'loungeroom']",False
peppershaker,kitchen,kitchen,"['backpack', 'kitchen', 'trunk', 'small room', 'backpack']",True
pepsi,fridge,fridge,"['belfry', 'pan', 'fridge', 'bicycle', 'shoe']",True
pepsi can pack,garage,garage,"['different room', 'plate', 'bar', 'bus', 'garage']",True
perfume,cabinet,cabinet,"['basket', 'cabinet', 'room', 'living room', 'bunk']",True
pesto,jar,jar,"['beehive', 'ambulance', 'restroom', 'deck', 'jar']",True
pet food supplement,television room,different room,"['lamp', 'sedan', 'television room', 'different room', 'independent room']",False
phillips screwdriver,kitchen,board,"['hatbox', 'kitchen', 'bathroom cabinet', 'board', 'hall']",False
phone,pocket,pocket,"['kitchen or bathroom', 'trap', 'pocket', 'pantry room', 'bunk']",True
phone armband case,dining room,loungeroom,"['dining room', 'bowl', ""prostitute's bedroom"", 'dimly lit room', 'loungeroom']",False
phone stand,television room,television room,"['board', 'one of the classrooms', 'butt', 'television room', 'schoolroom']",True
photo,cabinet,dresser,"['dresser', 'cabinet', 'shell', 'house', 'bunk']",False
photocopier,library,study,"['drawer', 'library', 'board', 'study', 'class room']",False
photograph,home,bedroom,"['bedroom', 'corridor', 'ballroom', 'delivery room', 'home']",False
piccalilli,jar,jar,"[""child's bedroom"", 'jar', 'bar', 'bookshelf', 'sink']",True
picture frame,television room,television room,"['television room', ' middle of the room', 'press', 'anor room', 'hive']",True
pie,oven,none,"['music room', ' middle of the room', 'press', 'bathroom and kitchen', 'oven']",False
pill,bottle,bottle,"['bottle', 'bathroom drawer', 'bath', 'pantry', 'one of the classrooms']",True
pillow,bedroom,bedroom,"['bedroom', 'belfry', 'different room', 'hall', 'bath']",True
pillowcase,bedroom,bedroom,"['bedroom', 'beehive', 'floor', 'band room', 'sofa']",True
pineapple,jar,jar,"['bedroom', 'locker', 'jar', 'car', 'belfry']",True
pirate,boat,boat,"[' middle of the room', 'boat', 'bank', 'cellar', 'teapot']",True
pit,backyard,backyard,"['deck', 'purse', 'backyard', 'classroom', 'shaker']",True
pitcher base,garage,basement,"['garage', 'bright room', 'cubicle', 'quiver', 'basement']",False
pizza,oven,none,"['bedroom drawer', 'shoe', 'grand ballroom', 'bathroom and kitchen', 'oven']",False
plant,living room,living room,"['cellar', 'backpack', 'living room', 'ambulance', 'den']",True
plant container,utility room,independent room,"['mansion', ""teenager's bedroom"", 'utility room', 'drawer', 'independent room']",False
plant saucer,kitchen,kitchen,"['suitcase', 'grand ballroom', 'art classroom', 'kitchen', 'boat']",True
plate,living room,living room,"['bunk', 'suitcase', 'chest', 'living room', 'bag']",True
platter,cabinet,cabinet,"['cabinet', 'breadbox', 'range', 'bath', 'bathroom drawer']",True
plum,corridor,lounge,"['hall', 'corridor', 'castle', 'board', 'lounge']",False
plumbing,house,ir rooms,"['house', 'toaster', 'pot', 'livingroom', 'ir rooms']",False
plunger,bathroom,bathroom,"['dwelling', 'washer', 'bathroom', 'dimly lit room', 'bathroom drawer']",True
popsicle,freezer,freezer,"['beehive', 'freezer', 'press', 'carton', 'box']",True
pork,oven,storage room,"['truck', 'loft', 'corridor', 'oven', 'storage room']",False
portable speaker,closet,closet,"['bowl', 'wardrobe', 'ballroom', 'icebox', 'closet']",True
poster,bedroom,bedroom,"['bedroom', 'engine', 'toolbox', 'toolbox', 'head']",True
pot,kitchen,kitchen,"['bathroom cabinet', 'kitchen', 'sink', 'spoon', 'dungeon']",True
potato,kitchen,kitchen,"['barrel', 'basket', 'bathroom drawer', 'kitchen', 'bundle']",True
potpourri,drawer,livingroom,"['head', 'way', 'livingroom', 'engine', 'drawer']",False
potted meat can,pantry room,pantry room,"['board', 'motorbike', 'trunk', 'pantry room', 'kitchen or bathroom']",True
pottery,chamber,dwelling,"['master bedroom', 'dwelling', 'ballroom', 'chamber', 'cat']",False
pouch,pantry,bag,"['dishwasher', 'pantry', 'house', 'pitcher', 'bag']",False
power drill,childs room,bag,"['floor', 'board', 'childs room', 'bag', 'pan']",False
prawn,oven,stove,"['bathroom cabinet', 'stove', 'oven', 'hall', 'shaker']",False
presentation,way,backpack,"['belfry', 'bay', 'backpack', 'dining room', 'way']",False
preserve,jar,jar,"['tea room', 'jar', 'side of the room', 'lobby', 'garage']",True
pressure cooker,exercise room,none,"['music room', 'plate', 'locker', 'belfry', 'exercise room']",False
pretzel,oven,table,"['table', 'master bedroom', 'schoolroom', 'head', 'oven']",False
propellor,boat,boat,"['boat', ""children's room"", ""prostitute's bedroom"", 'place', 'tea room']",True
prow,boat,boat,"['home', 'boat', 'pot', 'carton', 'card room']",True
pudding,container,none,"['kitchen or bathroom', 'furniture', 'bike', 'bay', 'container']",False
pudding box,bathroom,drawer,"['spoon', 'bright room', 'drawer', 'band room', 'bathroom']",False
pump,boat,truck,"['house', 'boat', 'mailbox', 'container', 'truck']",False
puzzle game,childs room,childs room,"['childs room', 'every room', 'case', 'dumpster', 'restroom']",True
pyjama,bedroom,bedroom,"['machine', 'shaker', 'aquarium', 'bright room', 'bedroom']",True
quilt,trunk,trunk,"['shelf', 'cubicle', 'pot', 'trunk', 'cellar']",True
rack,oven,independent room,"['oven', 'pod', 'sofa', 'house', 'independent room']",False
racquetball,pantry room,children's room,"[""children's room"", 'shelf', 'briefcase', 'pantry room', 'master bedroom']",False
radiator,apartment,apartment,"['apartment', 'package', 'bath', 'den', 'shell']",True
radio,bedroom,cabinet,"['teapot', 'bedroom', 'cabinet', 'automobile', 'place']",False
rafter,attic,attic,"['board', 'attic', 'safe', 'garage', 'range']",True
rag,cabinet,cabinet,"['independent room', 'purse', 'anor room', 'cabinet', 'apartment']",True
raincoat,backpack,backpack,"['toolbox', 'machine', 'backpack', 'library', 'bike']",True
ramekin,kitchen,kitchen,"['box', 'room of the house', 'one of the classrooms', 'kitchen or bathroom', 'kitchen']",True
reader,library,library,"['basket', 'spoon', 'library', 'garden', 'can']",True
reference,library,library,"['barrel', 'study', 'cat', 'library', 'keg']",True
refrigerator,home,home,"['locker', 'home', 'briefcase', ' middle of the room', 'cabinet']",True
remote control,living room,living room,"['oven', 'trunk', 'living room', 'bay', 'floor']",True
remotecontrol,bedroom,bedroom,"['spoon', 'motorbike', 'one room flat', 'bedroom', 'room']",True
residence,home,home,"['home', 'bathroom and kitchen', 'garden', ""prostitute's bedroom"", 'bathroom']",True
restroom,library,none,"['case', 'laundry room', 'library', 'bathroom and kitchen', 'corridor']",False
rib,refrigerator,person's living room,"['boot', 'cruet', 'hive', 'refrigerator', ""person's living room""]",False
ribbon,bath,purse,"['bath', 'purse', 'boat', 'exercise room', 'bunk']",False
rice,refrigerator,refrigerator,"['shoe', 'bag', 'refrigerator', 'cat', 'pod']",True
rmal laminator,playroom,one room flat,"['playroom', 'wardrobe', 'oven', 'pot', 'one room flat']",False
roast,oven,refrigerator,"['refrigerator', 'bottle', 'fridge', 'pocket', 'oven']",False
robe,suitcase,dormroom,"['dormroom', 'package', 'library', 'suitcase', 'one room flat']",False
rod,engine,engine,"['tank', 'washer', 'desk', 'engine', 'bath']",True
roll,breadbox,breadbox,"['breadbox', 'toolbox', 'orchestra', 'shaker', 'box']",True
rolodex,desk,desk,"['trunk', 'desk', 'aquarium', ""cash's room"", 'case']",True
romaine,refrigerator,refrigerator,"['loungeroom', 'shaker', 'hall', 'refrigerator', 'microwave']",True
rook,castle,castle,"['bundle', 'ballroom', 'castle', 'cruet', 'lounge']",True
room,apartment,apartment,"['garden', 'living room', 'cabin', 'nest', 'apartment']",True
roomdecor,living room,living room,"['teapot', 'closet', 'cruet', 'living room', 'container']",True
rope,boat,boat,"['playroom', 'boat', 'library', 'garbage', 'packet']",True
rose,garden,garden,"['jar', 'suitcase', 'bus', 'garden', 'backpack']",True
rotisserie,oven,oven,"['card room', 'handbag', 'box', ""child's bedroom"", 'oven']",True
router,corridor,corridor,"[""child's room"", ""child's room"", 'dungeon', 'carton', 'corridor']",True
row,table,table,"['bedroom', 'hall', ' middle of the room', 'package', 'table']",True
rubiks cube,exercise room,home,"['nest', 'home', 'exercise room', 'pan', 'dishwasher']",False
rudder,boat,boat,"['boat', 'bathroom and kitchen', 'machine', 'playroom', 'shaker']",True
rug,table,most rooms,"['aquarium', 'most rooms', 'shoe', 'table', 'wardrobe']",False
rule,classroom,classroom,"['ir rooms', 'pot', 'delivery room', 'classroom', 'jacket']",True
ruler,cabinet,carton,"['carton', 'every room', 'cabinet', 'nest', 'bathroom or kitchen']",False
sachet,drawer,drawer,"['motel room', 'deck', 'ambulance', ' middle of the room', 'drawer']",True
safe,living room,home office,"['home office', 'castle', 'living room', 'bottle', 'freezer']",False
salad,refrigerator,refrigerator,"['lamp', 'refrigerator', 'backyard', 'dining room', 'dining room']",True
salmon,oven,room,"['oven', 'deck', 'library', 'room', 'place']",False
salt,cabinet,cabinet,"['garbage', 'fridge', 'cabinet', 'kitchen', 'camp']",True
salt shaker,childs room,icebox,"['place', 'childs room', 'grand ballroom', 'icebox', 'dungeon']",False
saltshaker,kitchen,kitchen,"['bottle', 'lamp', 'room of the house', 'hospital drug storeroom', 'kitchen']",True
sander,cabinet,cabinet,"['bunk', 'machine', 'cabinet', 'shell', 'way']",True
sandwich,plate,plate,"['plate', ""child's bedroom"", 'corridor', 'camp', 'glass']",True
sanitary pads,bathroom,bathroom,"['hospital drug storeroom', 'bathroom', 'box', 'garden', 'room of the house']",True
sauce,plate,pitcher,"['palace', 'pitcher', 'plate', 'table', 'automobile']",False
saucepan,cabinet,cabinet,"['playroom', 'cellar', 'cabinet', 'sedan', 'pantry room']",True
saucer,kitchen,kitchen,"['bathtub', 'kitchen', 'nest', 'delivery room', 'camp']",True
saute pan,exercise room,press,"['trap', 'hall', 'bed', 'press', 'exercise room']",False
