task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['abrader', 'blunt file', 'book', 'bur', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['instant noodle', 'soldering iron', 'keyboard', 'spokeshave', 'rasp']",True
making jewelery,solder,soldering iron,soldering iron,"['crosscut saw', 'soldering iron', 'instant noodle', 'kitchen knife', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spray bottle', 'spade bit', 'bread knife', 'garden tool', 'soldering iron']",True
applying spreads on bread,spread,palette knife,palette knife,"['chain saw', 'abrader', 'palette knife', 'hunting knife', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['pestle', 'break seal', ""plumber's snake"", 'stamp', 'pointing trowel']",True
distributing cleaning products,spread,tableknife,pump type plier,"['hook wrench', 'fork', 'laptop', 'tableknife', 'pump type plier']",False
organizing documents,staple,stapler,stapler,"['dado plane', 'khukurus', 'stapler', 'gouge', 'crank']",True
repairing books,staple,stapler,glue stick,"['glue stick', 'scauper', 'carriage wrench', 'lancet', 'stapler']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'pencil', 'showerdoor', 'hand shovel', 'power tool']",True
storing fruits and vegetables,store,box,box,"['razorblade', 'box', 'metal box', 'spreader', 'winebottle']",True
storing clean utensils,store,desk,desk,"['paper cutter', 'dumbbell', 'desk', ""croupier's rake"", 'palette knife']",True
packing books for house shifting,store,dresser,dresser,"['axe', 'claw hatchet', 'dresser', 'thinning shear', 'handstamp']",True
keeping sporting equipment,store,box,box,"['circular saw', 'ottoman', 'straight razor', 'showercurtain', 'box']",True
storing important documents,store,dresser,dresser,"['trench knife', 'book', 'ottoman', 'dresser', 'clasp knife']",True
storing cereal box,store,box,box,"['die', 'toiletpaperhanger', 'food cup', 'box', 'dumbbell']",True
keeping dirty clothes,store,dresser,dresser,"['dresser', ""bricklayer's hammer"", 'shovel', 'hand tool', 'cap']",True
storing dog treats,store,desk,hand drill,"['hand drill', 'tennisracket', 'clipper', 'sidetable', 'desk']",False
organizing items,store,shelving unit,shelving unit,"['dirk', 'backsaw', 'portable saw', 'soapbar', 'shelving unit']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['pruning saw', 'food bag', 'alligator wrench', 'wire stripper', 'garden tool']",True
supporting a laptop,support,footstool,footstool,"['die', 'footstool', 'neolith', 'round file', 'socket wrench']",True
displaying a statue,support,side table,side table,"['painting', 'bayonet', 'side table', 'battle ax', 'wateringcan']",True
eating dinner,support,stool,stool,"['bed', 'jigsaw', 'compass saw', 'stool', 'spade bit']",True
packing soil,tamp,stemmer,scraper,"['countertop', 'creditcard', 'scraper', 'scrubbrush', 'stemmer']",False
preparing coffee in a filter,tamp,tamp,tamp,"['tamp', 'circular saw', 'pincer', 'remote control', 'rat tail file']",True
setting tiles,tamp,stemmer,crosscut saw,"['crank handle', 'crosscut saw', 'bolt cutter', 'adjustable wrench', 'stemmer']",False
telling the time,time,cell phone,cell phone,"['die', 'bevel', 'stiletto', 'plastic box', 'cell phone']",True
managing schedules,time,watch,watch,"['dumbbell', 'egg', 'tennisracket', 'watch', 'portable saw']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['food jar', 'cigar cutter', 'trap and drain auger', 'paper box', 'pruning knife']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'trap and drain auger', 'burr', 'expansion bit', 'folding saw']",True
cleaning pipes,unclog,plunger,plunger,"['plunger', 'keyhole saw', 'watering can', 'spoon', 'cd']",True
washing dishes,wash,keyhole saw,side table,"['shaver', 'keyhole saw', 'dumbbell', 'bit', 'side table']",False
washing a fruit before cutting,wash,bandsaw,none,"['bandsaw', 'posthole digger', 'sparkplug wrench', 'shiv', 'hammer']",False
washing your face,wash,compass saw,firmer chisel,"['firmer chisel', 'paper cutter', 'parang', 'compass saw', 'circular saw']",False
doing laundry,wash,compass saw,compass saw,"['compass saw', 'burin', 'monkey wrench', 'showercurtain', 'pin wrench']",True
cleaning dishes,wash,stamping machine,footstool,"['ball', 'stamping machine', 'plexor.n.wn.medicine', 'footstool', 'jack']",False
cleaning a surface,wipe,butter knife,butter knife,"['dog bed', 'butter knife', 'sofa', 'stoveburner', 'nailfile']",True
removing stains,wipe,butter knife,butter knife,"['slouse', 'bradawl', 'hatchet', 'stool', 'butter knife']",True
wiping a surface clean,wipe,case knife,case knife,"['trowel', 'jackscrew', 'sandblaster', 'shelvingunit', 'case knife']",True
storing food,wrap,ball,pallet,"['awl', 'dry battery', 'ball', 'parer', 'pallet']",False
protecting items,wrap,water bottle,garbage can,"['garbage can', 'two handed saw', 'trepan', 'stillson wrench', 'water bottle']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['beading plane', 'burr', 'alligator wrench', 'hand mower', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['brace wrench', 'crank', 'spade bit', 'television', 'circular saw']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['stiletto', 'bathtubbasin', 'surgical knife', 'monkey wrench', 'box wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['pin wrench', 'paper box', 'glass cutter', 'box wrench', 'palette knife']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'candle', 'desktop', 'alarmclock', 'spud']",True
keeping a journal,write,pencil,pencil,"['pipe wrench', 'cross bit', 'saltshaker', 'pencil', 'scoop']",True
labelling items,write,pencil,pencil,"['garden tool', ""carpenter's mallet"", 'garbagebag', 'pencil', 'coffee machine']",True
writing a letter,write,laptop,laptop,"['can opener', 'spade', 'soda can', 'toilet paper', 'laptop']",True
