task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'chain tong', 'abrader', 'book', 'blunt file']",True
repairing electronics,solder,soldering iron,soldering iron,"['soldering iron', 'rasp', 'instant noodle', 'keyboard', 'spokeshave']",True
making jewelery,solder,soldering iron,soldering iron,"['soldering iron', 'crosscut saw', 'kitchen knife', 'instant noodle', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['garden tool', 'bread knife', 'soldering iron', 'spade bit', 'spray bottle']",True
applying spreads on bread,spread,palette knife,palette knife,"['counterbore', 'chain saw', 'hunting knife', 'abrader', 'palette knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['pestle', 'break seal', 'pointing trowel', ""plumber's snake"", 'stamp']",True
distributing cleaning products,spread,tableknife,pump type plier,"['hook wrench', 'tableknife', 'fork', 'laptop', 'pump type plier']",False
organizing documents,staple,stapler,stapler,"['crank', 'khukurus', 'gouge', 'dado plane', 'stapler']",True
repairing books,staple,stapler,glue stick,"['stapler', 'scauper', 'glue stick', 'lancet', 'carriage wrench']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['toothpick', 'pencil', 'power tool', 'hand shovel', 'showerdoor']",True
storing fruits and vegetables,store,box,box,"['razorblade', 'metal box', 'winebottle', 'spreader', 'box']",True
storing clean utensils,store,desk,desk,"['paper cutter', ""croupier's rake"", 'palette knife', 'dumbbell', 'desk']",True
packing books for house shifting,store,dresser,dresser,"['handstamp', 'thinning shear', 'dresser', 'claw hatchet', 'axe']",True
keeping sporting equipment,store,box,box,"['ottoman', 'circular saw', 'box', 'showercurtain', 'straight razor']",True
storing important documents,store,dresser,dresser,"['book', 'ottoman', 'trench knife', 'dresser', 'clasp knife']",True
storing cereal box,store,box,box,"['toiletpaperhanger', 'food cup', 'dumbbell', 'die', 'box']",True
keeping dirty clothes,store,dresser,dresser,"['cap', 'shovel', ""bricklayer's hammer"", 'hand tool', 'dresser']",True
storing dog treats,store,desk,sidetable,"['desk', 'sidetable', 'clipper', 'hand drill', 'tennisracket']",False
organizing items,store,shelving unit,shelving unit,"['portable saw', 'dirk', 'backsaw', 'shelving unit', 'soapbar']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['garden tool', 'pruning saw', 'wire stripper', 'alligator wrench', 'food bag']",True
supporting a laptop,support,footstool,footstool,"['round file', 'socket wrench', 'footstool', 'neolith', 'die']",True
displaying a statue,support,side table,side table,"['side table', 'painting', 'wateringcan', 'bayonet', 'battle ax']",True
eating dinner,support,stool,stool,"['spade bit', 'bed', 'stool', 'jigsaw', 'compass saw']",True
packing soil,tamp,stemmer,scraper,"['scrubbrush', 'stemmer', 'countertop', 'creditcard', 'scraper']",False
preparing coffee in a filter,tamp,tamp,tamp,"['rat tail file', 'circular saw', 'tamp', 'remote control', 'pincer']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'stemmer', 'crank handle', 'bolt cutter', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'stiletto', 'cell phone', 'die', 'bevel']",True
managing schedules,time,watch,watch,"['watch', 'dumbbell', 'tennisracket', 'portable saw', 'egg']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['trap and drain auger', 'paper box', 'pruning knife', 'cigar cutter', 'food jar']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'trap and drain auger', 'expansion bit', 'burr', 'folding saw']",True
cleaning pipes,unclog,plunger,plunger,"['plunger', 'cd', 'watering can', 'keyhole saw', 'spoon']",True
washing dishes,wash,keyhole saw,side table,"['side table', 'dumbbell', 'bit', 'shaver', 'keyhole saw']",False
washing a fruit before cutting,wash,bandsaw,bandsaw,"['posthole digger', 'bandsaw', 'sparkplug wrench', 'shiv', 'hammer']",True
washing your face,wash,compass saw,paper cutter,"['firmer chisel', 'parang', 'circular saw', 'compass saw', 'paper cutter']",False
doing laundry,wash,compass saw,monkey wrench,"['showercurtain', 'pin wrench', 'compass saw', 'monkey wrench', 'burin']",False
cleaning dishes,wash,stamping machine,footstool,"['jack', 'ball', 'stamping machine', 'plexor.n.wn.medicine', 'footstool']",False
cleaning a surface,wipe,butter knife,butter knife,"['stoveburner', 'dog bed', 'sofa', 'nailfile', 'butter knife']",True
removing stains,wipe,butter knife,butter knife,"['bradawl', 'butter knife', 'slouse', 'stool', 'hatchet']",True
wiping a surface clean,wipe,case knife,case knife,"['sandblaster', 'shelvingunit', 'trowel', 'case knife', 'jackscrew']",True
storing food,wrap,ball,pallet,"['pallet', 'awl', 'ball', 'dry battery', 'parer']",False
protecting items,wrap,water bottle,garbage can,"['two handed saw', 'stillson wrench', 'garbage can', 'water bottle', 'trepan']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['hand mower', 'beading plane', 'wire stripper', 'burr', 'alligator wrench']",True
loosening bolts,wrench,brace wrench,brace wrench,"['television', 'circular saw', 'crank', 'spade bit', 'brace wrench']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['bathtubbasin', 'monkey wrench', 'surgical knife', 'stiletto', 'box wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'box wrench', 'paper box', 'palette knife', 'pin wrench']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'candle', 'spud', 'desktop', 'alarmclock']",True
keeping a journal,write,pencil,pencil,"['pipe wrench', 'saltshaker', 'scoop', 'pencil', 'cross bit']",True
labelling items,write,pencil,pencil,"['pencil', 'garden tool', ""carpenter's mallet"", 'garbagebag', 'coffee machine']",True
writing a letter,write,laptop,laptop,"['laptop', 'toilet paper', 'soda can', 'can opener', 'spade']",True
