task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
repairing electronics,solder,soldering iron,soldering iron,"['soldering iron', 'rasp', 'spokeshave', 'instant noodle', 'keyboard']",True
making jewelery,solder,soldering iron,soldering iron,"['bath tub basin', 'instant noodle', 'crosscut saw', 'soldering iron', 'kitchen knife']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spade bit', 'bread knife', 'soldering iron', 'garden tool', 'spray bottle']",True
applying spreads on bread,spread,palette knife,palette knife,"['hunting knife', 'palette knife', 'chain saw', 'abrader', 'counterbore']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['break seal', ""plumber's snake"", 'pestle', 'pointing trowel', 'stamp']",True
distributing cleaning products,spread,tableknife,pump type plier,"['fork', 'hook wrench', 'tableknife', 'pump type plier', 'laptop']",False
organizing documents,staple,stapler,stapler,"['crank', 'gouge', 'stapler', 'dado plane', 'khukurus']",True
repairing books,staple,stapler,stapler,"['scauper', 'lancet', 'carriage wrench', 'stapler', 'glue stick']",True
removing dirt from your teeth,stick,toothpick,toothpick,"['showerdoor', 'power tool', 'hand shovel', 'toothpick', 'pencil']",True
storing fruits and vegetables,store,box,box,"['box', 'winebottle', 'razorblade', 'spreader', 'metal box']",True
storing clean utensils,store,desk,desk,"['palette knife', ""croupier's rake"", 'dumbbell', 'desk', 'paper cutter']",True
packing books for house shifting,store,dresser,dresser,"['dresser', 'axe', 'thinning shear', 'claw hatchet', 'handstamp']",True
keeping sporting equipment,store,box,box,"['circular saw', 'box', 'ottoman', 'straight razor', 'showercurtain']",True
storing important documents,store,dresser,dresser,"['book', 'trench knife', 'dresser', 'ottoman', 'clasp knife']",True
storing cereal box,store,box,box,"['box', 'dumbbell', 'toiletpaperhanger', 'food cup', 'die']",True
keeping dirty clothes,store,dresser,dresser,"['hand tool', 'shovel', 'dresser', ""bricklayer's hammer"", 'cap']",True
storing dog treats,store,desk,sidetable,"['hand drill', 'sidetable', 'clipper', 'tennisracket', 'desk']",False
organizing items,store,shelving unit,shelving unit,"['portable saw', 'backsaw', 'shelving unit', 'soapbar', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['wire stripper', 'alligator wrench', 'food bag', 'pruning saw', 'garden tool']",True
supporting a laptop,support,footstool,footstool,"['neolith', 'die', 'footstool', 'socket wrench', 'round file']",True
displaying a statue,support,side table,side table,"['painting', 'side table', 'wateringcan', 'bayonet', 'battle ax']",True
eating dinner,support,stool,stool,"['bed', 'jigsaw', 'stool', 'spade bit', 'compass saw']",True
packing soil,tamp,stemmer,scraper,"['scrubbrush', 'scraper', 'stemmer', 'countertop', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'rat tail file', 'tamp', 'circular saw', 'pincer']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'stemmer', 'adjustable wrench', 'crank handle', 'bolt cutter']",False
telling the time,time,cell phone,cell phone,"['die', 'stiletto', 'cell phone', 'plastic box', 'bevel']",True
managing schedules,time,watch,watch,"['portable saw', 'tennisracket', 'dumbbell', 'egg', 'watch']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['pruning knife', 'food jar', 'paper box', 'cigar cutter', 'trap and drain auger']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['trap and drain auger', 'folding saw', 'expansion bit', 'spraybottle', 'burr']",True
cleaning pipes,unclog,plunger,plunger,"['watering can', 'spoon', 'cd', 'keyhole saw', 'plunger']",True
washing dishes,wash,keyhole saw,none,"['keyhole saw', 'shaver', 'dumbbell', 'bit', 'side table']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['posthole digger', 'bandsaw', 'sparkplug wrench', 'hammer', 'shiv']",False
washing your face,wash,compass saw,none,"['firmer chisel', 'parang', 'paper cutter', 'compass saw', 'circular saw']",False
doing laundry,wash,compass saw,showercurtain,"['pin wrench', 'compass saw', 'monkey wrench', 'showercurtain', 'burin']",False
cleaning dishes,wash,stamping machine,footstool,"['footstool', 'plexor.n.wn.medicine', 'stamping machine', 'jack', 'ball']",False
cleaning a surface,wipe,butter knife,dog bed,"['dog bed', 'sofa', 'nailfile', 'stoveburner', 'butter knife']",False
removing stains,wipe,butter knife,slouse,"['stool', 'hatchet', 'slouse', 'bradawl', 'butter knife']",False
wiping a surface clean,wipe,case knife,case knife,"['sandblaster', 'shelvingunit', 'trowel', 'case knife', 'jackscrew']",True
storing food,wrap,ball,pallet,"['parer', 'pallet', 'dry battery', 'awl', 'ball']",False
protecting items,wrap,water bottle,garbage can,"['trepan', 'garbage can', 'two handed saw', 'stillson wrench', 'water bottle']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['beading plane', 'alligator wrench', 'hand mower', 'burr', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'television', 'brace wrench', 'crank', 'circular saw']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['surgical knife', 'box wrench', 'stiletto', 'bathtubbasin', 'monkey wrench']",True
changing bicycle components,wrench,box wrench,box wrench,"['box wrench', 'glass cutter', 'palette knife', 'paper box', 'pin wrench']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'spud', 'alarmclock', 'candle', 'desktop']",True
keeping a journal,write,pencil,pencil,"['saltshaker', 'pipe wrench', 'pencil', 'cross bit', 'scoop']",True
labelling items,write,pencil,pencil,"['garden tool', 'pencil', 'garbagebag', 'coffee machine', ""carpenter's mallet""]",True
writing a letter,write,laptop,laptop,"['can opener', 'toilet paper', 'soda can', 'laptop', 'spade']",True
