task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'book', 'abrader', 'blunt file', 'chain tong']",True
repairing electronics,solder,soldering iron,soldering iron,"['rasp', 'instant noodle', 'soldering iron', 'spokeshave', 'keyboard']",True
making jewelery,solder,soldering iron,soldering iron,"['soldering iron', 'instant noodle', 'bath tub basin', 'crosscut saw', 'kitchen knife']",True
fixing plumbing,solder,soldering iron,soldering iron,"['bread knife', 'spade bit', 'soldering iron', 'spray bottle', 'garden tool']",True
applying spreads on bread,spread,palette knife,palette knife,"['hunting knife', 'counterbore', 'chain saw', 'palette knife', 'abrader']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"[""plumber's snake"", 'stamp', 'pestle', 'break seal', 'pointing trowel']",True
distributing cleaning products,spread,tableknife,pump type plier,"['fork', 'laptop', 'hook wrench', 'tableknife', 'pump type plier']",False
organizing documents,staple,stapler,stapler,"['gouge', 'stapler', 'crank', 'khukurus', 'dado plane']",True
repairing books,staple,stapler,glue stick,"['lancet', 'stapler', 'glue stick', 'carriage wrench', 'scauper']",False
removing dirt from your teeth,stick,toothpick,toothpick,"['hand shovel', 'power tool', 'showerdoor', 'toothpick', 'pencil']",True
storing fruits and vegetables,store,box,box,"['razorblade', 'box', 'metal box', 'spreader', 'winebottle']",True
storing clean utensils,store,desk,desk,"['paper cutter', 'desk', 'dumbbell', ""croupier's rake"", 'palette knife']",True
packing books for house shifting,store,dresser,dresser,"['axe', 'claw hatchet', 'handstamp', 'dresser', 'thinning shear']",True
keeping sporting equipment,store,box,ottoman,"['straight razor', 'ottoman', 'circular saw', 'box', 'showercurtain']",False
storing important documents,store,dresser,dresser,"['dresser', 'ottoman', 'trench knife', 'book', 'clasp knife']",True
storing cereal box,store,box,box,"['die', 'dumbbell', 'food cup', 'box', 'toiletpaperhanger']",True
keeping dirty clothes,store,dresser,dresser,"['cap', 'dresser', 'shovel', ""bricklayer's hammer"", 'hand tool']",True
storing dog treats,store,desk,sidetable,"['tennisracket', 'desk', 'sidetable', 'clipper', 'hand drill']",False
organizing items,store,shelving unit,shelving unit,"['shelving unit', 'portable saw', 'backsaw', 'dirk', 'soapbar']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['alligator wrench', 'garden tool', 'wire stripper', 'food bag', 'pruning saw']",True
supporting a laptop,support,footstool,neolith,"['neolith', 'die', 'footstool', 'round file', 'socket wrench']",False
displaying a statue,support,side table,side table,"['painting', 'battle ax', 'bayonet', 'side table', 'wateringcan']",True
eating dinner,support,stool,stool,"['bed', 'compass saw', 'stool', 'spade bit', 'jigsaw']",True
packing soil,tamp,stemmer,scraper,"['scraper', 'countertop', 'scrubbrush', 'stemmer', 'creditcard']",False
preparing coffee in a filter,tamp,tamp,tamp,"['tamp', 'rat tail file', 'remote control', 'circular saw', 'pincer']",True
setting tiles,tamp,stemmer,crosscut saw,"['crosscut saw', 'bolt cutter', 'crank handle', 'stemmer', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['plastic box', 'die', 'bevel', 'cell phone', 'stiletto']",True
managing schedules,time,watch,watch,"['watch', 'egg', 'portable saw', 'dumbbell', 'tennisracket']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['trap and drain auger', 'paper box', 'food jar', 'cigar cutter', 'pruning knife']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['spraybottle', 'folding saw', 'expansion bit', 'burr', 'trap and drain auger']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'spoon', 'plunger', 'cd', 'watering can']",True
washing dishes,wash,keyhole saw,side table,"['bit', 'keyhole saw', 'shaver', 'dumbbell', 'side table']",False
washing a fruit before cutting,wash,bandsaw,bandsaw,"['bandsaw', 'shiv', 'sparkplug wrench', 'posthole digger', 'hammer']",True
washing your face,wash,compass saw,none,"['compass saw', 'circular saw', 'firmer chisel', 'parang', 'paper cutter']",False
doing laundry,wash,compass saw,none,"['compass saw', 'burin', 'monkey wrench', 'pin wrench', 'showercurtain']",False
cleaning dishes,wash,stamping machine,footstool,"['plexor.n.wn.medicine', 'ball', 'stamping machine', 'footstool', 'jack']",False
cleaning a surface,wipe,butter knife,butter knife,"['nailfile', 'sofa', 'stoveburner', 'butter knife', 'dog bed']",True
removing stains,wipe,butter knife,butter knife,"['hatchet', 'butter knife', 'slouse', 'bradawl', 'stool']",True
wiping a surface clean,wipe,case knife,case knife,"['trowel', 'shelvingunit', 'case knife', 'jackscrew', 'sandblaster']",True
storing food,wrap,ball,pallet,"['dry battery', 'pallet', 'awl', 'parer', 'ball']",False
protecting items,wrap,water bottle,garbage can,"['two handed saw', 'trepan', 'stillson wrench', 'garbage can', 'water bottle']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['wire stripper', 'beading plane', 'alligator wrench', 'burr', 'hand mower']",True
loosening bolts,wrench,brace wrench,brace wrench,"['circular saw', 'spade bit', 'brace wrench', 'crank', 'television']",True
adjusting fixtures,wrench,monkey wrench,box wrench,"['surgical knife', 'box wrench', 'monkey wrench', 'bathtubbasin', 'stiletto']",False
changing bicycle components,wrench,box wrench,box wrench,"['glass cutter', 'pin wrench', 'paper box', 'box wrench', 'palette knife']",True
making a shopping list,write,desktop,desktop,"['alarmclock', 'spud', 'desktop', 'dog wrench', 'candle']",True
keeping a journal,write,pencil,pencil,"['cross bit', 'scoop', 'pipe wrench', 'saltshaker', 'pencil']",True
labelling items,write,pencil,pencil,"['garbagebag', 'coffee machine', ""carpenter's mallet"", 'pencil', 'garden tool']",True
writing a letter,write,laptop,laptop,"['toilet paper', 'laptop', 'soda can', 'spade', 'can opener']",True
