task,affordance,correct_tool,predicted_tool,tool_choices,correct_prediction
polishing furniture,smoothen,abrader,abrader,"['bur', 'book', 'blunt file', 'chain tong', 'abrader']",True
repairing electronics,solder,soldering iron,soldering iron,"['rasp', 'soldering iron', 'spokeshave', 'instant noodle', 'keyboard']",True
making jewelery,solder,soldering iron,soldering iron,"['kitchen knife', 'soldering iron', 'crosscut saw', 'instant noodle', 'bath tub basin']",True
fixing plumbing,solder,soldering iron,soldering iron,"['spade bit', 'bread knife', 'soldering iron', 'spray bottle', 'garden tool']",True
applying spreads on bread,spread,palette knife,palette knife,"['hunting knife', 'counterbore', 'chain saw', 'abrader', 'palette knife']",True
spreading icing on a cake,spread,pointing trowel,pointing trowel,"['break seal', ""plumber's snake"", 'stamp', 'pestle', 'pointing trowel']",True
distributing cleaning products,spread,tableknife,none,"['pump type plier', 'laptop', 'hook wrench', 'fork', 'tableknife']",False
organizing documents,staple,stapler,stapler,"['gouge', 'crank', 'stapler', 'khukurus', 'dado plane']",True
repairing books,staple,stapler,stapler,"['lancet', 'stapler', 'carriage wrench', 'scauper', 'glue stick']",True
removing dirt from your teeth,stick,toothpick,toothpick,"['power tool', 'pencil', 'hand shovel', 'toothpick', 'showerdoor']",True
storing fruits and vegetables,store,box,box,"['spreader', 'box', 'razorblade', 'metal box', 'winebottle']",True
storing clean utensils,store,desk,desk,"['desk', 'dumbbell', 'paper cutter', ""croupier's rake"", 'palette knife']",True
packing books for house shifting,store,dresser,dresser,"['thinning shear', 'axe', 'handstamp', 'claw hatchet', 'dresser']",True
keeping sporting equipment,store,box,box,"['box', 'ottoman', 'showercurtain', 'straight razor', 'circular saw']",True
storing important documents,store,dresser,dresser,"['book', 'clasp knife', 'ottoman', 'trench knife', 'dresser']",True
storing cereal box,store,box,box,"['dumbbell', 'box', 'toiletpaperhanger', 'die', 'food cup']",True
keeping dirty clothes,store,dresser,dresser,"['shovel', 'dresser', ""bricklayer's hammer"", 'cap', 'hand tool']",True
storing dog treats,store,desk,sidetable,"['tennisracket', 'desk', 'sidetable', 'clipper', 'hand drill']",False
organizing items,store,shelving unit,shelving unit,"['portable saw', 'backsaw', 'soapbar', 'shelving unit', 'dirk']",True
removing isolation from wires,strip,wire stripper,wire stripper,"['food bag', 'wire stripper', 'alligator wrench', 'garden tool', 'pruning saw']",True
supporting a laptop,support,footstool,footstool,"['round file', 'neolith', 'socket wrench', 'footstool', 'die']",True
displaying a statue,support,side table,side table,"['bayonet', 'battle ax', 'side table', 'painting', 'wateringcan']",True
eating dinner,support,stool,stool,"['bed', 'compass saw', 'spade bit', 'jigsaw', 'stool']",True
packing soil,tamp,stemmer,scraper,"['stemmer', 'scraper', 'creditcard', 'countertop', 'scrubbrush']",False
preparing coffee in a filter,tamp,tamp,tamp,"['remote control', 'tamp', 'circular saw', 'rat tail file', 'pincer']",True
setting tiles,tamp,stemmer,crosscut saw,"['bolt cutter', 'crosscut saw', 'stemmer', 'crank handle', 'adjustable wrench']",False
telling the time,time,cell phone,cell phone,"['bevel', 'cell phone', 'die', 'stiletto', 'plastic box']",True
managing schedules,time,watch,watch,"['watch', 'portable saw', 'egg', 'tennisracket', 'dumbbell']",True
clearing the drain,unclog,trap and drain auger,trap and drain auger,"['paper box', 'cigar cutter', 'trap and drain auger', 'pruning knife', 'food jar']",True
fixing a toilet,unclog,trap and drain auger,trap and drain auger,"['expansion bit', 'burr', 'folding saw', 'trap and drain auger', 'spraybottle']",True
cleaning pipes,unclog,plunger,plunger,"['keyhole saw', 'watering can', 'plunger', 'spoon', 'cd']",True
washing dishes,wash,keyhole saw,dumbbell,"['shaver', 'side table', 'bit', 'keyhole saw', 'dumbbell']",False
washing a fruit before cutting,wash,bandsaw,shiv,"['bandsaw', 'hammer', 'posthole digger', 'shiv', 'sparkplug wrench']",False
washing your face,wash,compass saw,parang,"['firmer chisel', 'compass saw', 'paper cutter', 'circular saw', 'parang']",False
doing laundry,wash,compass saw,monkey wrench,"['monkey wrench', 'showercurtain', 'pin wrench', 'burin', 'compass saw']",False
cleaning dishes,wash,stamping machine,footstool,"['ball', 'stamping machine', 'jack', 'footstool', 'plexor.n.wn.medicine']",False
cleaning a surface,wipe,butter knife,butter knife,"['stoveburner', 'sofa', 'butter knife', 'dog bed', 'nailfile']",True
removing stains,wipe,butter knife,butter knife,"['stool', 'bradawl', 'slouse', 'butter knife', 'hatchet']",True
wiping a surface clean,wipe,case knife,case knife,"['sandblaster', 'jackscrew', 'trowel', 'case knife', 'shelvingunit']",True
storing food,wrap,ball,pallet,"['parer', 'awl', 'ball', 'pallet', 'dry battery']",False
protecting items,wrap,water bottle,garbage can,"['two handed saw', 'trepan', 'stillson wrench', 'garbage can', 'water bottle']",False
tightening bolts,wrench,alligator wrench,alligator wrench,"['beading plane', 'hand mower', 'alligator wrench', 'burr', 'wire stripper']",True
loosening bolts,wrench,brace wrench,brace wrench,"['spade bit', 'brace wrench', 'crank', 'circular saw', 'television']",True
adjusting fixtures,wrench,monkey wrench,monkey wrench,"['surgical knife', 'monkey wrench', 'box wrench', 'bathtubbasin', 'stiletto']",True
changing bicycle components,wrench,box wrench,box wrench,"['palette knife', 'glass cutter', 'pin wrench', 'box wrench', 'paper box']",True
making a shopping list,write,desktop,desktop,"['dog wrench', 'spud', 'candle', 'alarmclock', 'desktop']",True
keeping a journal,write,pencil,pencil,"['scoop', 'pipe wrench', 'pencil', 'cross bit', 'saltshaker']",True
labelling items,write,pencil,pencil,"['coffee machine', 'pencil', ""carpenter's mallet"", 'garbagebag', 'garden tool']",True
writing a letter,write,laptop,laptop,"['laptop', 'can opener', 'spade', 'toilet paper', 'soda can']",True
