Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
move the brown bowl forward slightly,False,1,1,No specified Gripper,True,False
move the brown clothing from the brown chair to the black chair,False,1,7,Robot Grippers with 2 Fingers,True,True
move the brown clothing from the brown chair to the black chair,False,1,1,No specified Gripper,True,False
move the brown plushy backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the brown plushy backward,False,1,1,No specified Gripper,True,False
move the brush inside the flask upwards and downwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the brush inside the flask upwards and downwards,False,1,1,No specified Gripper,True,False
move the brush to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the brush to the left,False,1,1,No specified Gripper,True,False
move the bunny toy to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the bunny toy to the left,False,1,1,No specified Gripper,True,False
move the cable to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cable to the left,False,1,1,No specified Gripper,True,False
move the can,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can,False,1,1,No specified Gripper,True,False
move the can backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can backward,False,1,1,No specified Gripper,True,False
move the can nearer to the paper towel,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can nearer to the paper towel,False,1,1,No specified Gripper,True,False
move the can of corn to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can of corn to the right,False,1,1,No specified Gripper,True,False
move the can on the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can on the counter,False,1,1,No specified Gripper,True,False
move the can towards the right edge of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the can towards the right edge of the table,False,1,1,No specified Gripper,True,False
move the cap forward on the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cap forward on the desk,False,1,1,No specified Gripper,True,False
move the cap to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cap to the left,False,1,1,No specified Gripper,True,False
move the caps on the nightstand shelf to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the caps on the nightstand shelf to the left,False,1,1,No specified Gripper,True,False
move the car toy slightly backward on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the car toy slightly backward on the table,False,1,1,No specified Gripper,True,False
move the carrot plush forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the carrot plush forward,False,1,1,No specified Gripper,True,False
move the chair to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the chair to the left,False,1,1,No specified Gripper,True,False
move the chocolate bar to the counter to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the chocolate bar to the counter to the left,False,1,1,No specified Gripper,True,False
move the chopstick to the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the chopstick to the bowl,False,1,1,No specified Gripper,True,False
move the clamp forward,False,1,6,Robot Grippers with 2 Fingers,True,True
move the clamp forward,False,1,1,No specified Gripper,True,False
move the clear case to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clear case to the left,False,1,1,No specified Gripper,True,False
move the clear container forwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clear container forwards,False,1,1,No specified Gripper,True,False
move the clear lid from the top of the black bowl to the top of the cup and press on the lid,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clear lid from the top of the black bowl to the top of the cup and press on the lid,False,1,1,No specified Gripper,True,False
move the cloth away from the sink,False,1,6,No specified Gripper,True,True
move the cloth away from the sink,False,1,1,No specified Gripper,True,False
move the cloth from the sink to the tub,False,1,6,No specified Gripper,False,True
move the cloth from the sink to the tub,False,1,1,No specified Gripper,True,False
move the cloth to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cloth to the right,False,1,1,No specified Gripper,True,False
move the clothes from left to right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clothes from left to right,False,1,1,No specified Gripper,True,False
move the clothes hanger to the next hook,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clothes hanger to the next hook,False,1,1,No specified Gripper,True,False
move the clothes on the chair to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clothes on the chair to the right,False,1,1,No specified Gripper,True,False
move the clothes on the left and pile them on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clothes on the left and pile them on the right,False,1,1,No specified Gripper,True,False
move the clothing hanger to the left side of the pillow,False,1,7,Robot Grippers with 2 Fingers,True,True
move the clothing hanger to the left side of the pillow,False,1,1,No specified Gripper,True,False
move the clothing to the left side of the sofa,False,1,6,No specified Gripper,True,True
move the clothing to the left side of the sofa,False,1,1,No specified Gripper,True,False
move the coffee cup into the desk compartment,False,1,6,No specified Gripper,True,True
move the coffee cup into the desk compartment,False,1,1,No specified Gripper,True,False
move the coffeemaker to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the coffeemaker to the right,False,1,1,No specified Gripper,True,False
move the coke bottle to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the coke bottle to the right,False,1,1,No specified Gripper,True,False
move the cola can to the open cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cola can to the open cabinet,False,1,1,No specified Gripper,True,False
move the colander,False,1,7,Robot Grippers with 2 Fingers,True,True
move the colander,False,1,1,No specified Gripper,True,False
move the colourless bottle towards the mirror,False,1,7,Robot Grippers with 2 Fingers,True,True
move the colourless bottle towards the mirror,False,1,1,No specified Gripper,True,False
move the colourless cup from the right to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the colourless cup from the right to the left,False,1,1,No specified Gripper,True,False
move the computer from the table to the chair,False,0,6,No specified Gripper,False,True
move the computer from the table to the chair,False,1,1,No specified Gripper,True,False
move the cone-like object to the right on the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cone-like object to the right on the desk,False,1,1,No specified Gripper,True,False
move the container to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the container to the left,False,1,1,No specified Gripper,True,False
move the container to the left side of the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the container to the left side of the counter,False,1,1,No specified Gripper,True,False
move the contents in one plate to the other using a spoon,False,1,7,Robot Grippers with 2 Fingers,True,True
move the contents in one plate to the other using a spoon,False,1,1,No specified Gripper,True,False
move the contents of one bowl to the other bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the contents of one bowl to the other bowl,False,1,1,No specified Gripper,True,False
move the copying paper to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the copying paper to the left,False,1,1,No specified Gripper,True,False
move the credit card from the nightstand to the desk.,False,1,6,No specified Gripper,False,True
move the credit card from the nightstand to the desk.,False,1,1,No specified Gripper,True,False
move the cube to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cube to the right,False,1,1,No specified Gripper,True,False
move the cube to the top of the shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cube to the top of the shelf,False,1,1,No specified Gripper,True,False
move the cucumber to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cucumber to the left,False,1,1,No specified Gripper,True,False
move the cup backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cup backward,False,1,1,No specified Gripper,True,False
move the cup to the middle of the copier,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cup to the middle of the copier,False,1,1,No specified Gripper,True,False
move the cup to the right of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cup to the right of the table,False,1,1,No specified Gripper,True,False
move the cutlery in the red mug cup to the paper cup,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cutlery in the red mug cup to the paper cup,False,1,1,No specified Gripper,True,False
move the cylindrical block forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the cylindrical block forward,False,1,1,No specified Gripper,True,False
move the desk lamp to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the desk lamp to the right,False,1,1,No specified Gripper,True,False
move the disc from on the table to the shelf underneath,False,1,6,No specified Gripper,True,True
move the disc from on the table to the shelf underneath,False,1,1,No specified Gripper,True,False
move the discs on the dresser to the bottom left drawer,True,1,6,No specified Gripper,False,True
move the discs on the dresser to the bottom left drawer,False,1,1,No specified Gripper,True,False
move the dog statue to the other side of the table.,True,1,6,No specified Gripper,False,True
move the dog statue to the other side of the table.,False,1,1,No specified Gripper,True,False
move the doll  backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the doll  backwards,False,1,1,No specified Gripper,True,False
move the doll farthest from you to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the doll farthest from you to the left,False,1,1,No specified Gripper,True,False
move the doll to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the doll to the right,False,1,1,No specified Gripper,True,False
move the doritos to the white plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the doritos to the white plate,False,1,1,No specified Gripper,True,False
move the doughnut plush toy,False,1,7,Robot Grippers with 2 Fingers,True,True
move the doughnut plush toy,False,1,1,No specified Gripper,True,False
move the duster to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the duster to the left,False,1,1,No specified Gripper,True,False
move the empty box from the couch to the armchair.,True,1,6,No specified Gripper,False,True
move the empty box from the couch to the armchair.,False,1,1,No specified Gripper,True,False
move the empty plastic pack of snack forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the empty plastic pack of snack forward,False,1,1,No specified Gripper,True,False
move the faucet to the center of the sink,False,1,7,Robot Grippers with 2 Fingers,True,True
move the faucet to the center of the sink,False,1,1,No specified Gripper,True,False
move the faucet to the right side of the sink,False,1,7,Robot Grippers with 2 Fingers,True,True
move the faucet to the right side of the sink,False,1,1,No specified Gripper,True,False
move the figurine from the table going to the center table,False,1,6,No specified Gripper,True,True
move the figurine from the table going to the center table,False,1,1,No specified Gripper,True,False
move the figurine to the coffee table.,False,1,6,No specified Gripper,False,True
move the figurine to the coffee table.,False,1,1,No specified Gripper,True,False
move the fork away from the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the fork away from the bowl,False,1,1,No specified Gripper,True,False
move the fork from the bowl to the cup,False,1,7,Robot Grippers with 2 Fingers,True,True
move the fork from the bowl to the cup,False,1,1,No specified Gripper,True,False
move the fork to the left side,False,1,7,Robot Grippers with 2 Fingers,True,True
move the fork to the left side,False,1,1,No specified Gripper,True,False
move the fruit by the fork to the microwave,False,1,6,No specified Gripper,True,True
move the fruit by the fork to the microwave,False,1,1,No specified Gripper,True,False
move the frying pan slightly to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the frying pan slightly to the right,False,1,1,No specified Gripper,True,False
move the glass bowl to the left side of the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
move the glass bowl to the left side of the desk,False,1,1,No specified Gripper,True,False
move the glass jar in the dishwasher to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the glass jar in the dishwasher to the right,False,1,1,No specified Gripper,True,False
move the glass to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the glass to the right,False,1,1,No specified Gripper,True,False
move the glove to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the glove to the left,False,1,1,No specified Gripper,True,False
move the gold ornament from the shelf to the coffee table.,False,1,6,No specified Gripper,False,True
move the gold ornament from the shelf to the coffee table.,False,1,1,No specified Gripper,True,False
move the gray backpack to the right of the couch,False,1,7,Robot Grippers with 2 Fingers,True,True
move the gray backpack to the right of the couch,False,1,1,No specified Gripper,True,False
move the gray cloth to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the gray cloth to the left,False,1,1,No specified Gripper,True,False
move the green and purple objects from the bowl to the plate respectively,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green and purple objects from the bowl to the plate respectively,False,1,1,No specified Gripper,True,False
move the green ball to the white bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green ball to the white bowl,False,1,1,No specified Gripper,True,False
move the green bar to the sink,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green bar to the sink,False,1,1,No specified Gripper,True,False
move the green block closer to you,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green block closer to you,False,1,1,No specified Gripper,True,False
move the green block forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green block forward,False,1,1,No specified Gripper,True,False
move the green block on the wooden pallet to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green block on the wooden pallet to the right,False,1,1,No specified Gripper,True,False
move the green block to the small crate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green block to the small crate,False,1,1,No specified Gripper,True,False
move the green book forward pick up the yellow book from the book holder and put it on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green book forward pick up the yellow book from the book holder and put it on the table,False,1,1,No specified Gripper,True,False
move the green bottle to the right of the silver dish,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green bottle to the right of the silver dish,False,1,1,No specified Gripper,True,False
move the green bottle to the top of the microwave,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green bottle to the top of the microwave,False,1,1,No specified Gripper,True,False
move the green cloth backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green cloth backwards,False,1,1,No specified Gripper,True,False
move the green cloth to the bottom right corner,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green cloth to the bottom right corner,False,1,1,No specified Gripper,True,False
move the green cloth to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green cloth to the left,False,1,1,No specified Gripper,True,False
move the green cylinder to the right side of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green cylinder to the right side of the table,False,1,1,No specified Gripper,True,False
move the green cylindrical block to the left and then move it to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green cylindrical block to the left and then move it to the right,False,1,1,No specified Gripper,True,False
move the green holder to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green holder to the left,False,1,1,No specified Gripper,True,False
move the green knife on the shelf to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green knife on the shelf to the right,False,1,1,No specified Gripper,True,False
move the green lid backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green lid backwards,False,1,1,No specified Gripper,True,False
move the green marker to the left of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green marker to the left of the table,False,1,1,No specified Gripper,True,False
move the green marker to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green marker to the right,False,1,1,No specified Gripper,True,False
move the green mug to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green mug to the left,False,1,1,No specified Gripper,True,False
move the green object backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green object backwards,False,1,1,No specified Gripper,True,False
move the green object midway between the can and the bowl,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green object midway between the can and the bowl,False,1,1,No specified Gripper,True,False
move the green object slightly backward to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green object slightly backward to the left,False,1,1,No specified Gripper,True,False
move the green object to the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green object to the counter,False,1,1,No specified Gripper,True,False
move the green packet to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green packet to the right,False,1,1,No specified Gripper,True,False
move the green pen slightly away,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green pen slightly away,False,1,1,No specified Gripper,True,False
move the green plastic cup from the bottom shelf to the middle shelf of the cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green plastic cup from the bottom shelf to the middle shelf of the cabinet,False,1,1,No specified Gripper,True,False
move the green plate away from the gray plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green plate away from the gray plate,False,1,1,No specified Gripper,True,False
move the green rag to the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green rag to the table,False,1,1,No specified Gripper,True,False
move the green sponge to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green sponge to the left,False,1,1,No specified Gripper,True,False
move the green t-shirt from the chair to the sofa,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green t-shirt from the chair to the sofa,False,1,1,No specified Gripper,True,False
move the green tube to the right side of the sink counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green tube to the right side of the sink counter,False,1,1,No specified Gripper,True,False
move the green vegetable plush toy,False,1,7,Robot Grippers with 2 Fingers,True,True
move the green vegetable plush toy,False,1,1,No specified Gripper,True,False
move the grey cap from to the right end of the windowsill,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey cap from to the right end of the windowsill,False,1,1,No specified Gripper,True,False
move the grey cap to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey cap to the left,False,1,1,No specified Gripper,True,False
move the grey hat forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey hat forward,False,1,1,No specified Gripper,True,False
move the grey mug to the open cabinet,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey mug to the open cabinet,False,1,1,No specified Gripper,True,False
move the grey object,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey object,False,1,1,No specified Gripper,True,False
move the grey toy backwards,False,1,7,Robot Grippers with 2 Fingers,True,True
move the grey toy backwards,False,1,1,No specified Gripper,True,False
move the hang wire and cloth on the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the hang wire and cloth on the counter,False,1,1,No specified Gripper,True,False
move the hanger from the tote to the bed,False,1,7,Robot Grippers with 2 Fingers,True,True
move the hanger from the tote to the bed,False,1,1,No specified Gripper,True,False
move the hanger to the bottom hook on the stand,False,1,7,Robot Grippers with 2 Fingers,True,True
move the hanger to the bottom hook on the stand,False,1,1,No specified Gripper,True,False
move the hat to the shelf,False,1,7,Robot Grippers with 2 Fingers,True,True
move the hat to the shelf,False,1,1,No specified Gripper,True,False
move the items which are on the box to the table and those on the table to the box,False,1,7,Robot Grippers with 2 Fingers,True,True
move the items which are on the box to the table and those on the table to the box,False,1,1,No specified Gripper,True,False
move the jar to the back of the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the jar to the back of the counter,False,1,1,No specified Gripper,True,False
move the jar to the left side of the dishwasher rack,False,1,7,Robot Grippers with 2 Fingers,True,True
move the jar to the left side of the dishwasher rack,False,1,1,No specified Gripper,True,False
move the jar to the left side of the sofa,False,1,7,Robot Grippers with 2 Fingers,True,True
move the jar to the left side of the sofa,False,1,1,No specified Gripper,True,False
move the jar to the right edge of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the jar to the right edge of the table,False,1,1,No specified Gripper,True,False
move the kettle that's on the back left burner to the middle wooden shelf.,False,1,6,No specified Gripper,True,True
move the kettle that's on the back left burner to the middle wooden shelf.,False,1,1,No specified Gripper,True,False
move the keys from coffee table to ottoman,True,2,6,No specified Gripper,False,True
move the keys from coffee table to ottoman,False,1,1,No specified Gripper,True,False
move the keys from the coffee table to the couch,True,1,6,No specified Gripper,False,True
move the keys from the coffee table to the couch,False,1,1,No specified Gripper,True,False
move the keys from the desk shelf to the desk top,False,1,6,No specified Gripper,False,True
move the keys from the desk shelf to the desk top,False,1,1,No specified Gripper,True,False
move the keys from the top of the cabinet to a lower shelf,False,1,6,No specified Gripper,True,True
move the keys from the top of the cabinet to a lower shelf,False,1,1,No specified Gripper,True,False
move the keys to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the keys to the left,False,1,1,No specified Gripper,True,False
move the keys to the ottoman.,False,1,6,No specified Gripper,False,True
move the keys to the ottoman.,False,1,1,No specified Gripper,True,False
move the knife from the top of the box to the left compartment of the drawer,False,1,7,Robot Grippers with 2 Fingers,True,True
move the knife from the top of the box to the left compartment of the drawer,False,1,1,No specified Gripper,True,False
move the knife on the table,False,1,6,No specified Gripper,True,True
move the knife on the table,False,1,1,No specified Gripper,True,False
move the knife to the left to the plate on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the knife to the left to the plate on the right,False,1,1,No specified Gripper,True,False
move the lamp shade slightly to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lamp shade slightly to the left,False,1,1,No specified Gripper,True,False
move the lamp to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lamp to the right,False,1,1,No specified Gripper,True,False
move the laptop from the sofa to the ottoman,False,1,6,No specified Gripper,False,True
move the laptop from the sofa to the ottoman,False,1,1,No specified Gripper,True,False
move the laptop to the bed.,False,0,6,No specified Gripper,False,True
move the laptop to the bed.,False,1,1,No specified Gripper,True,False
move the left shoe closer to the right one and put the right shoe on the book,False,1,7,Robot Grippers with 2 Fingers,True,True
move the left shoe closer to the right one and put the right shoe on the book,False,1,1,No specified Gripper,True,False
move the letter closest to aligned letters to add it to them,False,1,7,Robot Grippers with 2 Fingers,True,True
move the letter closest to aligned letters to add it to them,False,1,1,No specified Gripper,True,False
move the lid,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lid,False,1,1,No specified Gripper,True,False
move the lid backwards then pull up the grey plastic,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lid backwards then pull up the grey plastic,False,1,1,No specified Gripper,True,False
move the lid from the blue pan and put it on the black plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lid from the blue pan and put it on the black plate,False,1,1,No specified Gripper,True,False
move the lid from the front left plate of the stove to the back right one,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lid from the front left plate of the stove to the back right one,False,1,1,No specified Gripper,True,False
move the light green object slightly backward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the light green object slightly backward,False,1,1,No specified Gripper,True,False
move the lotion bottle from the toilet lid to the counter next to the sink,False,1,6,No specified Gripper,False,True
move the lotion bottle from the toilet lid to the counter next to the sink,False,1,1,No specified Gripper,True,False
move the lunchbox forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lunchbox forward,False,1,1,No specified Gripper,True,False
move the lunchbox to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the lunchbox to the left,False,1,1,No specified Gripper,True,False
move the marker from left to right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker from left to right,False,1,1,No specified Gripper,True,False
move the marker from the left to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker from the left to the right,False,1,1,No specified Gripper,True,False
move the marker from the purple mat to the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker from the purple mat to the table,False,1,1,No specified Gripper,True,False
move the marker from the tray to the mat,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker from the tray to the mat,False,1,1,No specified Gripper,True,False
move the marker slightly to the center of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker slightly to the center of the table,False,1,1,No specified Gripper,True,False
move the marker to the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker to the counter,False,1,1,No specified Gripper,True,False
move the marker to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker to the left,False,1,1,No specified Gripper,True,False
move the marker to the orange box close to it,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker to the orange box close to it,False,1,1,No specified Gripper,True,False
move the marker to the right slightly,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker to the right slightly,False,1,1,No specified Gripper,True,False
move the marker with a green cap to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the marker with a green cap to the left,False,1,1,No specified Gripper,True,False
move the masking tape from the wooden stand to the countertop,False,1,7,Robot Grippers with 2 Fingers,True,True
move the masking tape from the wooden stand to the countertop,False,1,1,No specified Gripper,True,False
move the masking tape to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the masking tape to the left,False,1,1,No specified Gripper,True,False
move the masking tape to the right side of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the masking tape to the right side of the table,False,1,1,No specified Gripper,True,False
move the microphone forward,False,1,7,Robot Grippers with 2 Fingers,True,True
move the microphone forward,False,1,1,No specified Gripper,True,False
move the milk carton,False,1,7,Robot Grippers with 2 Fingers,True,True
move the milk carton,False,1,1,No specified Gripper,True,False
move the mouse slightly to the left and back,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mouse slightly to the left and back,False,1,1,No specified Gripper,True,False
move the mouse to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mouse to the right,False,1,1,No specified Gripper,True,False
move the mug cup to the right then to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug cup to the right then to the left,False,1,1,No specified Gripper,True,False
move the mug from the left table to the right table,False,1,6,No specified Gripper,True,True
move the mug from the left table to the right table,False,1,1,No specified Gripper,True,False
move the mug nearer to the sharpie,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug nearer to the sharpie,False,1,1,No specified Gripper,True,False
move the mug to the front,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug to the front,False,1,1,No specified Gripper,True,False
move the mug to the left corner of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug to the left corner of the table,False,1,1,No specified Gripper,True,False
move the mug to the left side of the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug to the left side of the counter,False,1,1,No specified Gripper,True,False
move the mug to the left then to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug to the left then to the right,False,1,1,No specified Gripper,True,False
move the mug to the right side of the chair,False,1,7,Robot Grippers with 2 Fingers,True,True
move the mug to the right side of the chair,False,1,1,No specified Gripper,True,False
move the nail polish to the back of the toilet.,False,1,6,No specified Gripper,False,True
move the nail polish to the back of the toilet.,False,1,1,No specified Gripper,True,False
move the nozzle to the left,False,1,7,Robot Grippers with 2 Fingers,True,True
move the nozzle to the left,False,1,1,No specified Gripper,True,False
move the object from the drawer to the countertop,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object from the drawer to the countertop,False,1,1,No specified Gripper,True,False
move the object from the right edge of the sink to the left edge,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object from the right edge of the sink to the left edge,False,1,1,No specified Gripper,True,False
move the object from the shelf to the counter,False,1,6,No specified Gripper,True,True
move the object from the shelf to the counter,False,1,1,No specified Gripper,True,False
move the object on the bed,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object on the bed,False,1,1,No specified Gripper,True,False
move the object on the countertop,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object on the countertop,False,1,1,No specified Gripper,True,False
move the object on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object on the table,False,1,1,No specified Gripper,True,False
move the object slightly to the left of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object slightly to the left of the table,False,1,1,No specified Gripper,True,False
move the object to the centre of the plate,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object to the centre of the plate,False,1,1,No specified Gripper,True,False
move the object to the right diagonal corner of the table,False,1,7,Robot Grippers with 2 Fingers,True,True
move the object to the right diagonal corner of the table,False,1,1,No specified Gripper,True,False
move the objects from one box to the other,False,0,6,No specified Gripper,True,True
move the objects from one box to the other,False,1,1,No specified Gripper,True,False
move the octopus plushie to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the octopus plushie to the right,False,1,1,No specified Gripper,True,False
move the orange ball closer to you,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange ball closer to you,False,1,1,No specified Gripper,True,False
move the orange blocks to the front edge of the desk,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange blocks to the front edge of the desk,False,1,1,No specified Gripper,True,False
move the orange book from the top right compartment to the top middle compartment,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange book from the top right compartment to the top middle compartment,False,1,1,No specified Gripper,True,False
move the orange bottle close to the blue cup,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange bottle close to the blue cup,False,1,1,No specified Gripper,True,False
move the orange box to the right,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange box to the right,False,1,1,No specified Gripper,True,False
move the orange cube to the plate in front of the wooden object,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange cube to the plate in front of the wooden object,False,1,1,No specified Gripper,True,False
move the orange ketchup bottle closer to the orange cup,False,1,7,Robot Grippers with 2 Fingers,True,True
move the orange ketchup bottle closer to the orange cup,False,1,1,No specified Gripper,True,False
